the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000C9EFAC5ED7FA54C01263437ED0BC4140,168805,0101000020110F0000DC5CAD0A75D161C19BB1E1FE86215041,168492,>1m <=5m,ATBI DATABASE,,1446913966000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235112,3929651,35.475106,-83.919391,Chilhowee Lake,Cooper Camp Branch,2025.034302,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913966000,GRSM,UNR,,9,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000021FEFF6A9BFC54C0FFA4DBCB23C04140,168796,0101000020110F000040DF61F7F4D261C15B6890F5FE245041,168483,>1m <=5m,ATBI DATABASE,,1446913961000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232694,3932608,35.501086,-83.946982,Chilhowee Lake,,1815.259766,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913961000,GRSM,UNR,,6,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000B7764C24ABFC54C0C2E18B4A38C04140,168793,0101000020110F0000E0DC115202D361C123171A5714255041,168481,>1m <=5m,ATBI DATABASE,,1446913960000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232609,3932680,35.501711,-83.947941,Chilhowee Lake,,1856.144897,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913960000,GRSM,UNR,,7,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000055AFD2A5ABFC54C084048574CAC04140,168794,0101000020110F0000832613C002D361C1F3DB23D4AC255041,168482,>1m <=5m,ATBI DATABASE,,1446913961000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232621,3933175,35.506172,-83.947972,Chilhowee Lake,,1867.141113,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913961000,GRSM,UNR,,5,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001D8EC56E93FC54C0D1096E92C9C04140,168797,0101000020110F00001EF6372FEED261C16BCE42E8AB255041,168484,>1m <=5m,ATBI DATABASE,,1446913962000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232755,3933168,35.506145,-83.946494,Chilhowee Lake,,1927.298462,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913962000,GRSM,UNR,,3,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988848000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004DDAEF4421FD54C006D38857E1C04140,168792,0101000020110F0000DA0D74A566D361C1DE81DEB4C4255041,168480,>1m <=5m,ATBI DATABASE,,1446913960000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,231972,3933272,35.50687,-83.955151,Chilhowee Lake,,1856.013672,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913960000,GRSM,UNR,,4,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000009DB3BE211FF54C09D8882494CC14140,168781,0101000020110F0000F965CD6B0CD561C1C7941A4934265041,168469,>1m <=5m,ATBI DATABASE,,1446913953000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229233,3933717,35.510134,-83.985462,Chilhowee Lake,,1322.145752,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913953000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1349049600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed,No,day,cert,Environmental Assessments
0101000020E6100000170E5E9D9EFE54C0C323B1B1C6C24140,168786,0101000020110F0000BCAEE985AAD461C154F4FA1FBF275041,168474,>1m <=5m,ATBI DATABASE,,1446913956000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229910,3934979,35.521682,-83.978427,Chilhowee Lake,Tabcat Creek,1282.72168,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913956000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000002664BFA59EFE54C01F3DE776C8C24140,168788,0101000020110F00009CB7078DAAD461C1F715E8F8C0275041,168476,>1m <=5m,ATBI DATABASE,,1446913957000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229910,3934985,35.521736,-83.978429,Chilhowee Lake,Tabcat Creek,1282.72168,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913957000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000F9D783C09FFE54C006515697C9C24140,168785,0101000020110F0000AD402F7DABD461C14340E325C2275041,168473,>1m <=5m,ATBI DATABASE,,1446913955000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229904,3934989,35.52177,-83.978496,Chilhowee Lake,Tabcat Creek,1288.809814,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913955000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000A1766A549EFE54C0720AAE96D4C24140,168789,0101000020110F0000287FF447AAD461C16038B59FCD275041,168477,>1m <=5m,ATBI DATABASE,,1446913958000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229913,3935026,35.522106,-83.978409,Chilhowee Lake,Tabcat Creek,1317.749756,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913958000,GRSM,UNR,,10,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000008A9E24F50FFF54C0651944A667C34140,168783,0101000020110F00006F2B05C90AD561C104A6471667285041,168471,>1m <=5m,ATBI DATABASE,,1446913954000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229299,3935543,35.526594,-83.985345,Chilhowee Lake,Tabcat Creek,1405.984985,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913954000,GRSM,UNR,,10,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000008DCD54A915FF54C0EC91FE456DC34140,168782,0101000020110F0000D79328A10FD561C18FFBBAF46C285041,168470,>1m <=5m,ATBI DATABASE,,1446913953000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229268,3935563,35.526765,-83.985693,Chilhowee Lake,Tabcat Creek,1349.492432,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913953000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000090160CE683FF54C04DAD14955CC34140,579,0101000020110F0000F77C05416DD561C165F4AC895B285041,168461,>1m <=5m,ATBI DATABASE,,1446913948000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228656,3935525,35.526256,-83.992421,Chilhowee Lake,Tabcat Creek,977.862732,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446913948000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1236038400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,by hand, , ,cert,ATBI Xeric Cliffs Flora
0101000020E6100000F4B84FF16CFF54C0ADC46B8714C44140,168778,0101000020110F0000636AE8C159D561C16748FA801B295041,168466,>1m <=5m,ATBI DATABASE,,1446913951000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228802,3936144,35.53187,-83.99102,Chilhowee Lake,Shop Creek,934.850952,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913951000,GRSM,UNR,,10,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000007FF918374BFF54C06BC6EBBFE3C44140,168780,0101000020110F00004C09DE1C3DD561C12BCA4FC6F3295041,168468,>1m <=5m,ATBI DATABASE,,1446913952000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229010,3936840,35.538194,-83.988962,Chilhowee Lake,,1241.446167,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913952000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000238A03C7A9FE54C01C6D663E31C74140,168790,0101000020110F000021AFE900B4D461C1977B831B5B2C5041,168478,>1m <=5m,ATBI DATABASE,,1446913959000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229964,3938809,35.556183,-83.979108,Abrams Creek Lower,Panther Creek,1119.206665,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913959000,GRSM,UNR,,10,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994809600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000C1A604E079FF54C08377C3D49BC64140,168777,0101000020110F00005F31B1BD64D561C1B4AEF821BF2B5041,168465,>1m <=5m,ATBI DATABASE,,1446913950000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228797,3938338,35.551624,-83.991809,Chilhowee Lake,Little Tennessee River,1241.030518,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913950000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Southwest Entrance Sign Parking #1,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000043A086B17DFF54C00CE3391E9DC64140,168776,0101000020110F0000D3C7E3FB67D561C10FE6E479C02B5041,168464,>1m <=5m,ATBI DATABASE,,1446913950000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228776,3938343,35.551663,-83.992043,Chilhowee Lake,Little Tennessee River,1202.422607,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913950000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Southwest Entrance Sign Parking #1,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000015F444D67FF54C0930F5A4C02C64140,168779,0101000020110F000002067BF754D561C1F6C9B1DD1E2B5041,168467,>1m <=5m,ATBI DATABASE,,1446913952000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228884,3937815,35.546938,-83.990676,Chilhowee Lake,Little Tennessee River,1064.013428,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913952000,GRSM,UNR,,9,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000015DA46F784FF54C01AB5CA65C6C64140,168775,0101000020110F0000EC4B13296ED561C1E44F5C91EB2B5041,168463,>1m <=5m,ATBI DATABASE,,1446913949000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228740,3938484,35.552923,-83.992486,Chilhowee Lake,Panther Creek,1174.151855,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913949000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000C54339E0F9FF54C0326DCAD83AC74140,168773,0101000020110F0000C449BD73D1D561C1C407F421652C5041,168460,>1m <=5m,ATBI DATABASE,,1446913947000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228105,3938898,35.556477,-83.999622,Abrams Creek Lower,Abrams Creek,1026.487793,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913947000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Southwest Entrance Sign Parking #1,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000566D74B793FF54C096384A1C41C74140,168774,0101000020110F00008B3F2FB07AD561C11CDEEEAB6B2C5041,168462,>1m <=5m,ATBI DATABASE,,1446913948000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228671,3938902,35.556668,-83.993387,Abrams Creek Lower,Panther Creek,1268.720825,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913948000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000042C53B3702FF54C09A0423BA9DC84140,168784,0101000020110F0000B12C421DFFD461C15D9ECFA2D72D5041,168472,>1m <=5m,ATBI DATABASE,,1446913955000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229512,3940058,35.567307,-83.984506,Abrams Creek Lower,Abrams Creek,878.980103,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913955000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1346025600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000E37177F464FE54C0C28C2E111DC84140,168791,0101000020110F000037A1798D79D461C196755F4E512D5041,168479,>1m <=5m,ATBI DATABASE,,1446913959000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230369,3939596,35.56338,-83.974908,Abrams Creek Lower,Panther Creek,1166.734375,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913959000,GRSM,UNR,,5,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988761600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000A5B29B8B12FB54C0AA0E56EFF2C94140,168807,0101000020110F0000CAA3AB4CA7D161C1CCC585E93B2F5041,168493,>1m <=5m,ATBI DATABASE,,1446913967000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235122,3941046,35.577719,-83.923003,Abrams Creek Lower,Polecat Branch,1839.654541,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913967000,GRSM,UNR,,1,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003908BE9259FB54C021CE3A182ECA4140,168804,0101000020110F000054AB9C9FE3D161C15D4D73B0792F5041,168491,>1m <=5m,ATBI DATABASE,,1446913966000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234735,3941258,35.579525,-83.927338,Abrams Creek Lower,Polecat Branch,2173.936035,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913966000,GRSM,UNR,,7,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000037266147BFB54C06B44722A00CA4140,168803,0101000020110F000026989E1400D261C19AF573BA492F5041,168490,>1m <=5m,ATBI DATABASE,,1446913965000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234545,3941108,35.578123,-83.929383,Abrams Creek Lower,Polecat Branch,2215.179688,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913965000,GRSM,UNR,,5,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000770D2DC480FB54C0D7A6D6A70ECA4140,168802,0101000020110F000010A702E904D261C18AEBF0DB582F5041,168489,>1m <=5m,ATBI DATABASE,,1446913965000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234515,3941158,35.578565,-83.92973,Abrams Creek Lower,Polecat Branch,2346.181396,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913965000,GRSM,UNR,,7,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C33F0205B2FB54C024EB15BBA2CD4140,168801,0101000020110F0000632EB2BD2ED261C187691AA115335041,168488,>1m <=5m,ATBI DATABASE,,1446913965000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234335,3944268,35.606522,-83.932736,Abrams Creek Lower,Abrams Creek,1156.162476,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913965000,GRSM,UNR,,7,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
