the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000001E91B7A8EBF554C0E50C9407EEBD4140,175215,0101000020110F00001B56402B47CD61C1FE24DECBB0225041,174851,>1m <=5m,ATBI DATABASE,,1446917617000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242118,3930414,35.48382,-83.842504,Lake Cheoah-Little Tennessee River,,2194.496582,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917617000,GRSM,UNR,,5,,,Twentymile Trail,Payne Cemetery Access Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020297600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000DAD733E475ED54C0CC06684E23C14140,175234,0101000020110F0000E52F25C817C661C15F624B8709265041,174871,>1m <=5m,ATBI DATABASE,,1446917629000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,254190,3932857,35.508883,-83.710316,Hazel Creek,Little Fork,2925.684326,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917629000,GRSM,UNR,,7,,,Jenkins Ridge Trail,Lakeview Drive West,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089158400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000001AFEDF26FED54C0AC8098172FC14140,175235,0101000020110F0000FE7020BC12C661C110CD3CD315265041,174872,>1m <=5m,ATBI DATABASE,,1446917629000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,254224,3932896,35.509243,-83.709954,Hazel Creek,Little Fork,2878.84668,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917629000,GRSM,UNR,,5,,,Jenkins Ridge Trail,Lakeview Drive West,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089158400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B5A47BE7C1E854C02B398C21B7CC4140,175241,0101000020110F0000DDF8303C19C261C179FD12881F325041,174878,>1m <=5m,ATBI DATABASE,,1446917633000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261125,3942711,35.599332,-83.636831,Little River-Crooked Creek,Doghobble Branch,2877.449219,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917633000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841017600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000079E6D9D0C0E954C0F3DE207308CE4140,175240,0101000020110F0000A16B4BBBF1C261C1AB9634E37F335041,174877,>1m <=5m,ATBI DATABASE,,1446917632000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259746,3943891,35.609626,-83.652389,Little River-Crooked Creek,Lynn Camp Prong,2866.902832,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917632000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,836179200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000065809F5FDEF154C0764C35713ACC4140,175228,0101000020110F00007332B833D6C961C11176B24B9D315041,174865,>1m <=5m,ATBI DATABASE,,1446917625000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248213,3942644,35.595527,-83.779193,Abrams Creek Upper,Fanny Branch,1904.571411,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917625000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove New Dump Station,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005196E22932F254C0A4BBF200E6CC4140,175227,0101000020110F0000070F6F5D1DCA61C11B6EB37D50325041,174864,>1m <=5m,ATBI DATABASE,,1446917624000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247766,3943238,35.600762,-83.784308,Abrams Creek Upper,Cooper Branch,1826.745361,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917624000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000001B9399F5EF254C0CEA0D3937CCC4140,175226,0101000020110F0000761A9C1F43CA61C1A4284F5FE2315041,174863,>1m <=5m,ATBI DATABASE,,1446917624000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247510,3942888,35.597545,-83.787021,Abrams Creek Upper,Rowans Creek,1865.365356,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917624000,GRSM,UNR,,4,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,978307200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E6BC064A58F354C0D74C8351B2CD4140,175225,0101000020110F00005560782A17CB61C15ECA89E925335041,174862,>1m <=5m,ATBI DATABASE,,1446917623000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246159,3943976,35.606997,-83.80226,Abrams Creek Upper,,1807.006226,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917623000,GRSM,UNR,,7,,,John Oliver Cabin access ,Cades Cove Loop Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899337600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C12C73A18FF354C05A9F770510CE4140,175221,0101000020110F0000D215DE2A46CB61C1832816CC87335041,174858,>1m <=5m,ATBI DATABASE,,1446917621000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245862,3944302,35.609857,-83.805637,Abrams Creek Upper,Feezell Branch,1967.669189,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917621000,GRSM,UNR,,7,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901497600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008301C82CC2F654C06CF61B88CDCE4140,175212,0101000020110F0000805E7B5BFDCD61C176B6B2C64D345041,174848,>1m <=5m,ATBI DATABASE,,1446917616000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241354,3945074,35.61564,-83.855597,Abrams Creek Lower,Stony Branch,2019.244263,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917616000,GRSM,UNR,,4,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000009568702BC2F654C044DF913CCDCE4140,175211,0101000020110F0000418D575AFDCD61C1C7BBC7774D345041,174847,>1m <=5m,ATBI DATABASE,,1446917615000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241354,3945073,35.615631,-83.855597,Abrams Creek Lower,Stony Branch,2019.244263,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917615000,GRSM,UNR,,3,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004B4D39616DF654C03147EA98CECE4140,175214,0101000020110F0000591E3F57B5CD61C1148AB4E34E345041,174850,>1m <=5m,ATBI DATABASE,,1446917617000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241823,3945064,35.615673,-83.850422,Abrams Creek Lower,,2202.248047,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917617000,GRSM,UNR,,6,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E5ED228E6DF654C01F8C2D4BCECE4140,175213,0101000020110F00009C0E647DB5CD61C161BF7D924E345041,174849,>1m <=5m,ATBI DATABASE,,1446917616000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241822,3945063,35.615664,-83.850433,Abrams Creek Lower,,2202.248047,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917616000,GRSM,UNR,,6,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C959E7FEBBF554C0942B35B54BCB4140,175184,0101000020110F0000FC553FB01ECD61C1789A41F5A3305041,174852,>1m <=5m,ATBI DATABASE,,1446917618000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242716,3941992,35.588241,-83.839595,Abrams Creek Upper,,1759.242676,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917618000,GRSM,UNR,,5,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000595EDB3687F554C0FD657A40DBC94140,175217,0101000020110F0000033976DCF1CC61C134AD882E232F5041,174854,>1m <=5m,ATBI DATABASE,,1446917619000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242972,3940736,35.576997,-83.836374,Abrams Creek Upper,Wildcat Branch,1925.342041,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917619000,GRSM,UNR,,3,,,Gregory Ridge Trail,Forge Creek Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,965088000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001185525842FE54C075C5983D0EC24140,175196,0101000020110F0000B7448D285CD461C144C186A7FE265041,174832,>1m <=5m,ATBI DATABASE,,1446917607000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230402,3934339,35.516053,-83.972795,Chilhowee Lake,Maynard Creek,1071.305176,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917607000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033948800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000006ED886EFBCFE54C00C333679ECC24140,175193,0101000020110F00002F335146C4D461C1C942498CE6275041,174829,>1m <=5m,ATBI DATABASE,,1446917605000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229746,3935112,35.522835,-83.980278,Chilhowee Lake,Tabcat Creek,968.449097,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917605000,GRSM,UNR,,1,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000002DAA783516FF54C07B7B983CECC34140,175192,0101000020110F00004EF52D1810D561C1E7AE2B74F1285041,174828,>1m <=5m,ATBI DATABASE,,1446917605000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229278,3935993,35.53064,-83.985726,Chilhowee Lake,Shop Creek,901.481995,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917605000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000A9B0E7A501FC54C05E0CF64A4CC44140,175199,0101000020110F0000D145985E72D261C16E908EB355295041,174835,>1m <=5m,ATBI DATABASE,,1446917609000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233653,3936187,35.533571,-83.937596,Abrams Creek Lower,Bunker Hill Branch,2606.614502,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917609000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000BFC3612744FE54C0AB92C2A823C74140,175197,0101000020110F00006215D4B15DD461C1371D0BED4C2C5041,174833,>1m <=5m,ATBI DATABASE,,1446917608000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230525,3938746,35.555769,-83.972906,Abrams Creek Lower,Panther Creek,1094.465698,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917608000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000CD28F1146DFE54C0D26A39B176C74140,175194,0101000020110F0000EA6E6C7480D461C198CAF29BA32C5041,174830,>1m <=5m,ATBI DATABASE,,1446917606000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230307,3939034,35.558303,-83.975404,Abrams Creek Lower,Panther Creek,1151.061279,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917606000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003AB7B03E63FE54C01C03DF327CC74140,175195,0101000020110F00009CECAB1978D461C1E0AC965BA92C5041,174831,>1m <=5m,ATBI DATABASE,,1446917607000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230362,3939051,35.558471,-83.974803,Abrams Creek Lower,Panther Creek,1063.980347,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917607000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000371C12CE39FE54C0F772FCB05BC74140,175198,0101000020110F00004B85C4E754D461C1BFE6C46B872C5041,174834,>1m <=5m,ATBI DATABASE,,1446917609000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230588,3938934,35.557479,-83.972274,Abrams Creek Lower,Panther Creek,1173.215088,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917609000,GRSM,UNR,,2,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A5E1B0A1ACFF54C052C6095D53C74140,175190,0101000020110F0000B8F738D98FD561C1C06117BA7E2C5041,174826,>1m <=5m,ATBI DATABASE,,1446917603000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228535,3938968,35.557225,-83.994907,Abrams Creek Lower,Abrams Creek,964.996094,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917603000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000005CA71FD74FF54C0F3070C6406C74140,175191,0101000020110F0000B55C949760D561C120971D5F2E2C5041,174827,>1m <=5m,ATBI DATABASE,,1446917604000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228835,3938698,35.554876,-83.991511,Abrams Creek Lower,Panther Creek,964.237915,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917604000,GRSM,UNR,,2,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005EB06FB59BFB54C0638028BE78C84140,175200,0101000020110F0000310FDBCA1BD261C12A836B05B12D5041,174836,>1m <=5m,ATBI DATABASE,,1446917610000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234325,3939788,35.566178,-83.931375,Abrams Creek Lower,Bear Den Branch,2209.376221,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917610000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A5B29B8B12FB54C0AA0E56EFF2C94140,175202,0101000020110F0000CAA3AB4CA7D161C1CCC585E93B2F5041,174838,>1m <=5m,ATBI DATABASE,,1446917611000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235122,3941046,35.577719,-83.923003,Abrams Creek Lower,Polecat Branch,1839.654541,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917611000,GRSM,UNR,,1,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000043A0F80606FB54C0528A111A65CD4140,175203,0101000020110F000052A4F8AA9CD161C1AC538940D5325041,174839,>1m <=5m,ATBI DATABASE,,1446917611000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235280,3944031,35.604641,-83.922239,Abrams Creek Lower,,1473.315796,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917611000,GRSM,UNR,,8,,,Rabbit Creek Trail,Abrams Creek Campground Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000006F8F4D0EF9FA54C03395E3ED3FCD4140,175205,0101000020110F00005808BAA691D161C1DAA52F6CAE325041,174841,>1m <=5m,ATBI DATABASE,,1446917612000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235348,3943903,35.603507,-83.921447,Abrams Creek Lower,,1443.920898,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917612000,GRSM,UNR,,4,,,Rabbit Creek Trail,Abrams Creek Campground Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
