the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000004B9E13C49EFA54C05463FDF784BC4140,101215,0101000020110F00007497CEF744D161C16AAC8B3B38215041,100707,>1m <=5m,ATBI DATABASE,,1446880129000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,235418,3929386,35.472801,-83.915936,Lake Cheoah-Little Tennessee River,,2122.978027,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446880129000,GRSM,UNR,,6,,,Twentymile Trail,Parson Branch Road (closed Winter),Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000063A05E353EC754C0E7B2E440BBDF4140,101428,0101000020110F000053A72F7FA2A561C185E4DA1201465041,100916,>1m <=5m,ATBI DATABASE,,1446880243000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308927,3958046,35.747895,-83.113168,Big Creek,,1815.422607,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446880243000,GRSM,UNR,,6,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000000AD54F905CCD54C0ED664FD462D04140,101406,0101000020110F000017AE85CDD4AA61C17DAFBE3BF5355041,100905,>1m <=5m,ATBI DATABASE,,1446880238000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299982,3944937,35.628009,-83.208771,Straight Fork Raven Fork,,3404.132812,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446880238000,GRSM,UNR,,9,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1369612800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000FD6714652BCD54C0D293AE70FDD14140,101418,0101000020110F000056962E0BABAA61C17D75024FA2375041,100906,>1m <=5m,ATBI DATABASE,,1446880238000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,300285,3946321,35.64054,-83.20577,Straight Fork Raven Fork,,4678.208008,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446880238000,GRSM,UNR,,3,,,Beech Gap Trail,Balsam Mountain Road (closed Winter),Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1369612800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000E9A9820F4DC854C0FCE54B63CCD14140,101422,0101000020110F0000E144178888A661C11F13090C6F375041,100910,>1m <=5m,ATBI DATABASE,,1446880240000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307170,3946003,35.639043,-83.129699,Upper Cataloochee Creek,Palmer Creek,2997.938965,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880240000,GRSM,UNR,,4,,,Palmer Creek Trail,Cataloochee Horse Camp,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,905385600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004660632CADC554C03E00D1EF22D04140,101431,0101000020110F0000D5FEC8E54DA461C1CCFA4679B2355041,100919,>1m <=5m,ATBI DATABASE,,1446880245000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310853,3944483,35.626059,-83.088691,Upper Cataloochee Creek,Caldwell Fork,2674.129395,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880245000,GRSM,UNR,,4,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033689600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000009954D71BC1C554C0A23289704FD04140,101430,0101000020110F00007F3A26D45EA461C11D372FF9E0355041,100918,>1m <=5m,ATBI DATABASE,,1446880244000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310746,3944636,35.627417,-83.089907,Upper Cataloochee Creek,Caldwell Fork,2663.246582,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880244000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033689600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000AF14926467C354C0D4735DC8C8D24140,101436,0101000020110F000006698CCA5FA261C1D563EBD176385041,100924,>1m <=5m,ATBI DATABASE,,1446880247000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314117,3946710,35.646746,-83.053182,Lower Cataloochee Creek,Hoglen Branch,3699.446533,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880247000,GRSM,UNR,,7,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898473600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002976DE0D5CC554C047EB4463DCCE4140,101432,0101000020110F0000891BC60009A461C1A9E6F64B5D345041,100920,>1m <=5m,ATBI DATABASE,,1446880245000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311278,3943368,35.616094,-83.08374,Upper Cataloochee Creek,Palmer Branch,3268.704346,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880245000,GRSM,UNR,,6,,,Boogerman Trail,Cataloochee Campground Loop Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033689600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000660B36E552C554C01322BD0156CE4140,101433,0101000020110F0000F386743901A461C1FAE08DE8D0335041,100921,>1m <=5m,ATBI DATABASE,,1446880246000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311319,3942912,35.611993,-83.083181,Upper Cataloochee Creek,,3448.584473,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880246000,GRSM,UNR,,9,,,Boogerman Trail,Cataloochee Entrance Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033689600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000029B12238A8C754C03B3B6F1C5ECE4140,101424,0101000020110F0000A3062688FCA561C154CCF15FD9335041,100912,>1m <=5m,ATBI DATABASE,,1446880241000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308017,3943010,35.61224,-83.119638,Upper Cataloochee Creek,,3033.163818,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880241000,GRSM,UNR,,8,,,Big Fork Ridge Trail,Cataloochee Entrance Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896659200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007167D61A36C554C02EF69DBA0DCB4140,101434,0101000020110F00002469CBC5E8A361C1385EE83A63305041,100922,>1m <=5m,ATBI DATABASE,,1446880246000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311418,3940064,35.58635,-83.081423,Upper Cataloochee Creek,McKee Branch,4544.246582,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880246000,GRSM,UNR,,4,,,McKee Branch Trail,The Purchase Road (closed Winter),Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929923200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001FA6961020C654C043D3A1F97AC94140,101429,0101000020110F00003A7A9379AFA461C1CC2F44A6BE2E5041,100917,>1m <=5m,ATBI DATABASE,,1446880244000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310095,3938728,35.574059,-83.095703,Lower Johnathans Creek,,4946.144043,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446880244000,GRSM,UNR,,7,,,Cataloochee Divide Trail,The Purchase Road (closed Winter),Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1377475200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,by hand,No,day,cert,ATBI
0101000020E610000065AD67BCD8C354C00D249185C1CB4140,101435,0101000020110F00000DAAB40DC0A261C177D972001F315041,100923,>1m <=5m,ATBI DATABASE,,1446880247000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313363,3940632,35.591836,-83.0601,Lower Johnathans Creek,,4338.147461,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880247000,GRSM,UNR,,6,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,935020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000596B51C70CC854C0338027957FCC4140,101423,0101000020110F0000E06FD7EF51A661C1DF0CDD82E5315041,100911,>1m <=5m,ATBI DATABASE,,1446880241000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307426,3941402,35.597637,-83.125776,Upper Cataloochee Creek,Jim Branch,3341.661621,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880241000,GRSM,UNR,,4,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898646400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F3954503E6C854C0413D435934CD4140,101421,0101000020110F00000064176F0AA761C1A5C27153A2325041,100909,>1m <=5m,ATBI DATABASE,,1446880240000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306238,3942040,35.603153,-83.139035,Upper Cataloochee Creek,,3728.598145,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446880240000,GRSM,UNR,,6,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001165DF7DC4CE54C0E9975D37F2CE4140,101417,0101000020110F000031F4607D06AC61C10B480B1A74345041,100904,>1m <=5m,ATBI DATABASE,,1446880237000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,297964,3943734,35.61676,-83.230739,Straight Fork Raven Fork,Hyatt Creek,3685.529297,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446880237000,GRSM,UNR,,4,,,Hyatt Ridge Trail,Hyatt Ridge Trailhead,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,998870400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007EB0335595D754C0AC49ABB293CA4140,101403,0101000020110F000042A6C33983B361C1751377CAE32F5041,100892,>1m <=5m,ATBI DATABASE,,1446880229000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285395,3940239,35.582626,-83.368486,Upper Oconaluftee River,,3279.627686,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446880229000,GRSM,UNR,,9,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097107200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000007AB14E9AC8D254C03C75E7B427C54140,101411,0101000020110F0000378831AA6FAF61C1BEFE09B43A2A5041,100898,>1m <=5m,ATBI DATABASE,,1446880234000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292082,3935379,35.540267,-83.29349,Lower Oconaluftee River,Tow String Creek,2323.737305,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446880234000,GRSM,UNR,,8,,,Chambers Cemetery Access,Tow String Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000404F45225BD354C01147635C0DC14140,101407,0101000020110F000053A11D1DECAF61C14581D9A1F2255041,100894,>1m <=5m,ATBI DATABASE,,1446880231000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291188,3931842,35.508213,-83.302433,Lower Oconaluftee River,Oconaluftee River,2009.75,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446880231000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924566400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000376690BDE9D354C08F21555BC4C14140,101404,0101000020110F0000977CC53A65B061C10DDF2590B1265041,100893,>1m <=5m,ATBI DATABASE,,1446880230000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290413,3932480,35.513798,-83.311137,Lower Oconaluftee River,,2475.10376,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446880230000,GRSM,UNR,,10,,,Enloe-Mingus Cemetery Access,Newfound Gap Road South,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1371168000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000B679518B46D354C035AF858130C24140,101408,0101000020110F000074807EA0DAAF61C19F5A736822275041,100895,>1m <=5m,ATBI DATABASE,,1446880232000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291325,3932825,35.517098,-83.301177,Lower Oconaluftee River,Raven Fork,2041.533813,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446880232000,GRSM,UNR,,5,,,Nations Cemetery Access,Oconaluftee Job Corps Center Access Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1368057600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000B9CC0A54C5D254C03CC26E7A85C24140,101409,0101000020110F0000182C41E26CAF61C15058B0127B275041,100896,>1m <=5m,ATBI DATABASE,,1446880232000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292047,3933096,35.519692,-83.29329,Lower Raven Fork,,2151.385254,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446880232000,GRSM,UNR,,4,,,Nations Cemetery Access,Oconaluftee Job Corps Center Access Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000069D4D9D80DD54C086927C3EADC04140,101019,0101000020110F0000F73EA2278AB861C1EF835C5A8E255041,100878,>1m <=5m,ATBI DATABASE,,1446880222000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276799,3931864,35.50528,-83.460971,Deep Creek,,4447.407715,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446880222000,GRSM,UNR,,3,,,Noland Divide Trail,West Deep Creek Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1372032000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000318909B686DE54C07A3DACF8C5D64140,101390,0101000020110F0000613EE9C068B961C116F1F44DA23C5041,100877,>1m <=5m,ATBI DATABASE,,1446880221000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275830,3951052,35.67791,-83.476968,Le Conte Creek,,2795.443604,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446880221000,GRSM,UNR,,8,,,Baskins Creek Trail,Roaring Fork Motor Nature Trail,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DFCFB4BA18D354C0C3736DAA59DA4140,101410,0101000020110F0000895C61B7B3AF61C1330FDCDD5F405041,100897,>1m <=5m,ATBI DATABASE,,1446880233000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,292068,3953759,35.705854,-83.29838,Little Pigeon River Upper,Ramsey Prong,4855.039062,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446880233000,GRSM,UNR,,10,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1336348800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,by hand,No,day,cert,ATBI
0101000020E610000049507D99A8D954C0E6FCD48553DF4140,101401,0101000020110F00009E9A3F6E46B561C10509A88694455041,100890,>1m <=5m,ATBI DATABASE,,1446880228000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282896,3958294,35.74473,-83.400911,Little Pigeon River Middle,,1622.650635,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446880228000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901843200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003DE8BB56A0D954C0563C5F071CDF4140,101402,0101000020110F0000409A2F6A3FB561C155DFF1745A455041,100891,>1m <=5m,ATBI DATABASE,,1446880229000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282937,3958105,35.743036,-83.400407,Little Pigeon River Middle,Copeland Creek,1588.853271,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446880229000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899164800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000031BEF6CC92DA54C012C9AEB985DE4140,101397,0101000020110F0000249F73560DB661C177C4482FBD445041,100886,>1m <=5m,ATBI DATABASE,,1446880226000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281586,3957629,35.738449,-83.415206,Little Pigeon River Middle,Little Pigeon River,1364.927124,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446880226000,GRSM,UNR,,6,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EDC4E50BE9DA54C0AB47A5CEDFDD4140,101396,0101000020110F000052D3189656B661C1310AA3950F445041,100885,>1m <=5m,ATBI DATABASE,,1446880226000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281096,3957079,35.733386,-83.42047,Little Pigeon River Middle,Hills Creek,1694.735962,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446880226000,GRSM,UNR,,6,,,Duds Branch Concession Horse Trail,Greenbrier Parking Area 1,Valid,Amphicarpaea_bracteata,Amphicarpaea  bracteata,1875,American Hog-peanut,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897523200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
