the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000005777C88A1EA54C015D9F6999ABB4140,175147,0101000020110F0000027A8895B0C361C17ED174D443205041,174785,>1m <=5m,ATBI DATABASE,,1446917580000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,258071,3927951,35.465649,-83.666105,Lower Fontana Lake-Little Tennessee River,,2507.414062,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917580000,GRSM,UNR,,9,,,Pilkey Cemetery Access,Lakeview Drive East Parking #4,Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000009F028BBCBFF354C037C26C5393C54140,175134,0101000020110F0000B37814066FCB61C1587C4308AB2A5041,174772,>1m <=5m,ATBI DATABASE,,1446917573000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245386,3936953,35.543552,-83.808574,Abrams Creek Upper,Lonesome Branch,3542.980469,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917573000,GRSM,UNR,,1,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C9036B7E97F354C0FB6795BF19C54140,175135,0101000020110F000024637BD84CCB61C192996C222C2A5041,174773,>1m <=5m,ATBI DATABASE,,1446917573000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245597,3936535,35.539841,-83.806117,Abrams Creek Upper,,3811.82666,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917573000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004B27D5E83CF054C03ADA82EF07C34140,175146,0101000020110F000038D952A673C861C104958C3403285041,174784,>1m <=5m,ATBI DATABASE,,1446917580000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,250299,3934607,35.523673,-83.753714,Eagle Creek,Eagle Creek,2580.976562,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917580000,GRSM,UNR,,4,,,Eagle Creek Trail,Cades Cove Loop Road,Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902102400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D5B32D511DF154C0BF40F1ECBDC34140,175140,0101000020110F00002ACB383D32C961C16D70851FC1285041,174778,>1m <=5m,ATBI DATABASE,,1446917576000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,249074,3935258,35.529227,-83.76741,Eagle Creek,,3453.262695,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917576000,GRSM,UNR,,6,,,Eagle Creek Trail,Cades Cove Loop Road,Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D5622F9570F054C0EE6A301CEEC04140,175145,0101000020110F0000C6E32A899FC861C144181707D2255041,174783,>1m <=5m,ATBI DATABASE,,1446917579000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,249962,3932794,35.50726,-83.756867,Eagle Creek,Eagle Creek,2275.019531,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917579000,GRSM,UNR,,10,,,Eagle Creek Trail,Lakeview Drive West,Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902361600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B706EEF46EF454C0B452D8AAFCC24140,175133,0101000020110F00005A949FD603CC61C18CC05472F7275041,174771,>1m <=5m,ATBI DATABASE,,1446917572000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244352,3934737,35.523329,-83.819268,Lake Cheoah-Little Tennessee River,Green Branch,4172.273438,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917572000,GRSM,UNR,,4,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,873331200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B515824FE5F554C01D52FC8790C44140,175128,0101000020110F0000B8FBF5C641CD61C114226DEB9C295041,174766,>1m <=5m,ATBI DATABASE,,1446917570000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242319,3936164,35.535654,-83.842117,Abrams Creek Upper,Forge Creek,3570.671631,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917570000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,873417600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000657A04C2A4F554C0EEE669CDCAC44140,175131,0101000020110F00008541DBF30ACD61C12652A6BCD9295041,174769,>1m <=5m,ATBI DATABASE,,1446917571000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242682,3936351,35.537432,-83.838177,Abrams Creek Upper,Forge Creek,3174.509521,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917571000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C33DDB12B5F554C0FC585D685DC54140,175129,0101000020110F00004B403FCF18CD61C10AD8FCC0722A5041,174767,>1m <=5m,ATBI DATABASE,,1446917570000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242606,3936850,35.541906,-83.839173,Abrams Creek Upper,,3239.394043,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917570000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000FBC0A4E4B4F554C07FB18B6A5DC54140,175130,0101000020110F00004C9DFFA718CD61C1EE9F43C3722A5041,174768,>1m <=5m,ATBI DATABASE,,1446917571000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242607,3936850,35.541907,-83.839162,Abrams Creek Upper,,3239.394043,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917571000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005E32723C9DF954C031C5669137C64140,175123,0101000020110F0000441C733F6AD061C1619A9578562B5041,174761,>1m <=5m,ATBI DATABASE,,1446917567000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,237092,3937750,35.548564,-83.900218,Abrams Creek Lower,,2735.902832,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917567000,GRSM,UNR,,4,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000CAAAC161CDFA54C0A2932EC8D9C64140,175120,0101000020110F00001EC7158F6CD161C128F8A6CDFF2B5041,174758,>1m <=5m,ATBI DATABASE,,1446917565000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235425,3938349,35.553514,-83.918781,Abrams Creek Lower,,3003.034424,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917565000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004140A379A2FA54C0E91DFA30F3C64140,175121,0101000020110F000093FE441E48D161C1947722541A2C5041,174759,>1m <=5m,ATBI DATABASE,,1446917566000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235665,3938428,35.55429,-83.916163,Abrams Creek Lower,,3072.819824,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917566000,GRSM,UNR,,5,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000075597A376DFA54C07E99FEE5CDC64140,175122,0101000020110F0000FCF8C5E21AD161C15442E065F32B5041,174760,>1m <=5m,ATBI DATABASE,,1446917566000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235956,3938293,35.553152,-83.912912,Abrams Creek Lower,,2907.317383,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917566000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000091C5A89134F854C042EE0BB09BC34140,175124,0101000020110F0000CB25E2EE37CF61C106C18C649D285041,174762,>1m <=5m,ATBI DATABASE,,1446917567000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239022,3935430,35.528182,-83.878204,Abrams Creek Lower,Panther Creek,3584.998047,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917567000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994636800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000F74DA1C069FC54C07414634A38C14140,175115,0101000020110F00001A6110C9CAD261C14B21166C1F265041,174753,>1m <=5m,ATBI DATABASE,,1446917563000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232997,3933536,35.509524,-83.94395,Chilhowee Lake,,2225.775391,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917563000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A9B0E7A501FC54C05E0CF64A4CC44140,175116,0101000020110F0000D145985E72D261C16E908EB355295041,174754,>1m <=5m,ATBI DATABASE,,1446917563000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233653,3936187,35.533571,-83.937596,Abrams Creek Lower,Bunker Hill Branch,2606.614502,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917563000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A5B29B8B12FB54C0AA0E56EFF2C94140,175118,0101000020110F0000CAA3AB4CA7D161C1CCC585E93B2F5041,174756,>1m <=5m,ATBI DATABASE,,1446917564000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235122,3941046,35.577719,-83.923003,Abrams Creek Lower,Polecat Branch,1839.654541,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917564000,GRSM,UNR,,1,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000017BD88F3E6FA54C0FE1B06C39EC84140,175119,0101000020110F000009836A4682D161C12DCB60B7D82D5041,174757,>1m <=5m,ATBI DATABASE,,1446917565000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235329,3939887,35.567338,-83.920342,Abrams Creek Lower,,2261.969971,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917565000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003DB53F528FFB54C0DB9A9DDA13CA4140,175117,0101000020110F00007AB2904511D261C1B32798495E2F5041,174755,>1m <=5m,ATBI DATABASE,,1446917564000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234435,3941178,35.578724,-83.930618,Abrams Creek Lower,Polecat Branch,2367.444336,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917564000,GRSM,UNR,,6,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Galium_latifolium,Galium  latifolium,17020,Purple Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
