the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000BAEDF99CC6FA54C0840CFF51AABC4140,168080,0101000020110F0000C42C6FCF66D161C177CB802F5F215041,167777,>1m <=5m,ATBI DATABASE,,1446913565000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235201,3929519,35.473941,-83.918368,Chilhowee Lake,Cooper Camp Branch,2123.134766,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913565000,GRSM,UNR,,10,,,Twentymile Trail,Parson Branch Road (closed Winter),Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000025A0366857D354C055DAD7CB80C24140,168288,0101000020110F00009BA3D5F2E8AF61C13F17FE2F76275041,167977,>1m <=5m,ATBI DATABASE,,1446913674000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291238,3933099,35.519549,-83.302206,Lower Oconaluftee River,Oconaluftee River,2112.481445,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446913674000,GRSM,UNR,,6,,,Nations Cemetery Access,Oconaluftee Job Corps Center Access Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000013A0B5C13ADF54C07650F5AADCC04140,168261,0101000020110F0000483395AA01BA61C1A11879D4BF255041,167951,>1m <=5m,ATBI DATABASE,,1446913661000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274355,3932086,35.506727,-83.487957,Noland Creek,Noland Creek,2889.060547,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913661000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AEA800998FDD54C04A0295702FC44140,168262,0101000020110F0000CC624BE196B861C1D3C2C49637295041,167952,>1m <=5m,ATBI DATABASE,,1446913661000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276792,3934907,35.532691,-83.461885,Noland Creek,,4171.227051,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913661000,GRSM,UNR,,3,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007B51F051B5DF54C097DDC0E245D14140,168259,0101000020110F0000EE976CC269BA61C1928BE67DE2365041,167949,>1m <=5m,ATBI DATABASE,,1446913659000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274037,3946327,35.634938,-83.495438,West Prong Little Pigeon River Upper,,2903.768311,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446913659000,GRSM,UNR,,7,,,Cove Hardwood Nature Trail,Newfound Gap Road North,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874540800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F71B6C38ACDF54C0C544A54665D14140,168260,0101000020110F0000E413F70762BA61C1C4B6454B03375041,167950,>1m <=5m,ATBI DATABASE,,1446913660000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274090,3946432,35.635896,-83.494882,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2813.006836,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446913660000,GRSM,UNR,,5,,,Cove Hardwood Nature Trail,Newfound Gap Road North,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000001973AC92F5DF54C086720964CFD74140,168257,0101000020110F0000E4035754A0BA61C1E45533D3B73D5041,167947,>1m <=5m,ATBI DATABASE,,1446913658000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273826,3952002,35.68601,-83.49936,Le Conte Creek,Le Conte Creek,1974.711914,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446913658000,GRSM,UNR,,8,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896659200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000001BED14ADED754C035967B4476D84140,168279,0101000020110F000001ABAB30C1B361C1B3A71053663E5041,167970,>1m <=5m,ATBI DATABASE,,1446913670000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285282,3952283,35.691102,-83.372939,Porters Creek,Woolly Tops Branch,2322.323486,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913670000,GRSM,UNR,,5,,,Porters Creek Trail,Porters Creek Scenic Loop,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1355356800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000331622E7CAD054C0E4CF78A187DD4140,168291,0101000020110F00003BE7CAC6BEAD61C135727754B3435041,167980,>1m <=5m,ATBI DATABASE,,1446913676000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,295389,3956439,35.730695,-83.26238,Cosby Creek,Otter Creek,4163.286621,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913676000,GRSM,UNR,,6,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969926400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000567B578BCFD754C076113B678CDF4140,168280,0101000020110F0000290228AAB4B361C1201D1B0CD0455041,167971,>1m <=5m,ATBI DATABASE,,1446913671000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285512,3958423,35.746465,-83.372038,Webb Creek,,1411.638062,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913671000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1179360000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,ATBI
0101000020E61000006EFE7359CBD754C07D3B4E808ADF4140,168282,0101000020110F0000BB321A1AB1B361C14792910ECE455041,167973,>1m <=5m,ATBI DATABASE,,1446913672000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285535,3958416,35.746407,-83.371782,Webb Creek,,1412.422852,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913672000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1249257600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,General
0101000020E61000001DF9FBD9D0D854C00CF46A2F0BDF4140,168275,0101000020110F0000491B1D328FB461C194E7F4D448455041,167966,>1m <=5m,ATBI DATABASE,,1446913668000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284081,3958020,35.742522,-83.387743,Little Pigeon River Middle,Left Fork Copeland Creek,1434.128174,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913668000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1331164800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,ATBI
0101000020E610000049507D99A8D954C0E6FCD48553DF4140,168270,0101000020110F00009E9A3F6E46B561C10509A88694455041,167961,>1m <=5m,ATBI DATABASE,,1446913666000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282896,3958294,35.74473,-83.400911,Little Pigeon River Middle,,1622.650635,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913666000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901843200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000031BEF6CC92DA54C012C9AEB985DE4140,168268,0101000020110F0000249F73560DB661C177C4482FBD445041,167959,>1m <=5m,ATBI DATABASE,,1446913665000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281586,3957629,35.738449,-83.415206,Little Pigeon River Middle,Little Pigeon River,1364.927124,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913665000,GRSM,UNR,,6,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FD1ED11174D954C0321E3876AFDC4140,168272,0101000020110F000002C822D119B561C1BC232E2DD1425041,167963,>1m <=5m,ATBI DATABASE,,1446913667000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283130,3955998,35.724098,-83.397705,Little Pigeon River Middle,Little Pigeon River,1480.092163,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913667000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901238400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C118EF9995D954C0C6DD150B8DDC4140,168271,0101000020110F0000D313A14B36B561C15332842BAD425041,167962,>1m <=5m,ATBI DATABASE,,1446913666000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282942,3955886,35.723047,-83.399752,Little Pigeon River Middle,Teds Branch,1521.670654,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913666000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1361404800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,ATBI
0101000020E61000002EA7623546D854C054EB416438DD4140,168278,0101000020110F0000B0003D7219B461C170CCC06D60435041,167969,>1m <=5m,ATBI DATABASE,,1446913670000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284808,3956421,35.728277,-83.379281,Little Pigeon River Middle,Copeland Creek,1816.278198,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913670000,GRSM,UNR,,3,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1356220800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000D5C4A2ECE4D854C0CD938C180DDC4140,168274,0101000020110F000004405F3EA0B461C14541CF5227425041,167965,>1m <=5m,ATBI DATABASE,,1446913668000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283907,3955429,35.719143,-83.388968,Little Pigeon River Middle,,1547.407715,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913668000,GRSM,UNR,,4,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1361404800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,ATBI
0101000020E61000005C8A324E95D854C087506F97D4DB4140,168276,0101000020110F00008C8C8F9F5CB461C10E434E37EC415041,167967,>1m <=5m,ATBI DATABASE,,1446913669000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284342,3955227,35.717418,-83.384109,Little Pigeon River Middle,,1587.187256,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913669000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874281600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CB5E6DC77FD854C02417990951DA4140,168277,0101000020110F00007F0A43574AB461C121D8A2D756405041,167968,>1m <=5m,ATBI DATABASE,,1446913669000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284429,3953912,35.705591,-83.382795,Porters Creek,Porters Creek,1731.292725,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913669000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1323561600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000B1A89245FDD854C0536CA4233BD94140,168273,0101000020110F000071EA01ECB4B461C169AE1034343F5041,167964,>1m <=5m,ATBI DATABASE,,1446913667000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283713,3952988,35.69711,-83.390454,Porters Creek,,2209.811279,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913667000,GRSM,UNR,,6,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874368000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BAB6E0DA43DA54C0ED34C90406DA4140,168269,0101000020110F000013EB044ACAB561C1C5BC916108405041,167960,>1m <=5m,ATBI DATABASE,,1446913665000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281926,3953719,35.703302,-83.410388,Little Pigeon River Middle,Rhododendron Creek,2184.79126,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913665000,GRSM,UNR,,3,,,Grapeyard Ridge Trail,Porters Creek Trailhead Parking,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000085A88686F0DF54C081BD7DAEDAD94140,168258,0101000020110F00003724EB0A9CBA61C1228D730EDB3F5041,167948,>1m <=5m,ATBI DATABASE,,1446913659000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273899,3953773,35.701979,-83.499051,Baskins Creek,Baskins Creek,1858.491577,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446913659000,GRSM,UNR,,4,,,Twin Creeks Trail,Cherokee Orchard Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897264000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006B3A98D359DC54C0C4D907423ADD4140,168266,0101000020110F0000AE7395CA8FB761C1927E996162435041,167956,>1m <=5m,ATBI DATABASE,,1446913663000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279046,3956569,35.728333,-83.442979,Dudley Creek,Duds Branch,1637.589844,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913663000,GRSM,UNR,,6,,,Duds Branch Spur Concession Horse Trail,Dudley Creek Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897436800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000911C621C39EA54C0C1469E937AD44140,168213,0101000020110F00004D1EF3E557C361C150FDAC3A3C3A5041,167907,>1m <=5m,ATBI DATABASE,,1446913637000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259232,3949496,35.659984,-83.659732,Little River-Goshen Prong,Meigs Creek,1811.309814,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913637000,GRSM,UNR,,3,,,Meigs Creek Trail,Little River Gorge Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1358035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,ATBI
0101000020E61000007F1BE8F595EC54C0FB69091D27D24140,168208,0101000020110F0000C078E79859C561C1115010DCCD375041,167902,>1m <=5m,ATBI DATABASE,,1446913634000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255834,3947571,35.641812,-83.696649,Little River-Crooked Creek,,1480.345947,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913634000,GRSM,UNR,,4,,,West Prong Trail,Tremont Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933724800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000011360C84DCEE54C07F9C5DBC74D14140,168197,0101000020110F000073B8935C48C761C1AB5D0F7313375041,167891,>1m <=5m,ATBI DATABASE,,1446913628000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252597,3947056,35.636368,-83.732205,Little River-Crooked Creek,,1769.722412,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913628000,GRSM,UNR,,6,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000008ED025D5C4EE54C0CC0C404FB5D14140,168198,0101000020110F0000D6AA5A3F34C761C1C350F9ED56375041,167892,>1m <=5m,ATBI DATABASE,,1446913628000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252734,3947271,35.638339,-83.73076,Little River-Crooked Creek,Meadow Branch,1753.200562,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913628000,GRSM,UNR,,6,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1147564800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000ED92F9C6DEEF54C0FC36DFF051D14140,168190,0101000020110F0000376701B423C861C1029AD416EF365041,167885,>1m <=5m,ATBI DATABASE,,1446913624000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251166,3946978,35.635306,-83.747968,Little River-Crooked Creek,,1652.390869,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913624000,GRSM,UNR,,1,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000AA59D562D5EF54C0B6A718B23DD14140,168191,0101000020110F000080D72ABA1BC861C1F123F2EED9365041,167886,>1m <=5m,ATBI DATABASE,,1446913625000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251216,3946908,35.634688,-83.747395,Little River-Crooked Creek,,1681.403809,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913625000,GRSM,UNR,,8,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000073CB32B7A7E954C04AB94C649ED24140,168220,0101000020110F00003857FC69DCC261C167AB2D844A385041,167914,>1m <=5m,ATBI DATABASE,,1446913641000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259992,3947862,35.645452,-83.650857,Little River-Goshen Prong,Bunch Prong,2526.300781,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913641000,GRSM,UNR,,6,,,Meigs Mountain Trail,Little River Gorge Road,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1131840000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,General
