the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000001E173C28CFA54C07692BB7C69BC4140,51093,0101000020110F00003D16DAAC35D161C1EDC0C1921B215041,50573,>1m <=5m,ATBI DATABASE,,1446851629000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,235515,3929290,35.471962,-83.914837,Lake Cheoah-Little Tennessee River,,1968.121338,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851629000,GRSM,UNR,,1,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000087EFCC1DA0C554C0F4B18772B9D04140,51404,0101000020110F0000D4A4ECCE42A461C1308BAABD4F365041,50884,>1m <=5m,ATBI DATABASE,,1446851794000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310936,3944991,35.630653,-83.087894,Upper Cataloochee Creek,Caldwell Fork,2635.723633,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851794000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,906595200000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B918D86A5CC554C09A614AF417D14140,51405,0101000020110F0000FAD7BC4F09A461C15DCBAF7EB2365041,50885,>1m <=5m,ATBI DATABASE,,1446851795000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311317,3945303,35.633537,-83.083762,Lower Cataloochee Creek,Lower Double Branch,2612.813965,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851795000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,907632000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FD768B204BC554C05CD6B7B255D14140,51406,0101000020110F000081F17AA0FAA361C13F5DF103F3365041,50886,>1m <=5m,ATBI DATABASE,,1446851795000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311417,3945510,35.635421,-83.082706,Lower Cataloochee Creek,Cataloochee Creek,2648.568848,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851795000,GRSM,UNR,,4,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,908236800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AF14926467C354C0D4735DC8C8D24140,51408,0101000020110F000006698CCA5FA261C1D563EBD176385041,50888,>1m <=5m,ATBI DATABASE,,1446851796000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314117,3946710,35.646746,-83.053182,Lower Cataloochee Creek,Hoglen Branch,3699.446533,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851796000,GRSM,UNR,,7,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898473600000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000301EF2EACAC554C0A1A0D2904ACF4140,51403,0101000020110F000058CFD42867A461C168EFC967D0345041,50883,>1m <=5m,ATBI DATABASE,,1446851794000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310673,3943754,35.619456,-83.090506,Upper Cataloochee Creek,Caldwell Fork,2792.293701,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851794000,GRSM,UNR,,4,,,Caldwell Fork Trail,Cataloochee Entrance Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903744000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003F953311DFC554C0DA67517C95CF4140,51402,0101000020110F0000924FBD4578A461C106C252AE1E355041,50882,>1m <=5m,ATBI DATABASE,,1446851793000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310567,3944010,35.621743,-83.091736,Upper Cataloochee Creek,Caldwell Fork,3023.883057,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851793000,GRSM,UNR,,7,,,Caldwell Fork Trail,Cataloochee Entrance Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007DA9F681D5C654C0736E2C8BB6CF4140,51399,0101000020110F00006A7F0B9349A561C16862683841355041,50879,>1m <=5m,ATBI DATABASE,,1446851792000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309207,3944151,35.622751,-83.106778,Upper Cataloochee Creek,,3034.175537,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851792000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897868800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004A9D3E0A10C654C04B206C4BF9CE4140,51401,0101000020110F0000114274DDA1A461C1CA6D2C7F7B345041,50881,>1m <=5m,ATBI DATABASE,,1446851793000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310285,3943487,35.616976,-83.094725,Upper Cataloochee Creek,Caldwell Fork,2807.316406,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851793000,GRSM,UNR,,2,,,Caldwell Fork Trail,Cataloochee Entrance Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899942400000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008E88DB0154C654C049A6F460D3CD4140,51400,0101000020110F0000B26DF396DBA461C1E9349B7248335041,50880,>1m <=5m,ATBI DATABASE,,1446851792000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309888,3942500,35.608006,-83.098873,Upper Cataloochee Creek,,2963.690674,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851792000,GRSM,UNR,,6,,,Caldwell Fork Trail,Cataloochee Entrance Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899769600000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000065AD67BCD8C354C00D249185C1CB4140,51407,0101000020110F00000DAAB40DC0A261C177D972001F315041,50887,>1m <=5m,ATBI DATABASE,,1446851795000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313363,3940632,35.591836,-83.0601,Lower Johnathans Creek,,4338.147461,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851795000,GRSM,UNR,,6,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,935020800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B9923B711BC854C070D9D2B7CDC74140,51398,0101000020110F000046DE0A645EA661C1F7C2AC76FE2C5041,50878,>1m <=5m,ATBI DATABASE,,1446851791000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307257,3937335,35.560959,-83.126671,Upper Cataloochee Creek,Little Bald Branch,4232.706543,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851791000,GRSM,UNR,,7,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903484800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F3954503E6C854C0413D435934CD4140,51397,0101000020110F00000064176F0AA761C1A5C27153A2325041,50877,>1m <=5m,ATBI DATABASE,,1446851791000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306238,3942040,35.603153,-83.139035,Upper Cataloochee Creek,,3728.598145,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446851791000,GRSM,UNR,,6,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001165DF7DC4CE54C0E9975D37F2CE4140,51394,0101000020110F000031F4607D06AC61C10B480B1A74345041,50874,>1m <=5m,ATBI DATABASE,,1446851789000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,297964,3943734,35.61676,-83.230739,Straight Fork Raven Fork,Hyatt Creek,3685.529297,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446851789000,GRSM,UNR,,4,,,Hyatt Ridge Trail,Hyatt Ridge Trailhead,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,998870400000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005C82243039D354C023653F1658C64140,51391,0101000020110F000058529648CFAF61C17C60876A782B5041,50871,>1m <=5m,ATBI DATABASE,,1446851787000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291483,3936424,35.549556,-83.300361,Lower Oconaluftee River,,2646.876709,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446851787000,GRSM,UNR,,8,,,Tow String Horse Trail,Nfg Pullout Parking At Mp 28.11,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007AB14E9AC8D254C03C75E7B427C54140,51392,0101000020110F0000378831AA6FAF61C1BEFE09B43A2A5041,50872,>1m <=5m,ATBI DATABASE,,1446851788000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292082,3935379,35.540267,-83.29349,Lower Oconaluftee River,Tow String Creek,2323.737305,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446851788000,GRSM,UNR,,8,,,Chambers Cemetery Access,Tow String Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000404F45225BD354C01147635C0DC14140,51390,0101000020110F000053A11D1DECAF61C14581D9A1F2255041,50870,>1m <=5m,ATBI DATABASE,,1446851786000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291188,3931842,35.508213,-83.302433,Lower Oconaluftee River,Oconaluftee River,2009.75,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446851786000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924566400000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007A2B7DAE17D454C0E50B129689C14140,51389,0101000020110F00005121543F8CB061C14E57213E74265041,50869,>1m <=5m,ATBI DATABASE,,1446851785000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290154,3932287,35.512004,-83.313941,Lower Oconaluftee River,,2968.567871,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446851785000,GRSM,UNR,,8,,,Enloe-Mingus Cemetery Access,Newfound Gap Road South,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1371168000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000274199F54BDE54C0644A9291BAC14140,51362,0101000020110F00004BD70FDB36B961C1F4B0A559A7265041,50842,>1m <=5m,ATBI DATABASE,,1446851772000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275696,3932804,35.513499,-83.473382,Noland Creek,Noland Creek,3148.677246,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851772000,GRSM,UNR,,4,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000013A0B5C13ADF54C07650F5AADCC04140,51359,0101000020110F0000483395AA01BA61C1A11879D4BF255041,50839,>1m <=5m,ATBI DATABASE,,1446851770000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274355,3932086,35.506727,-83.487957,Noland Creek,Noland Creek,2889.060547,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851770000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AEA800998FDD54C04A0295702FC44140,51364,0101000020110F0000CC624BE196B861C1D3C2C49637295041,50844,>1m <=5m,ATBI DATABASE,,1446851773000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276792,3934907,35.532691,-83.461885,Noland Creek,,4171.227051,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851773000,GRSM,UNR,,3,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B1DBCABF34DD54C06365AB009CC44140,51366,0101000020110F0000B546F0B849B861C153A465E4A8295041,50846,>1m <=5m,ATBI DATABASE,,1446851774000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277304,3935262,35.536004,-83.456341,Deep Creek,,4518.241211,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446851774000,GRSM,UNR,,7,,,Noland Divide Trail,Clingmans Dome Road Parking #3,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000099605777D2DE54C09A3658423BD24140,51360,0101000020110F0000357DA617A9B961C1A3B9D0E9E2375041,50840,>1m <=5m,ATBI DATABASE,,1446851770000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275312,3947126,35.642427,-83.481592,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3333.259033,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446851770000,GRSM,UNR,,1,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1183248000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000051F6DBD9A2DE54C0A476A7918FD54140,51361,0101000020110F0000898F1EA780B961C140242EC95D3B5041,50841,>1m <=5m,ATBI DATABASE,,1446851771000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275648,3950005,35.668437,-83.478686,Le Conte Creek,Le Conte Creek,3247.23291,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446851771000,GRSM,UNR,,7,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874281600000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001973AC92F5DF54C086720964CFD74140,51357,0101000020110F0000E4035754A0BA61C1E45533D3B73D5041,50837,>1m <=5m,ATBI DATABASE,,1446851769000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273826,3952002,35.68601,-83.49936,Le Conte Creek,Le Conte Creek,1974.711914,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446851769000,GRSM,UNR,,8,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896659200000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B60BC303E7D554C0A4B197298ADA4140,51388,0101000020110F0000875E9EC115B261C1164C129792405041,50868,>1m <=5m,ATBI DATABASE,,1446851785000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288105,3954017,35.707335,-83.342221,Little Pigeon River Upper,Middle Prong Little Pigeon River,2980.755859,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446851785000,GRSM,UNR,,6,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933120000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000064C3D5BFF3D154C0C3387D12DFDD4140,51393,0101000020110F0000D80C6BE3BAAE61C14464C6D00E445041,50873,>1m <=5m,ATBI DATABASE,,1446851788000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293757,3956773,35.733363,-83.280498,Cosby Creek,Dunn Creek,3362.24585,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446851788000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,931219200000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000029E7EEE732D954C0C40858E028DE4140,51383,0101000020110F000083F23479E2B461C1965B11095C445041,50863,>1m <=5m,ATBI DATABASE,,1446851783000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283521,3957267,35.735616,-83.393728,Little Pigeon River Middle,Copeland Creek,1883.097168,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446851783000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899164800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003DE8BB56A0D954C0563C5F071CDF4140,51380,0101000020110F0000409A2F6A3FB561C155DFF1745A455041,50860,>1m <=5m,ATBI DATABASE,,1446851781000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282937,3958105,35.743036,-83.400407,Little Pigeon River Middle,Copeland Creek,1588.853271,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446851781000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899164800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000031BEF6CC92DA54C012C9AEB985DE4140,51376,0101000020110F0000249F73560DB661C177C4482FBD445041,50856,>1m <=5m,ATBI DATABASE,,1446851779000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281586,3957629,35.738449,-83.415206,Little Pigeon River Middle,Little Pigeon River,1364.927124,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446851779000,GRSM,UNR,,6,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000991854796DDB54C04A4E3F0B76DD4140,51372,0101000020110F00005ECB970EC7B661C1E0AE1CEEA0435041,50852,>1m <=5m,ATBI DATABASE,,1446851777000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280356,3956739,35.730158,-83.428553,Little Pigeon River Middle,,1760.593994,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446851777000,GRSM,UNR,,5,,,Duds Branch Concession Horse Trail,Greenbrier Parking Area 1,Valid,Smilax_glauca,Smilax  glauca,37281,Sawbrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,Fridley Veg Plots
