the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000008FC8A2A911EE54C02410F5E338BC4140,139140,0101000020110F0000CEDB0F149CC661C1AFC5F4E4E8205041,138745,>1m <=5m,ATBI DATABASE,,1446897176000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253210,3928620,35.470479,-83.719824,Hazel Creek,Hazel Creek,1911.231934,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446897176000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive West,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,903398400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000021F3E5BEA2F554C05DC00C4C82CA4140,139125,0101000020110F000022935D3E09CD61C1DB9C8C9ED12F5041,138731,>1m <=5m,ATBI DATABASE,,1446897168000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242836,3941306,35.582095,-83.838054,Abrams Creek Upper,Wildcat Branch,1797.806396,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897168000,GRSM,UNR,,4,,,Wet Bottom Trail,Forge Creek Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990144000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E610000029DEEC024AF654C0CEB64197B7CB4140,139118,0101000020110F0000288D6D4D97CD61C171B83AA114315041,138724,>1m <=5m,ATBI DATABASE,,1446897164000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241941,3942380,35.591533,-83.848263,Abrams Creek Upper,,1714.547363,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897164000,GRSM,UNR,,5,,,Wet Bottom Trail,Abrams Falls Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,787449600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand,No,month,cert,General
0101000020E6100000EDEAACAE14F654C02263D9BFB7CB4140,139119,0101000020110F0000E86091026ACD61C158E39FCB14315041,138725,>1m <=5m,ATBI DATABASE,,1446897165000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242236,3942372,35.591538,-83.845008,Abrams Creek Upper,Abrams Creek,1726.925659,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897165000,GRSM,UNR,,3,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,989798400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E6100000C60A0F7EA8F654C0F39BBF9276CB4140,139111,0101000020110F00004369918BE7CD61C19811C1B9D0305041,138717,>1m <=5m,ATBI DATABASE,,1446897160000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241412,3942175,35.589549,-83.85403,Abrams Creek Upper,Victory Branch,1773.261719,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897160000,GRSM,UNR,,2,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,771638400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, ,month,cert,General
0101000020E61000004FFDACC797F654C076ACC8AB5DCB4140,139113,0101000020110F0000C69BEF59D9CD61C1DDC4DFB7B6305041,138719,>1m <=5m,ATBI DATABASE,,1446897161000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241502,3942088,35.588789,-83.85301,Abrams Creek Upper,Victory Branch,1860.451904,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897161000,GRSM,UNR,,8,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,771638400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, ,month,cert,General
0101000020E61000003117987894F654C0526940945ACB4140,139115,0101000020110F0000915F828AD6CD61C133FD377DB3305041,138721,>1m <=5m,ATBI DATABASE,,1446897162000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241520,3942077,35.588695,-83.852808,Abrams Creek Upper,Victory Branch,1815.223022,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897162000,GRSM,UNR,,7,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,989798400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E6100000EEF8BFBB46F654C046DC476ECDC84140,139116,0101000020110F0000904DB78494CD61C133EB8D71092E5041,138722,>1m <=5m,ATBI DATABASE,,1446897163000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241886,3939853,35.568762,-83.848063,Abrams Creek Upper,Forge Creek,1998.57666,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897163000,GRSM,UNR,,5,,,Gregory Ridge Trail,Forge Creek Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990144000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E61000009BF5991B82F254C0C2B96D7CB9CB4140,139127,0101000020110F0000851DF94261CA61C171ADF29B16315041,138732,>1m <=5m,ATBI DATABASE,,1446897168000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247295,3942233,35.591591,-83.789187,Abrams Creek Upper,,1943.181885,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897168000,GRSM,UNR,,8,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990316800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E6100000A25CEA85DAF054C03CE5C463EECB4140,139134,0101000020110F00005EF7CF82F9C861C1A1A1E6DC4D315041,138739,>1m <=5m,ATBI DATABASE,,1446897172000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249643,3942346,35.593206,-83.763333,Abrams Creek Upper,Maynard Creek,2388.308594,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897172000,GRSM,UNR,,6,,,Anthony Creek Trail,Anthony Creek Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990230400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E610000076567D411AF054C0E3783692E1CA4140,139135,0101000020110F0000D4A2E33756C861C1A5B6561D35305041,138740,>1m <=5m,ATBI DATABASE,,1446897173000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250681,3941406,35.585002,-83.751598,Abrams Creek Upper,Anthony Creek,2846.118164,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897173000,GRSM,UNR,,8,,,Anthony Creek Trail,Laurel Creek Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990921600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,black light trap, , ,cert,ATBI
0101000020E61000004D42F980F5F554C08C25D50C63C74140,139120,0101000020110F000058BFB4874FCD61C19197711A8F2C5041,138726,>1m <=5m,ATBI DATABASE,,1446897165000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242300,3938613,35.557703,-83.843105,Abrams Creek Upper,Bower Creek,2024.127441,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897165000,GRSM,UNR,,6,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990748800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,sweeping, , ,cert,ATBI
0101000020E6100000C71D3490CEFB54C0F4A41C3152CD4140,139110,0101000020110F00002FE8B2FB46D261C1F77AC87FC1325041,138716,>1m <=5m,ATBI DATABASE,,1446897160000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234169,3944000,35.604064,-83.934478,Abrams Creek Lower,Abrams Creek,1111.893066,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897160000,GRSM,UNR,,5,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,771638400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, ,month,cert,General
