the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000004A0429FF9AE054C014DCE6D227BD4140,192147,0101000020110F00007241ECD22CBB61C19060E712E2215041,191853,>1m <=5m,ATBI DATABASE,,1446927343000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272323,3928923,35.477771,-83.509456,Noland Creek,Noland Creek,2123.447021,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927343000,GRSM,UNR,,8,,,Noland Creek Trail,Lakeview Drive East,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056326400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000038B5CCB27FDC54C02425BBAEECD34140,192164,0101000020110F00007C75B9F4AFB761C126F522E9A7395041,191868,>1m <=5m,ATBI DATABASE,,1446927352000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278636,3948511,35.655654,-83.44529,Le Conte Creek,Le Conte Creek,6357.649902,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927352000,GRSM,UNR,,6,,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000052BF4ABF96DC54C00D9DE26ED9D34140,192163,0101000020110F0000EFB20388C3B761C195D655CA93395041,191867,>1m <=5m,ATBI DATABASE,,1446927352000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278507,3948449,35.655066,-83.446697,Le Conte Creek,Le Conte Creek,6339.805176,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927352000,GRSM,UNR,,6,,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933811200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049AA17C590DE54C0D359AFE700D34140,192156,0101000020110F0000C602E84B71B961C1CEDCD079B1385041,191861,>1m <=5m,ATBI DATABASE,,1446927348000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275692,3947786,35.648458,-83.477582,West Prong Little Pigeon River Upper,Big Branch,5015.061523,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927348000,GRSM,UNR,,3,,,Bullhead Trail,Newfound Gap Road North,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872121600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A16A66C088DE54C0D3DA97E012D24140,192157,0101000020110F0000A9D38D7C6AB961C176E22CB6B8375041,191862,>1m <=5m,ATBI DATABASE,,1446927348000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275716,3946979,35.641194,-83.477093,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3451.256104,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927348000,GRSM,UNR,,3,,,Bullhead Trail,Newfound Gap Road North,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902793600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DAD511AB12DF54C0AFFE392097D24140,192153,0101000020110F0000AB04859EDFB961C1992231EC42385041,191858,>1m <=5m,ATBI DATABASE,,1446927346000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274965,3947446,35.64523,-83.48551,West Prong Little Pigeon River Upper,Ramp Creek,3884.945557,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927346000,GRSM,UNR,,1,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902880000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AA67097E70DD54C013C57E2B66D64140,192158,0101000020110F0000C65758767CB861C111DC63243E3C5041,191863,>1m <=5m,ATBI DATABASE,,1446927349000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277359,3950689,35.674986,-83.459987,Roaring Fork,,3575.993652,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927349000,GRSM,UNR,,2,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903571200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005DDF01DDF8DC54C004A250E403D54140,192159,0101000020110F00004C7B7FDC16B861C1819DE9C4CB3A5041,191864,>1m <=5m,ATBI DATABASE,,1446927350000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277990,3949473,35.664174,-83.452685,Roaring Fork,,5269.080566,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927350000,GRSM,UNR,,6,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B17F645BA2DC54C09B3E45522ED44140,192162,0101000020110F0000276D3864CDB761C17E573885EC395041,191866,>1m <=5m,ATBI DATABASE,,1446927351000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278450,3948738,35.657657,-83.447405,Le Conte Creek,Le Conte Creek,5928.389648,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927351000,GRSM,UNR,,7,,,Rainbow Falls Trail,Nfg Pullout Parking At Mp 9.48,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,989884800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000532B3AFC0FDC54C0436B477647D44140,192167,0101000020110F000011AAF21351B761C1D024A5CC063A5041,191871,>1m <=5m,ATBI DATABASE,,1446927354000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279261,3948803,35.658424,-83.438472,Roaring Fork,,6155.619629,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927354000,GRSM,UNR,,6,,,Trillium Gap Trail,Nfg Pullout Parking At Mp 9.48,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994809600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000693BFD4DFDB54C0D4920DF2DAD34140,192168,0101000020110F0000DE59372E28B761C1C5CD045F95395041,191872,>1m <=5m,ATBI DATABASE,,1446927355000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279518,3948429,35.655112,-83.435533,Porters Creek,Styx Branch,6429.022949,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927355000,GRSM,UNR,,7,,,Boulevard Trail,Nfg Pullout Parking At Mp 9.48,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,928800000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A913336F33D954C0D431F644E8D04140,192172,0101000020110F00008EAA16ECE2B461C1EE79A6AA80365041,191876,>1m <=5m,ATBI DATABASE,,1446927358000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283238,3945781,35.632081,-83.39376,West Prong Little Pigeon River Upper,Walker Camp Prong,5902.485352,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927358000,GRSM,UNR,,4,,,Boulevard Trail,Newfound Gap Road North,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874454400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000061C086CBFDD054C08B365EF96DD24140,192182,0101000020110F0000E1A0CFFFE9AD61C1E9592DEA17385041,191886,>1m <=5m,ATBI DATABASE,,1446927364000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,294886,3946825,35.643974,-83.265486,Upper Raven Fork,Raven Fork,4189.41748,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446927364000,GRSM,UNR,,4,,,Hyatt Ridge Trail,Beech Gap Trailhead Parking #2,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1155772800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed,No,day,cert,Raven Fork Expedition
0101000020E61000009BE5B2D159D054C0F31D6E1AEADD4140,192183,0101000020110F0000C26607BC5EAD61C16E81605B1A445041,191887,>1m <=5m,ATBI DATABASE,,1446927365000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,296021,3956758,35.7337,-83.255478,Cosby Creek,Otter Creek,4818.385742,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927365000,GRSM,UNR,,3,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969926400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000F651485D2BDC54C0E5DAA5549CD84140,192166,0101000020110F000043A2BD5468B761C1FE3CBB208E3E5041,191870,>1m <=5m,ATBI DATABASE,,1446927353000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279203,3952561,35.692264,-83.440143,Dudley Creek,Dudley Creek,3445.969482,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927353000,GRSM,UNR,,4,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902966400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007F1BE8F595EC54C0FB69091D27D24140,192125,0101000020110F0000C078E79859C561C1115010DCCD375041,191832,>1m <=5m,ATBI DATABASE,,1446927330000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255834,3947571,35.641812,-83.696649,Little River-Crooked Creek,,1480.345947,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927330000,GRSM,UNR,,4,,,West Prong Trail,Tremont Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933724800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E95663F7E7EF54C05461AF615AD14140,192122,0101000020110F00000824E9812BC861C1E720D8E8F7365041,191829,>1m <=5m,ATBI DATABASE,,1446927328000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251116,3947008,35.635564,-83.748529,Little River-Crooked Creek,,1685.15686,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927328000,GRSM,UNR,,10,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000ED92F9C6DEEF54C0FC36DFF051D14140,192123,0101000020110F0000376701B423C861C1029AD416EF365041,191830,>1m <=5m,ATBI DATABASE,,1446927328000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251166,3946978,35.635306,-83.747968,Little River-Crooked Creek,,1652.390869,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927328000,GRSM,UNR,,1,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000AA59D562D5EF54C0B6A718B23DD14140,192124,0101000020110F000080D72ABA1BC861C1F123F2EED9365041,191831,>1m <=5m,ATBI DATABASE,,1446927329000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251216,3946908,35.634688,-83.747395,Little River-Crooked Creek,,1681.403809,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927329000,GRSM,UNR,,8,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000008A4CE92EC3E254C0CDA078DA49CE4140,192146,0101000020110F000024CDCDCB01BD61C183BB4A36C4335041,191852,>1m <=5m,ATBI DATABASE,,1446927343000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269648,3943851,35.611622,-83.543159,Little River-Goshen Prong,Fish Camp Prong,2926.864014,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927343000,GRSM,UNR,,6,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927676800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003BB2991379E054C0C9719D023DC44140,192150,0101000020110F00004A07F90310BB61C106FC6DC045295041,191855,>1m <=5m,ATBI DATABASE,,1446927344000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272667,3935057,35.533105,-83.507386,Forney Creek,Buckhorn Branch,5131.173828,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927344000,GRSM,UNR,,1,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000007EA55BC50EE554C083C1C7FD1AC64140,192144,0101000020110F0000B898A2D5F4BE61C131FE36A4382B5041,191850,>1m <=5m,ATBI DATABASE,,1446927341000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266213,3936843,35.547692,-83.579022,Hazel Creek,Hazel Creek,4282.98291,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927341000,GRSM,UNR,,7,,,Hazel Creek Trail,Clingmans Dome Road Parking #3,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000BF0EE8C1E7E454C0365F7A4249C64140,192145,0101000020110F000004184AB3D3BE61C10CE046F0682B5041,191851,>1m <=5m,ATBI DATABASE,,1446927342000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266433,3936994,35.549104,-83.576641,Hazel Creek,Hazel Creek,4643.539551,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927342000,GRSM,UNR,,6,,,Hazel Creek Trail,Clingmans Dome Road Parking #3,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000B2D46B94A4E854C0C39882A2EAC84140,192135,0101000020110F000032FE705400C261C17971A0EF272E5041,191842,>1m <=5m,ATBI DATABASE,,1446927335000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,261199,3939414,35.569654,-83.635041,Little River-Crooked Creek,Walkers Creek,4895.308105,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927335000,GRSM,UNR,,6,,,Appalachian Trail,Upper Tremont Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000166400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BD5E53E0F7E854C004BF98FD1FC94140,192131,0101000020110F0000C012D71247C261C1ABAA8FA55F2E5041,191838,>1m <=5m,ATBI DATABASE,,1446927333000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260743,3939607,35.571282,-83.640125,Little River-Crooked Creek,,4517.581055,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927333000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E546BC35A3E854C0E413FE813CC94140,192137,0101000020110F000038969A2AFFC161C106F5476C7D2E5041,191844,>1m <=5m,ATBI DATABASE,,1446927337000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261214,3939691,35.572152,-83.634957,Little River-Crooked Creek,,4939.773926,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927337000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EA857F34A3E854C016D771363CC94140,192136,0101000020110F000052918D29FFC161C178B5651D7D2E5041,191843,>1m <=5m,ATBI DATABASE,,1446927336000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261214,3939690,35.572143,-83.634957,Little River-Crooked Creek,,4939.773926,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927336000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B1C9EF0798E854C0D3D637191DC94140,192138,0101000020110F000072C613ACF5C161C1A5967FA05C2E5041,191845,>1m <=5m,ATBI DATABASE,,1446927338000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261273,3939583,35.571194,-83.634275,Little River-Crooked Creek,Walkers Creek,4999.48291,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927338000,GRSM,UNR,,6,,,Appalachian Trail,Upper Tremont Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000AD8A2C0998E854C0325FC8641DC94140,192139,0101000020110F000058CB20ADF5C161C1071566EF5C2E5041,191846,>1m <=5m,ATBI DATABASE,,1446927338000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261273,3939584,35.571203,-83.634275,Little River-Crooked Creek,Walkers Creek,4986.065918,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927338000,GRSM,UNR,,6,,,Appalachian Trail,Upper Tremont Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000093949B784CE854C086D0B7C827C94140,192142,0101000020110F0000C62AC87FB5C161C19E19C3C8672E5041,191848,>1m <=5m,ATBI DATABASE,,1446927340000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261692,3939608,35.57152,-83.629663,Little River-Crooked Creek,Indian Flats Prong,4415.32959,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446927340000,GRSM,UNR,,1,,,Appalachian Trail,Upper Tremont Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
