the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000001F3CD83737E054C0CEF25AE84EBE4140,175108,0101000020110F00001B19FA14D8BA61C1258BC3D715235041,174746,>1m <=5m,ATBI DATABASE,,1446917559000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272901,3929908,35.486776,-83.503366,Noland Creek,Noland Creek,2376.458984,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917559000,GRSM,UNR,,5,,,Noland Creek Trail,Lakeview Drive East,Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087084800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003E7C31456DF754C03E5E98F15BC34140,175073,0101000020110F00004C842FAB8ECE61C1569311DF5A285041,174713,>1m <=5m,ATBI DATABASE,,1446917541000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240119,3935182,35.526237,-83.86604,Abrams Creek Upper,Bower Creek,4195.410645,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917541000,GRSM,UNR,,5,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,842313600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049E3D9436DF754C024470EA65BC34140,175072,0101000020110F000007B30BAA8ECE61C112213D905A285041,174712,>1m <=5m,ATBI DATABASE,,1446917541000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240119,3935181,35.526228,-83.86604,Abrams Creek Upper,Bower Creek,4195.410645,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917541000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003B9747D658F454C0F67F7F6B63C54140,175084,0101000020110F00005E33550DF1CB61C1D9037B07792A5041,174723,>1m <=5m,ATBI DATABASE,,1446917546000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244534,3936815,35.54209,-83.817918,Abrams Creek Upper,Ekaneetlee Branch,3345.588867,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917546000,GRSM,UNR,,9,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000F51303613DF554C04F46A86858C54140,175081,0101000020110F00002D771E27B3CC61C16C0147896D2A5041,174720,>1m <=5m,ATBI DATABASE,,1446917545000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243268,3936814,35.541754,-83.831867,Abrams Creek Upper,Forge Creek,2746.518311,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917545000,GRSM,UNR,,6,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,840412800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BAB52CC221F554C00AC6515126C54140,175082,0101000020110F000020C7DAB19BCC61C1BE83E640392A5041,174721,>1m <=5m,ATBI DATABASE,,1446917545000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243416,3936640,35.540225,-83.830181,Abrams Creek Upper,Mud Gap Branch,2901.887939,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917545000,GRSM,UNR,,4,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,837475200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E63A53098BF554C0AB20431D0FC64140,175078,0101000020110F000068A4791BF5CC61C10067693E2C2B5041,174717,>1m <=5m,ATBI DATABASE,,1446917543000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242856,3937445,35.547329,-83.836607,Abrams Creek Upper,,2621.938965,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917543000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000319BA70A8BF554C0D437CD680FC64140,175079,0101000020110F000049B99A1CF5CC61C18628438D2C2B5041,174718,>1m <=5m,ATBI DATABASE,,1446917544000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242856,3937446,35.547338,-83.836607,Abrams Creek Upper,,2621.938965,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917544000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000DD2450A113F554C0E4D2DE0B8CC64140,175083,0101000020110F0000258C0DB28FCC61C106A1BCA7AE2B5041,174722,>1m <=5m,ATBI DATABASE,,1446917546000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243529,3937849,35.551142,-83.829319,Abrams Creek Upper,Licklog Branch,2735.969727,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917546000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,978307200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000011827E7464F554C0D55C175370C64140,175080,0101000020110F0000AA5C1457D4CC61C1759990B7912B5041,174719,>1m <=5m,ATBI DATABASE,,1446917544000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243079,3937768,35.550296,-83.834252,Abrams Creek Upper,Forge Creek,2308.531738,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917544000,GRSM,UNR,,4,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,836265600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000091C5A89134F854C042EE0BB09BC34140,175070,0101000020110F0000CB25E2EE37CF61C106C18C649D285041,174710,>1m <=5m,ATBI DATABASE,,1446917539000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239022,3935430,35.528182,-83.878204,Abrams Creek Lower,Panther Creek,3584.998047,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917539000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994636800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000F74DA1C069FC54C07414634A38C14140,175068,0101000020110F00001A6110C9CAD261C14B21166C1F265041,174708,>1m <=5m,ATBI DATABASE,,1446917538000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232997,3933536,35.509524,-83.94395,Chilhowee Lake,,2225.775391,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917538000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,990403200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001D8EC56E93FC54C0D1096E92C9C04140,175067,0101000020110F00001EF6372FEED261C16BCE42E8AB255041,174707,>1m <=5m,ATBI DATABASE,,1446917538000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232755,3933168,35.506145,-83.946494,Chilhowee Lake,,1927.298462,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917538000,GRSM,UNR,,3,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988848000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FA40E3A3D4FA54C0070AB6FD6ACC4140,175069,0101000020110F0000824C32B972D161C1F2D7EA00D0315041,174709,>1m <=5m,ATBI DATABASE,,1446917539000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235528,3943176,35.597008,-83.919224,Abrams Creek Lower,Scott Gap Branch,1944.191772,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917539000,GRSM,UNR,,3,,,Rabbit Creek Trail,Abrams Creek Ranger Station Parking,Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,963792000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C5D0525BA5F354C04BEC055FCBD24140,175090,0101000020110F0000208A919E58CB61C1130A7C8679385041,174729,>1m <=5m,ATBI DATABASE,,1446917550000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245859,3948407,35.646825,-83.806963,Little River-Hesse Creek,,2108.769775,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917550000,GRSM,UNR,,5,,,Ace Gap Trail,Rich Mountain Road,Valid,Galium_lanceolatum,Galium  lanceolatum,17019,Lance-leaf Wild Licorice,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969235200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
