the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000065BE6A02F8E354C04C06BEB1C6BB4140,115213,0101000020110F00007220111508BE61C1B06E24CF71205041,114756,>1m <=5m,ATBI DATABASE,,1446883453000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267523,3927850,35.466994,-83.562008,Forney Creek,,1843.025879,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446883453000,GRSM,UNR,,2,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089158400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000B902CD91BCF454C0F1A153768BCC4140,115201,0101000020110F00005C0343C145CC61C13CFB57EBF1315041,114745,>1m <=5m,ATBI DATABASE,,1446883447000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244160,3943034,35.597999,-83.824005,Abrams Creek Upper,Feezell Branch,1733.156616,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883447000,GRSM,UNR,,6,,,Lawson Cemetery Access,Hyatt Lane,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,591321600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000008968DC7DC9F454C0F33FFE7471CC4140,115200,0101000020110F0000E95CCCBA50CC61C180B3D4C1D6315041,114744,>1m <=5m,ATBI DATABASE,,1446883446000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244086,3942948,35.597206,-83.824794,Abrams Creek Upper,Feezell Branch,1748.258545,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883446000,GRSM,UNR,,7,,,Lawson Cemetery Access,Hyatt Lane,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1223164800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,aerial net,No,day,cert,Monarch Watch
0101000020E61000008F9C91B08BF554C0F46C5B3668CA4140,115199,0101000020110F0000EDE883A9F5CC61C14A382861B62F5041,114743,>1m <=5m,ATBI DATABASE,,1446883446000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242961,3941214,35.581298,-83.836647,Abrams Creek Upper,Wildcat Branch,1815.015625,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883446000,GRSM,UNR,,3,,,Lawson Cemetery Access,Forge Creek Road,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1063756800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,"Malaise trap, 6-meter",No,day,cert,PKnob moths monitoring
0101000020E6100000F4C1F36494F554C0F2CD481A22CA4140,115198,0101000020110F0000ACFC140EFDCC61C15630A82A6D2F5041,114742,>1m <=5m,ATBI DATABASE,,1446883445000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242906,3940978,35.579159,-83.837178,Abrams Creek Upper,Wildcat Branch,1860.079834,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883445000,GRSM,UNR,,6,,,Rabbit Creek Trail,Forge Creek Road,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1062892800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,"Malaise trap, 6-meter",No,day,cert,PKnob moths monitoring
0101000020E6100000CA51C244AAF554C0BC7C4B36A7CB4140,115197,0101000020110F000003EEFFA10FCD61C13E64128603315041,114741,>1m <=5m,ATBI DATABASE,,1446883445000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242823,3942299,35.591034,-83.838513,Abrams Creek Upper,,1763.539185,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883445000,GRSM,UNR,,7,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,777686400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000982C9118F8F554C03C443E10A2CB4140,115194,0101000020110F000015D04BBB51CD61C145D87E25FE305041,114738,>1m <=5m,ATBI DATABASE,,1446883443000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242392,3942294,35.590876,-83.843263,Abrams Creek Upper,Abrams Creek,1745.309814,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883443000,GRSM,UNR,,5,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1061164800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,Malaise trap (Townes),No,day,cert,PKnob moths monitoring
0101000020E6100000E704A264E8F554C0A45552D3E0CB4140,115196,0101000020110F0000082E2A6544CD61C14CF82CB23F315041,114740,>1m <=5m,ATBI DATABASE,,1446883444000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242485,3942504,35.592792,-83.842305,Abrams Creek Upper,Abrams Creek,1711.119995,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883444000,GRSM,UNR,,5,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1221696000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,aerial net,No,day,cert,ATBI
0101000020E6100000411224B9F3F554C0BE6A8AACE7CB4140,115195,0101000020110F0000BC2F91044ECD61C1094E49D946315041,114739,>1m <=5m,ATBI DATABASE,,1446883444000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242423,3942529,35.593001,-83.842997,Abrams Creek Upper,Abrams Creek,1708.660156,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883444000,GRSM,UNR,,7,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964224000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000000E83F92B04F654C0AAB5E47CE7CB4140,115193,0101000020110F00004D5ED4FC5BCD61C113AA85A746315041,114737,>1m <=5m,ATBI DATABASE,,1446883443000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242332,3942531,35.592995,-83.844,Abrams Creek Upper,Abrams Creek,1709.448364,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883443000,GRSM,UNR,,6,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,868838400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000865B2CAF16F154C042590F9710C84140,115207,0101000020110F00000FFF1A9B2CC961C198939447442D5041,114751,>1m <=5m,ATBI DATABASE,,1446883450000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249216,3939004,35.562999,-83.767005,Abrams Creek Upper,Russell Field Branch,4284.177734,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883450000,GRSM,UNR,,10,,,Russell Field Trail,Cades Cove Loop Road,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,555897600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000001284983CDFF754C09BA122A266C64140,115192,0101000020110F00003F35DD75EFCE61C17F8DC499872B5041,114736,>1m <=5m,ATBI DATABASE,,1446883442000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239565,3937837,35.55,-83.872996,Abrams Creek Lower,Rabbit Creek,2451.607422,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883442000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090195200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,aerial net, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000A68A9D8195F354C01CE94359B0D24140,115203,0101000020110F000051125B284BCB61C169B18C485D385041,114747,>1m <=5m,ATBI DATABASE,,1446883448000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245944,3948313,35.646,-83.805996,Little River-Hesse Creek,,1968.457153,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446883448000,GRSM,UNR,,4,,,Ace Gap Trail,Rich Mountain Road,Valid,Atalopedes_campestris,Atalopedes  campestris,4288,Satchem,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,591321600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Hesperioidea,Hesperiidae,Hesperiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
