the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000C9EFAC5ED7FA54C01263437ED0BC4140,210573,0101000020110F0000DC5CAD0A75D161C19BB1E1FE86215041,210378,>1m <=5m,ATBI DATABASE,,1446937995000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235112,3929651,35.475106,-83.919391,Chilhowee Lake,Cooper Camp Branch,2025.034302,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937995000,GRSM,UNR,,9,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000C13D2DA4DBCD54C0917E8E9E81E04140,211395,0101000020110F00008A62D8BA40AB61C1A973BEA9D0465041,211172,>1m <=5m,ATBI DATABASE,,1446938438000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299595,3958924,35.753949,-83.216527,Cosby Creek,Fletcher Spring Branch,2388.999512,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938438000,GRSM,UNR,,6,,,Gabes Mountain Trail,Cosby Campground Road A,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832723200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000C528DF9ECDCD54C05CF80B876FE04140,211396,0101000020110F0000A98772D234AB61C14963B6BABD465041,211173,>1m <=5m,ATBI DATABASE,,1446938439000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299671,3958861,35.753397,-83.215671,Cosby Creek,Fletcher Spring Branch,2395.994385,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938439000,GRSM,UNR,,4,,,Gabes Mountain Trail,Cosby Campground Road B,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,925257600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003D5C66FCAECC54C0658B4847CBE04140,211405,0101000020110F0000BB91166241AA61C161E74AC01D475041,211183,>1m <=5m,ATBI DATABASE,,1446938445000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,301260,3959136,35.756197,-83.198176,Cosby Creek,,2492.057129,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938445000,GRSM,UNR,,6,,,Lower Mount Cammerer Trail,Cosby Campground Road B,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933120000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000005E0017ED1CC854C01353C15F8EE14140,211440,0101000020110F000012BEA7A65FA661C13F9C7BF0E9475041,211228,>1m <=5m,ATBI DATABASE,,1446938468000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307732,3959654,35.76215,-83.126762,Big Creek,,2504.744385,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938468000,GRSM,UNR,,7,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863913600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000007F34A6A40AC954C09ED393D6F8E14140,207695,0101000020110F0000A50B4D8B29A761C1FE5F325F59485041,211215,>1m <=5m,ATBI DATABASE,,1446938461000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306428,3960043,35.7654,-83.141271,Big Creek,,3364.092529,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938461000,GRSM,UNR,,3,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988934400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003920FACF29C954C09B18AEE8F8E14140,211438,0101000020110F00004D86250444A761C17002257259485041,211214,>1m <=5m,ATBI DATABASE,,1446938461000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306256,3960047,35.765402,-83.143173,Pigeon River-Cripple Creek,,3442.266846,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938461000,GRSM,UNR,,6,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,970099200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000074A91CB694C854C0648F832409E24140,211446,0101000020110F00005FD97762C5A661C16E1205706A485041,211222,>1m <=5m,ATBI DATABASE,,1446938465000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307080,3960084,35.765897,-83.134073,Big Creek,,2823.605469,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938465000,GRSM,UNR,,6,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,970099200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000026777AD344C854C0AB9B4D7F6AE24140,211450,0101000020110F00001A17BD8981A661C1E83D0E57D0485041,211226,>1m <=5m,ATBI DATABASE,,1446938467000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,307528,3960404,35.768868,-83.129197,Pigeon River-Cripple Creek,,2867.038818,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938467000,GRSM,UNR,,4,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864259200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000DDBB015713C854C066D5CDF09FE24140,211452,0101000020110F0000DAD6668257A661C10F1F174808495041,211229,>1m <=5m,ATBI DATABASE,,1446938468000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,307805,3960579,35.770499,-83.126176,Pigeon River-Cripple Creek,,2831.897461,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938468000,GRSM,UNR,,4,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864259200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000CA7A1EFAD3CB54C05500A427C6E24140,211426,0101000020110F0000F76FFA6087A961C18166664830495041,211203,>1m <=5m,ATBI DATABASE,,1446938455000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,302507,3960825,35.771665,-83.184809,Cosby Creek,,2549.062012,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938455000,GRSM,UNR,,7,,,Lower Mount Cammerer Trail,Cosby Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832723200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004579A2C8F3CB54C0470470AEBFE24140,211425,0101000020110F000040596B64A2A961C108DDB08129495041,211202,>1m <=5m,ATBI DATABASE,,1446938455000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,302331,3960807,35.771468,-83.18675,Cosby Creek,,2480.449463,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938455000,GRSM,UNR,,7,,,Lower Mount Cammerer Trail,Cosby Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832723200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000078B672969C754C02D3766531AE34140,211470,0101000020110F00005A3A1FFAC6A561C1578A526488495041,211247,>1m <=5m,ATBI DATABASE,,1446938477000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,308753,3960973,35.774234,-83.11579,Pigeon River-Cripple Creek,,2117.118652,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938477000,GRSM,UNR,,4,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,930528000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000EEF12B9E26C754C0DD194969D3E24140,211484,0101000020110F0000AAE917768EA561C154C4C6283E495041,211262,>1m <=5m,ATBI DATABASE,,1446938484000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,309115,3960725,35.77207,-83.111728,Pigeon River-Cripple Creek,,1960.368164,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938484000,GRSM,UNR,,3,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,930528000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000495FED2D47C754C0D6580D8CB3E24140,211467,0101000020110F0000A63AA71DAAA561C1DCAC08CE1C495041,211256,>1m <=5m,ATBI DATABASE,,1446938482000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,308933,3960621,35.771097,-83.113715,Pigeon River-Cripple Creek,,2057.734863,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938482000,GRSM,UNR,,6,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,930528000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000AF5D42544DC754C02C90004597E24140,211477,0101000020110F000052E1BB56AFA561C119538134FF485041,211254,>1m <=5m,ATBI DATABASE,,1446938480000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,308897,3960526,35.770234,-83.114091,Big Creek,,2091.089844,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938480000,GRSM,UNR,,7,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864259200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000614D63E370C754C00BEAE9908CE24140,211469,0101000020110F0000B520068ACDA561C155A25100F4485041,211246,>1m <=5m,ATBI DATABASE,,1446938476000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Cocke,North Carolina,308700,3960494,35.769908,-83.116261,Big Creek,,2204.092773,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938476000,GRSM,UNR,,5,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864259200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000D90E1BFF5AC754C0A1D22DE04AE24140,211473,0101000020110F000017284EF2BAA561C194FAAA3DAF485041,211250,>1m <=5m,ATBI DATABASE,,1446938479000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308816,3960269,35.767903,-83.114925,Big Creek,,2072.581543,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938479000,GRSM,UNR,,6,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1133049600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI
0101000020E6100000D99C7BF639C754C013059F8B2BE24140,211481,0101000020110F000047C617E49EA561C1A9A16E728E485041,211259,>1m <=5m,ATBI DATABASE,,1446938483000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308996,3960159,35.766947,-83.112909,Big Creek,,1925.581787,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938483000,GRSM,UNR,,6,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,930528000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000067BCF25F5C754C0C2E77FA079E14140,211453,0101000020110F0000912CFEDD3DA661C1921E8139D4475041,211230,>1m <=5m,ATBI DATABASE,,1446938469000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307950,3959579,35.761517,-83.124334,Big Creek,,2430.530273,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938469000,GRSM,UNR,,5,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863913600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000001E65A1F6EBC754C04C305D0755E14140,211456,0101000020110F00002D8B221136A661C188557DEBAD475041,211233,>1m <=5m,ATBI DATABASE,,1446938470000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307998,3959454,35.7604,-83.123773,Big Creek,,2310.918945,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938470000,GRSM,UNR,,6,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988934400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000C95C93ADCFC654C032FC2B548CD94140,211493,0101000020110F000079358F9F44A561C1B60BAD1C893F5041,211271,>1m <=5m,ATBI DATABASE,,1446938489000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309422,3952674,35.699588,-83.106422,Lower Cataloochee Creek,,4159.568848,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446938489000,GRSM,UNR,,6,,,Long Bunk Trail,Old Cataloochee Turnpike,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866419200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000009BEEFB8B0EC754C0A4CA6F528AD84140,211483,0101000020110F000081AB8B047AA561C17B4BB94B7B3E5041,211261,>1m <=5m,ATBI DATABASE,,1446938484000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309056,3951808,35.691714,-83.110259,Lower Cataloochee Creek,,3876.743408,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446938484000,GRSM,UNR,,5,,,Long Bunk Trail,Old Cataloochee Turnpike,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1116633600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E610000011C97C1228C754C08361A15F66DC4140,211480,0101000020110F000056234DB28FA561C1398D76B784425041,211258,>1m <=5m,ATBI DATABASE,,1446938482000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308987,3955156,35.721867,-83.111817,Big Creek,Baxter Creek,4263.824219,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938482000,GRSM,UNR,,6,,,Baxter Creek Trail,Old Cataloochee Turnpike,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865555200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000015100A1207C754C004A37E569ADC4140,211486,0101000020110F0000231B08AB73A561C16A41F013BB425041,211264,>1m <=5m,ATBI DATABASE,,1446938485000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309173,3955328,35.723453,-83.109803,Big Creek,Baxter Creek,4156.734863,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938485000,GRSM,UNR,,8,,,Baxter Creek Trail,Old Cataloochee Turnpike,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865555200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004B754DBD78C754C024845646B4DD4140,211465,0101000020110F0000988B0B35D4A561C135BFCF09E2435041,211243,>1m <=5m,ATBI DATABASE,,1446938475000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308566,3956296,35.732057,-83.11674,Big Creek,,3331.672119,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938475000,GRSM,UNR,,6,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B129CC856EC754C0FCE3339C5CDD4140,211466,0101000020110F0000E121B287CBA561C1B225215286435041,211244,>1m <=5m,ATBI DATABASE,,1446938476000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308616,3955998,35.729382,-83.116117,Big Creek,,3561.627441,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938476000,GRSM,UNR,,7,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000007B2428F53AC754C0D71172AB0EDD4140,211476,0101000020110F0000323563BC9FA561C17FB793C734435041,211253,>1m <=5m,ATBI DATABASE,,1446938480000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308895,3955728,35.727003,-83.11297,Big Creek,,3750.637939,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938480000,GRSM,UNR,,6,,,Baxter Creek Trail,Old Cataloochee Turnpike,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994982400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000D6DEB98DECC654C05500F0B5CBDC4140,211490,0101000020110F0000E50FB7255DA561C18DE0A5BAEE425041,211268,>1m <=5m,ATBI DATABASE,,1446938487000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309323,3955492,35.72496,-83.108184,Big Creek,Baxter Creek,4076.809326,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938487000,GRSM,UNR,,10,,,Baxter Creek Trail,Old Cataloochee Turnpike,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000C83F5228F1C654C01CBC7BFCB5DC4140,211489,0101000020110F00004846B20E61A561C187658500D8425041,211267,>1m <=5m,ATBI DATABASE,,1446938487000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309296,3955419,35.724297,-83.108465,Big Creek,Baxter Creek,4065.44043,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938487000,GRSM,UNR,,7,,,Baxter Creek Trail,Old Cataloochee Turnpike,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994982400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000C9355C7CDBC554C051C8A55CA7DE4140,211507,0101000020110F000039DE103B75A461C18FD74861E0445041,211302,>1m <=5m,ATBI DATABASE,,1446938504000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310865,3957070,35.739476,-83.091517,Big Creek,,2407.503418,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938504000,GRSM,UNR,,1,,,Baxter Creek Trail,Old Cataloochee Turnpike,Valid,Magnolia_fraseri,Magnolia  fraseri,23797,FraserÆs Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929836800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
