the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000008EB4AF9701E054C025896E951EBA4140,31433,0101000020110F000054D4A589AABA61C11F9B1B96B71E5041,30585,>1m <=5m,ATBI DATABASE,,1446840484000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273106,3926270,35.454052,-83.500093,Fontana Lake-Tuckasegee River,Canebrake Branch,1707.018799,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840484000,GRSM,UNR,,1,,,Conner @ Hickory Flats Cemetery Access,Lakeview Drive East,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1375056000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000B5EADD99D5DE54C06E75B9C84AD24140,31444,0101000020110F0000B64C3CC1ABB961C13C115A23F3375041,30594,>1m <=5m,ATBI DATABASE,,1446840489000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275296,3947179,35.6429,-83.481783,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3378.319336,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840489000,GRSM,UNR,,7,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903830400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007651ED99C6DC54C0853CD08452D64140,31447,0101000020110F0000578E7B2CECB761C152C0D398293C5041,30597,>1m <=5m,ATBI DATABASE,,1446840491000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278296,3950599,35.674386,-83.449618,Roaring Fork,Roaring Fork,3746.312988,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840491000,GRSM,UNR,,9,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903571200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009B2F87C1A2DD54C041C9089BC6D44140,31446,0101000020110F000036A3B526A7B861C1F5022BB48B3A5041,30596,>1m <=5m,ATBI DATABASE,,1446840490000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277046,3949289,35.662304,-83.463055,Le Conte Creek,Le Conte Creek,4359.837402,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840490000,GRSM,UNR,,1,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903744000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B17F645BA2DC54C09B3E45522ED44140,31450,0101000020110F0000276D3864CDB761C17E573885EC395041,30600,>1m <=5m,ATBI DATABASE,,1446840493000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278450,3948738,35.657657,-83.447405,Le Conte Creek,Le Conte Creek,5928.389648,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840493000,GRSM,UNR,,7,,,Rainbow Falls Trail,Nfg Pullout Parking At Mp 9.48,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,989884800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000532B3AFC0FDC54C0436B477647D44140,31434,0101000020110F000011AAF21351B761C1D024A5CC063A5041,30616,>1m <=5m,ATBI DATABASE,,1446840502000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279261,3948803,35.658424,-83.438472,Roaring Fork,,6155.619629,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840502000,GRSM,UNR,,6,,,Trillium Gap Trail,Nfg Pullout Parking At Mp 9.48,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994809600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002A5AACEDF5DB54C0152AC78AB8D54140,31468,0101000020110F00004AF2A4F23AB761C1D56AC19E883B5041,30618,>1m <=5m,ATBI DATABASE,,1446840503000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279436,3950049,35.669687,-83.436881,Roaring Fork,Surry Fork,4491.190918,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840503000,GRSM,UNR,,7,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000035468D3789DB54C0C31A4230AFD34140,31470,0101000020110F0000E772839EDEB661C1A1518BA267395041,30619,>1m <=5m,ATBI DATABASE,,1446840504000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279993,3948269,35.653777,-83.430246,Porters Creek,,6224.214844,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446840504000,GRSM,UNR,,6,,,Boulevard Trail,Alum Cave Bluffs Trailhead Parking,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903139200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FA56F335EEDB54C0D9D3FC9B51D34140,31467,0101000020110F00008F93A96434B761C1B41457D305395041,30617,>1m <=5m,ATBI DATABASE,,1446840503000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279427,3947966,35.650921,-83.43641,West Prong Little Pigeon River Upper,,5860.922363,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840503000,GRSM,UNR,,6,,,Alum Cave Trail,Alum Cave Bluffs Trailhead Parking,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,645494400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AD9EB27E19D854C05B3AFDD898D14140,31471,0101000020110F000095199078F3B361C11395B72F39375041,30620,>1m <=5m,ATBI DATABASE,,1446840504000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284811,3946341,35.63747,-83.376552,Porters Creek,,5458.950684,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446840504000,GRSM,UNR,,8,,,Appalachian Trail,Newfound Gap Road North,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027555200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F65890ECC5D754C0FDFD4584CAD14140,31472,0101000020110F00000CAD847EACB361C1C11F71176D375041,30621,>1m <=5m,ATBI DATABASE,,1446840505000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285277,3946498,35.638986,-83.371451,Porters Creek,,5473.543457,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446840505000,GRSM,UNR,,6,,,Appalachian Trail,Newfound Gap Road North,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,646099200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008A4CE92EC3E254C0CDA078DA49CE4140,31429,0101000020110F000024CDCDCB01BD61C183BB4A36C4335041,30581,>1m <=5m,ATBI DATABASE,,1446840482000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269648,3943851,35.611622,-83.543159,Little River-Goshen Prong,Fish Camp Prong,2926.864014,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840482000,GRSM,UNR,,6,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927676800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000E9AD204AEE354C01D25460E52C84140,31427,0101000020110F00000D04F73DC9BD61C118FD0DA1882D5041,30579,>1m <=5m,ATBI DATABASE,,1446840481000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,268215,3938712,35.564997,-83.557492,Little River-Goshen Prong,,5425.75293,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840481000,GRSM,UNR,,8,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1091145600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000089AB1EBE99E354C0C4117AF64FC84140,31428,0101000020110F000087D47F05B8BD61C13BF8A571862D5041,30580,>1m <=5m,ATBI DATABASE,,1446840481000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,268327,3938702,35.564933,-83.556255,Forney Creek,,5455.563965,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840481000,GRSM,UNR,,7,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000BE67F4084DE054C051B9CB76ECC74140,31432,0101000020110F0000FBA3699CEABA61C1CF8F1B901E2D5041,30584,>1m <=5m,ATBI DATABASE,,1446840484000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272992,3938245,35.561897,-83.504698,Forney Creek,Forney Creek,6482.195801,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840484000,GRSM,UNR,,6,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,646099200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008371A0224FE054C08E57AD47FFC74140,31431,0101000020110F0000F2C30E65ECBA61C189471035322D5041,30583,>1m <=5m,ATBI DATABASE,,1446840483000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272982,3938309,35.562471,-83.504826,Little River-Goshen Prong,Forney Creek,6441.727539,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840483000,GRSM,UNR,,7,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,646444800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004F09D990B7E054C0BC38ACDBA6C14140,31430,0101000020110F0000DFA5701645BB61C16A99CEC892265041,30582,>1m <=5m,ATBI DATABASE,,1446840483000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272264,3932824,35.512898,-83.5112,Noland Creek,,3385.126953,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840483000,GRSM,UNR,,3,,,Springhouse Branch Trail,Clingmans Dome Road Parking #3,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087516800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E9154C85C3E854C09CF83478B6CC4140,31425,0101000020110F000066D3A49B1AC261C18A1A32D71E325041,30577,>1m <=5m,ATBI DATABASE,,1446840479000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261116,3942709,35.599312,-83.63693,Little River-Crooked Creek,Doghobble Branch,2886.155518,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840479000,GRSM,UNR,,4,,,Middle Prong Trail,Upper Tremont Road,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000002593E1E5BAF054C03C42E60704C94140,31421,0101000020110F0000260ED9A6DEC861C10BB2EB73422E5041,30573,>1m <=5m,ATBI DATABASE,,1446840477000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249747,3939814,35.570429,-83.761403,Abrams Creek Upper,,3392.736816,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840477000,GRSM,UNR,,2,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000006E49F53AB5F054C046204ECF57C84140,31422,0101000020110F0000641994D6D9C861C10BC4FEA28E2D5041,30574,>1m <=5m,ATBI DATABASE,,1446840478000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249762,3939230,35.565173,-83.761057,Abrams Creek Upper,,3998.514893,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840478000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Campground Segment A,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000051EA23D4B2F054C08B03B04D5FC84140,31424,0101000020110F0000F9DB69CCD7C861C1B59BEA75962D5041,30576,>1m <=5m,ATBI DATABASE,,1446840479000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249776,3939255,35.565402,-83.760911,Abrams Creek Upper,,3979.992676,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840479000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Campground Segment A,Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001A080ED766F754C0EBE5357EFAC24140,31416,0101000020110F000002A31E3589CE61C1499E782DF5275041,30569,>1m <=5m,ATBI DATABASE,,1446840475000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240145,3934851,35.523263,-83.865648,Abrams Creek Upper,Bower Creek,4538.276855,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840475000,GRSM,UNR,,2,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,989366400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D747B4D85EF754C019DC71EBF7C24140,31417,0101000020110F00002E4A276B82CE61C1E823097EF2275041,30570,>1m <=5m,ATBI DATABASE,,1446840476000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240189,3934841,35.523184,-83.86516,Abrams Creek Upper,Bower Creek,4591.112305,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840476000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000002BE6F2AF9DF354C05BBF7F446AD24140,31419,0101000020110F0000AEE3121B52CB61C1E402850A14385041,30572,>1m <=5m,ATBI DATABASE,,1446840477000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245892,3948077,35.643861,-83.806495,Little River-Hesse Creek,,2029.748413,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840477000,GRSM,UNR,,7,,,Rich Mountain Trail,Rich Mountain Road (closed Winter),Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,967507200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FA10EFF4BBF354C0BA6BE8EA77D24140,31418,0101000020110F00006F094AD06BCB61C19665834E22385041,30571,>1m <=5m,ATBI DATABASE,,1446840476000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245726,3948128,35.644278,-83.808343,Little River-Hesse Creek,,1881.288086,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446840476000,GRSM,UNR,,1,,,Rich Mountain Trail,Rich Mountain Road (closed Winter),Valid,Saxifraga_michauxii,Saxifraga  michauxii,35645,MichauxÆs Saxifrage,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,978307200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Saxifragaceae, ,~,observed, ,year,cert,Fridley Veg Plots
