the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000A1A4A23F61F954C08B407A6CC6BB4140,136516,0101000020110F000075CBE74C37D061C11FEAE98671205041,136093,>1m <=5m,ATBI DATABASE,,1446895633000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237158,3928689,35.466986,-83.896556,Lake Cheoah-Little Tennessee River,,1793.683472,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446895633000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000ED92F9C6DEEF54C0FC36DFF051D14140,136561,0101000020110F0000376701B423C861C1029AD416EF365041,136134,>1m <=5m,ATBI DATABASE,,1446895655000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251166,3946978,35.635306,-83.747968,Little River-Crooked Creek,,1652.390869,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895655000,GRSM,UNR,,1,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E15D4A37CBEF54C0F4D5997850D14140,136563,0101000020110F00004F40FA1613C861C1BE5FA28DED365041,136136,>1m <=5m,ATBI DATABASE,,1446895657000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251274,3946970,35.635261,-83.746774,Little River-Crooked Creek,,1656.040161,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895657000,GRSM,UNR,,4,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000AA59D562D5EF54C0B6A718B23DD14140,136562,0101000020110F000080D72ABA1BC861C1F123F2EED9365041,136135,>1m <=5m,ATBI DATABASE,,1446895656000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251216,3946908,35.634688,-83.747395,Little River-Crooked Creek,,1681.403809,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895656000,GRSM,UNR,,8,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000FF03F32A87EB54C03A26B67B2CD34140,136580,0101000020110F00004A0AE59C73C461C16DD8AC05DF385041,136152,>1m <=5m,ATBI DATABASE,,1446895666000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257355,3948415,35.649788,-83.680121,Little River-Crooked Creek,Grapevine Branch,2297.997559,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895666000,GRSM,UNR,,7,,,Lumber Ridge Trail,Tremont Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833932800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000DB3907AED6F454C06ECBDF4816CE4140,136529,0101000020110F0000D39E2DEE5BCC61C17E1316578E335041,136105,>1m <=5m,ATBI DATABASE,,1446895639000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244054,3944375,35.610048,-83.825599,Abrams Creek Upper,Tater Branch,1860.588135,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895639000,GRSM,UNR,,7,,,Cooper Road Trail,Rich Mountain Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863913600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004F8EEE5F1AF654C003F532062DCC4140,136526,0101000020110F0000115937D86ECD61C1882EF8478F315041,136102,>1m <=5m,ATBI DATABASE,,1446895637000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242216,3942770,35.595117,-83.845356,Abrams Creek Upper,,1714.058472,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895637000,GRSM,UNR,,5,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000095FCB37251F754C0F487F36B49C24140,136524,0101000020110F00008D6B0D0A77CE61C13197FE673C275041,136100,>1m <=5m,ATBI DATABASE,,1446895636000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240246,3934248,35.517859,-83.864342,Lake Cheoah-Little Tennessee River,,4598.779297,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446895636000,GRSM,UNR,,3,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000CDD5DDDC42F754C0AC5193090DC34140,136525,0101000020110F0000FB64E7A66ACE61C14476768708285041,136101,>1m <=5m,ATBI DATABASE,,1446895637000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240346,3934908,35.523829,-83.863452,Abrams Creek Upper,Bower Creek,4590.053711,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895637000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000275A6B88C7F554C004CA7AFFD9C44140,136527,0101000020110F0000024EAB7C28CD61C1A040BE98E9295041,136103,>1m <=5m,ATBI DATABASE,,1446895638000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242491,3936408,35.537896,-83.840299,Abrams Creek Upper,Forge Creek,3273.881348,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895638000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000059DD345AC7F554C08722A901DAC44140,136528,0101000020110F0000FFAA6B5528CD61C11001059BE9295041,136104,>1m <=5m,ATBI DATABASE,,1446895638000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242492,3936408,35.537896,-83.840288,Abrams Creek Upper,Forge Creek,3273.881348,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895638000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000082E1EF26DEFD54C09D4A489C7CC24140,136509,0101000020110F0000E154851007D461C15E64D9D171275041,136086,>1m <=5m,ATBI DATABASE,,1446895629000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230968,3934696,35.519421,-83.96668,Chilhowee Lake,Tabcat Creek,1093.353882,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895629000,GRSM,UNR,,4,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000007CCCAADCFFFD54C0484442A55BC24140,136508,0101000020110F0000C2DBC0B123D461C18B76076C4F275041,136085,>1m <=5m,ATBI DATABASE,,1446895629000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230778,3934590,35.518415,-83.968737,Chilhowee Lake,Tabcat Creek,1068.171875,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895629000,GRSM,UNR,,4,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000151F6A3171FE54C07C0F2E5CD7C14140,136493,0101000020110F0000BEEE49F283D461C17F212364C5265041,136073,>1m <=5m,ATBI DATABASE,,1446895621000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230137,3934161,35.514378,-83.975655,Chilhowee Lake,Cattail Branch,1039.691895,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895621000,GRSM,UNR,,2,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1152316800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000036FA99594FFE54C05F227DEB67C14140,136496,0101000020110F000083111C3467D461C1DC96C71D51265041,136075,>1m <=5m,ATBI DATABASE,,1446895623000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230313,3933778,35.510977,-83.973589,Chilhowee Lake,,1090.995361,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895623000,GRSM,UNR,,4,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033948800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004BCE215A3FFE54C0D483403662C14140,136498,0101000020110F00005080D39D59D461C1F2022F294B265041,136077,>1m <=5m,ATBI DATABASE,,1446895624000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230401,3933756,35.510803,-83.972613,Chilhowee Lake,,1116.748657,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895624000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020211200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000D6F8C6BC80FE54C0EC867E9143C24140,136492,0101000020110F00005679F62591D461C1D62D6E4C36275041,136072,>1m <=5m,ATBI DATABASE,,1446895621000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230062,3934530,35.51768,-83.976603,Chilhowee Lake,Cattail Branch,1037.384033,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895621000,GRSM,UNR,,4,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020211200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000007DE1C35C3AFE54C0B244C50A47C24140,136501,0101000020110F00002D44F56055D461C1644658EC39275041,136080,>1m <=5m,ATBI DATABASE,,1446895626000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230452,3934530,35.517786,-83.972308,Chilhowee Lake,Tabcat Creek,1045.928467,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895626000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000006229791204FE54C0AB13CCAF5EC24140,136505,0101000020110F00002669224527D461C19AC8669852275041,136084,>1m <=5m,ATBI DATABASE,,1446895628000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230755,3934601,35.518508,-83.968994,Chilhowee Lake,Tabcat Creek,1066.346191,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895628000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000080A89CD8BEFE54C074C403C5ADC24140,136483,0101000020110F00003D89B2E5C5D461C1D102C61DA5275041,136064,>1m <=5m,ATBI DATABASE,,1446895616000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229729,3934900,35.520921,-83.980394,Chilhowee Lake,Tabcat Creek,994.178711,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895616000,GRSM,UNR,,4,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020124800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000007D298085B3FE54C01CFC4BF2A6C24140,136491,0101000020110F0000AD337B47BCD461C141B017FF9D275041,136071,>1m <=5m,ATBI DATABASE,,1446895620000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229791,3934875,35.520713,-83.979703,Chilhowee Lake,Tabcat Creek,977.023682,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895620000,GRSM,UNR,,5,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000000E30491EB5FE54C09A580E64A5C24140,136490,0101000020110F0000F9A6A9A2BDD461C18F87885F9C275041,136070,>1m <=5m,ATBI DATABASE,,1446895620000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229782,3934870,35.520666,-83.9798,Chilhowee Lake,Tabcat Creek,977.917847,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895620000,GRSM,UNR,,4,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1152316800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000D1832598B6FE54C07384EBD5B0C24140,136488,0101000020110F0000B87294E3BED461C158A7D050A8275041,136068,>1m <=5m,ATBI DATABASE,,1446895618000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229775,3934909,35.521015,-83.97989,Chilhowee Lake,Tabcat Creek,973.287109,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895618000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000BD891A12B8FE54C0E33FDA88B2C24140,136487,0101000020110F0000E1379424C0D461C149E5A916AA275041,136067,>1m <=5m,ATBI DATABASE,,1446895618000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229767,3934915,35.521067,-83.979981,Chilhowee Lake,Tabcat Creek,976.208862,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895618000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020211200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000F9FAABDEB9FE54C0B48F7826B2C24140,136486,0101000020110F0000F558BDABC1D461C1ACD300B0A9275041,136066,>1m <=5m,ATBI DATABASE,,1446895617000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229757,3934914,35.521055,-83.98009,Chilhowee Lake,Tabcat Creek,976.208862,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895617000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033948800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000C6ECAEB1C0FE54C023725EC9B9C24140,136482,0101000020110F00005F207A77C7D461C1C943EDA7B1275041,136063,>1m <=5m,ATBI DATABASE,,1446895615000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229720,3934941,35.521288,-83.980507,Chilhowee Lake,Tabcat Creek,978.995117,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895615000,GRSM,UNR,,5,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020211200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000BE5C5E9598FF54C0239748416EC54140,136371,0101000020110F0000F4EC56D27ED561C12632AB56842A5041,136054,>1m <=5m,ATBI DATABASE,,1446895609000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228596,3937322,35.54242,-83.993684,Chilhowee Lake,,898.737915,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895609000,GRSM,UNR,,1,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1175904000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000369C4BD4DFFE54C009F7282E57C44140,136481,0101000020110F0000D69DEBE8E1D461C1DDC86F1061295041,136062,>1m <=5m,ATBI DATABASE,,1446895614000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229590,3936346,35.533904,-83.982407,Chilhowee Lake,Blacksmith Branch,943.509949,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895614000,GRSM,UNR,,5,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033862400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000BFC3612744FE54C0AB92C2A823C74140,136503,0101000020110F00006215D4B15DD461C1371D0BED4C2C5041,136082,>1m <=5m,ATBI DATABASE,,1446895627000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230525,3938746,35.555769,-83.972906,Abrams Creek Lower,Panther Creek,1094.465698,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895627000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A1CDBBFB4DFE54C09C626F183BC74140,136502,0101000020110F0000127DF70A66D461C1561D6564652C5041,136081,>1m <=5m,ATBI DATABASE,,1446895626000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230473,3938827,35.556484,-83.973506,Abrams Creek Lower,Panther Creek,1052.528687,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446895626000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Cercis_canadensis_v_canadensis,Cercis  canadensis v. canadensis,7828,Redbud,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988761600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,by hand, , ,cert,INHS plant survey
