the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000015195D3EAFF954C024180E51B3BB4140,219910,0101000020110F00003C73A78A79D061C1A88A349A5D205041,219836,>1m <=5m,ATBI DATABASE,,1446943286000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,236724,3928637,35.466403,-83.901317,Lake Cheoah-Little Tennessee River,,1336.466797,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446943286000,GRSM,UNR,,3,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064102400000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E61000003E0007BF9DE154C0BC79AA43EED94140,219926,0101000020110F0000C67C769408BC61C16E248689EF3F5041,219851,>1m <=5m,ATBI DATABASE,,1446943294000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271530,3953900,35.702577,-83.525249,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,1354.412354,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943294000,GRSM,UNR,,5,,,Gatlinburg Trail,Newfound Gap Road North,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,801360000000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000007C87B56D02E254C0792972116AD84140,219924,0101000020110F0000B87CE8165EBC61C141694691593E5041,219849,>1m <=5m,ATBI DATABASE,,1446943293000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270940,3952600,35.69073,-83.531394,West Prong Little Pigeon River Upper,Twomile Branch,1449.693481,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943293000,GRSM,UNR,,6,,,Two Mile Lead Concession Horse Trail,Sugarlands Riding Stables Parking Area,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064448000000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000B1CDC84B37EB54C06E95CE31A7D54140,219912,0101000020110F00005E721CC72FC461C181250A7C763B5041,219838,>1m <=5m,ATBI DATABASE,,1446943287000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257855,3950552,35.669158,-83.675246,Little River-Goshen Prong,Meigs Creek,1434.826416,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446943287000,GRSM,UNR,,3,,,Meigs Creek Trail,Lr Pullout Parking @ Mp 7.838,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1084924800000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E610000053C330C05BE554C04675DEF9D7D24140,219915,0101000020110F00007E77A73636BF61C12C37F9B286385041,219841,>1m <=5m,ATBI DATABASE,,1446943289000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266077,3947895,35.647209,-83.583721,Little River-Goshen Prong,Jakes Creek,2311.071777,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943289000,GRSM,UNR,,3,,,Jakes Creek Trail,Elkmont Cemetery Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064361600000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E61000004904C98CCEE454C0B29C080B7CD34140,219916,0101000020110F00000ACAA64ABEBE61C106B7552D32395041,219842,>1m <=5m,ATBI DATABASE,,1446943289000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266872,3948430,35.652216,-83.575103,Little River-Goshen Prong,Bearwallow Branch,2207.365234,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943289000,GRSM,UNR,,2,,,Little River Trail,Little River Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064361600000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000719279F3DAE154C037BE232893D64140,219925,0101000020110F0000CB25AE8F3CBC61C14E16282D6D3C5041,219850,>1m <=5m,ATBI DATABASE,,1446943293000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271117,3951000,35.676359,-83.528985,West Prong Little Pigeon River Upper,Sugarland Branch,1583.700439,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943293000,GRSM,UNR,,2,,,Sugarland Valley Accessible Trail,Newfound Gap Road North,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064361600000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E61000006678B6BEFDE054C041FFD795A3D34140,219927,0101000020110F000048D4DAB080BB61C13903CE815B395041,219852,>1m <=5m,ATBI DATABASE,,1446943295000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,272274,3948424,35.653423,-83.515483,West Prong Little Pigeon River Upper,Hickory King Branch,2177.427246,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943295000,GRSM,UNR,,4,,,Balsam Point Quiet Walkway,Newfound Gap Road North,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064448000000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000918496D809EA54C00D736ABD18CA4140,219913,0101000020110F000037F996C12FC361C14D1CBC63632F5041,219839,>1m <=5m,ATBI DATABASE,,1446943288000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259250,3940490,35.578873,-83.656847,Little River-Crooked Creek,Sams Creek,3688.371582,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446943288000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,739497600000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000C289A1028BF554C04EC8AFA893CA4140,219911,0101000020110F0000FE33CA15F5CC61C1AE600AC0E32F5041,219837,>1m <=5m,ATBI DATABASE,,1446943287000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242969,3941361,35.582624,-83.836605,Abrams Creek Upper,Wildcat Branch,1794.863525,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446943287000,GRSM,UNR,,6,,,Lawson Cemetery Access,Forge Creek Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1084752000000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E61000007BA9F6EE71FE54C0554DE03B09C24140,219909,0101000020110F000017D7459384D461C1B24B256EF9265041,219835,>1m <=5m,ATBI DATABASE,,1446943285000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230138,3934330,35.5159,-83.9757,Chilhowee Lake,Cattail Branch,1029.676025,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446943285000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1084838400000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
