the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000B3E63C6D11FB54C03CA28D264EBD4140,203403,0101000020110F0000D5C17459A6D161C1E2FFD70B0A225041,203241,>1m <=5m,ATBI DATABASE,,1446933998000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234803,3930086,35.478941,-83.922934,Chilhowee Lake,,2026.297974,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446933998000,GRSM,UNR,,7,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000E5E02D7E7DC754C063C146573EE14140,205768,0101000020110F0000A9EF893ED8A561C1E666A42C96475041,205527,>1m <=5m,ATBI DATABASE,,1446935264000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308606,3959364,35.759708,-83.117031,Big Creek,Chestnut Branch,1958.396729,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935264000,GRSM,UNR,,4,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1001721600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000174248C270C754C00D77CF3D48E14140,205770,0101000020110F00002845E86DCDA561C17FEA5289A0475041,205529,>1m <=5m,ATBI DATABASE,,1446935265000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308677,3959396,35.76001,-83.116253,Big Creek,Chestnut Branch,1963.649292,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935265000,GRSM,UNR,,6,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1001721600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000DED5D84950C754C035C2448B45E14140,205788,0101000020110F0000CA4727DAB1A561C1856397B69D475041,205546,>1m <=5m,ATBI DATABASE,,1446935273000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308856,3959383,35.759928,-83.114271,Big Creek,Chestnut Branch,1888.190186,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935273000,GRSM,UNR,,4,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863913600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000003B0F174E2CC754C0B3C6573D4BE14140,205807,0101000020110F000002FA9A4A93A561C13111A3ACA3475041,205565,>1m <=5m,ATBI DATABASE,,1446935282000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309055,3959398,35.760102,-83.112075,Big Creek,Chestnut Branch,1848.782959,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935282000,GRSM,UNR,,4,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988934400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000969EDCFB03C754C05FAA669E28E14140,205828,0101000020110F0000F103EF0B71A561C19FC494707F475041,205585,>1m <=5m,ATBI DATABASE,,1446935292000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309275,3959276,35.759045,-83.109614,Big Creek,Chestnut Branch,1758.39563,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935292000,GRSM,UNR,,6,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863913600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000E72372BF18C754C08D3058C030E14140,205820,0101000020110F0000AAFB75AE82A561C1C8478EF387475041,205577,>1m <=5m,ATBI DATABASE,,1446935288000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309161,3959306,35.759293,-83.110882,Big Creek,Chestnut Branch,1777.985107,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935288000,GRSM,UNR,,1,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1001721600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000CAC1463B29C754C03A952D0E3EE14140,205809,0101000020110F0000D0405DAE90A561C14FF322E095475041,205567,>1m <=5m,ATBI DATABASE,,1446935283000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309071,3959353,35.759699,-83.111888,Big Creek,Chestnut Branch,1814.047974,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935283000,GRSM,UNR,,3,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863913600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000725E9EF935C754C08CA5982827E14140,205804,0101000020110F0000F69212819BA561C1E2025BE97D475041,205562,>1m <=5m,ATBI DATABASE,,1446935281000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308999,3959277,35.759001,-83.112665,Big Creek,Chestnut Branch,1826.280396,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935281000,GRSM,UNR,,6,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988934400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000016BC8B04CEC754C04E8CADF3F1E04140,205745,0101000020110F000091AD53A21CA661C1939CCB3946475041,205506,>1m <=5m,ATBI DATABASE,,1446935253000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308156,3959115,35.757377,-83.121945,Big Creek,Leatherwood Branch,2263.910156,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935253000,GRSM,UNR,,6,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1133049600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000007172272706C754C0FE8D14D675E04140,205827,0101000020110F0000B7278BE372A561C17B51E554C4465041,205584,>1m <=5m,ATBI DATABASE,,1446935291000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309250,3958671,35.753589,-83.109747,Big Creek,Leatherwood Branch,1762.235352,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935291000,GRSM,UNR,,6,,,Big Creek Horse,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000490219A913C754C0541707CF38E04140,205821,0101000020110F0000264C605C7EA561C1C2520D7784465041,205578,>1m <=5m,ATBI DATABASE,,1446935288000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309171,3958466,35.751727,-83.110571,Big Creek,,1743.234985,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935288000,GRSM,UNR,,7,,,Big Creek Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000A393D50F12C754C09C83573A3BE04140,205822,0101000020110F00001CE3C9007DA561C1C66F2BFF86465041,205579,>1m <=5m,ATBI DATABASE,,1446935289000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309180,3958474,35.751801,-83.110473,Big Creek,,1743.234985,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935289000,GRSM,UNR,,6,,,Big Creek Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988934400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000029FC93A43DC754C0FB3F198019E04140,205799,0101000020110F00007EF13604A2A561C162DC69B363465041,205557,>1m <=5m,ATBI DATABASE,,1446935278000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308937,3958365,35.750771,-83.113133,Big Creek,,1817.078735,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935278000,GRSM,UNR,,3,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000194C3B49FBC654C0EC1ECB5508E04140,205829,0101000020110F0000DF1FDBA869A561C1EFB8CEBC51465041,205586,>1m <=5m,ATBI DATABASE,,1446935292000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309302,3958299,35.750247,-83.109083,Big Creek,Big Creek,1711.376709,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935292000,GRSM,UNR,,6,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000007141F322FBC654C01C5A08A541E04140,205830,0101000020110F000032F2578869A561C1E14143B68D465041,205587,>1m <=5m,ATBI DATABASE,,1446935293000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309307,3958493,35.751996,-83.109074,Big Creek,Big Creek,1698.45459,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935293000,GRSM,UNR,,6,,,Big Creek Horse,Big Creek Group Camp,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957225600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000592EA947EBC654C0DF5E3667A8E04140,205834,0101000020110F000044AEC9105CA561C175E78740F9465041,205591,>1m <=5m,ATBI DATABASE,,1446935295000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309402,3958839,35.755132,-83.108106,Big Creek,Leatherwood Branch,1693.167358,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935295000,GRSM,UNR,,4,,,Big Creek Horse,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000E2D8695AD8C654C0691B38CDE6E04140,205837,0101000020110F0000B8B9B7FD4BA561C12C0C608E3A475041,205594,>1m <=5m,ATBI DATABASE,,1446935296000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309511,3959048,35.757037,-83.106951,Big Creek,Leatherwood Branch,1693.759521,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935296000,GRSM,UNR,,6,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000082EB9C8F00C654C0F262F9A4E7D84140,205885,0101000020110F00000E67FDB794A461C18FD2FCE2DC3E5041,205638,>1m <=5m,ATBI DATABASE,,1446935317000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310554,3952092,35.694562,-83.09378,Lower Cataloochee Creek,,3609.06665,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446935317000,GRSM,UNR,,2,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929750400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000001DC9B85140C654C0C64AE2729DD94140,205871,0101000020110F0000FFAD5CDECAA461C1DBEF3B049B3F5041,205625,>1m <=5m,ATBI DATABASE,,1446935311000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310215,3952715,35.700111,-83.097672,Lower Cataloochee Creek,Gilliland Creek,3897.70459,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446935311000,GRSM,UNR,,7,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866332800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000076AE20B45BC654C075072765BCD94140,205862,0101000020110F00005C4A4D20E2A461C1B0B7A161BB3F5041,205617,>1m <=5m,ATBI DATABASE,,1446935307000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310066,3952823,35.701055,-83.099343,Cold Springs Creek-Pigeon River,Gilliland Creek,3840.346924,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935307000,GRSM,UNR,,6,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929750400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B974227A5FC654C0F3976CF582D94140,205861,0101000020110F0000385EBB54E5A461C1E29003507F3F5041,205616,>1m <=5m,ATBI DATABASE,,1446935307000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310041,3952629,35.699302,-83.099574,Lower Cataloochee Creek,,3988.675537,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446935307000,GRSM,UNR,,6,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1001030400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000B15FEA5963C654C0BA30906F88D94140,205858,0101000020110F000038400D9FE8A461C1E66D660A853F5041,205613,>1m <=5m,ATBI DATABASE,,1446935305000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310020,3952648,35.699469,-83.09981,Lower Cataloochee Creek,,4005.721924,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446935305000,GRSM,UNR,,7,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866332800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F31D8F2873C654C0A7387D33EDD94140,205851,0101000020110F0000B50CDE0BF6A461C19C51DD6CEE3F5041,205607,>1m <=5m,ATBI DATABASE,,1446935302000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309940,3952991,35.702544,-83.100775,Cold Springs Creek-Pigeon River,Gilliland Creek,3743.044434,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935302000,GRSM,UNR,,2,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929750400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000006A1CFE5B48C654C0FF99B2F45DD94140,205869,0101000020110F0000CFBA73B2D1A461C11EEC519D583F5041,205623,>1m <=5m,ATBI DATABASE,,1446935310000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310166,3952501,35.698173,-83.098163,Lower Cataloochee Creek,,3690.123535,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446935310000,GRSM,UNR,,4,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1117324800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000001D2D550919C654C07D8002B0C0D84140,205878,0101000020110F000021B57781A9A461C18C36C325B43E5041,205631,>1m <=5m,ATBI DATABASE,,1446935314000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310416,3951963,35.693373,-83.095274,Lower Cataloochee Creek,,3613.028076,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446935314000,GRSM,UNR,,7,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929750400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B9413E92D9C654C02FAFDC1206D84140,205832,0101000020110F0000CE048E064DA561C1693A2901F13D5041,205589,>1m <=5m,ATBI DATABASE,,1446935294000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309339,3951354,35.687678,-83.107026,Lower Cataloochee Creek,Dude Branch,3561.07373,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446935294000,GRSM,UNR,,6,,,Long Bunk Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1116633600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000007B2428F53AC754C0D71172AB0EDD4140,205792,0101000020110F0000323563BC9FA561C17FB793C734435041,205550,>1m <=5m,ATBI DATABASE,,1446935275000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308895,3955728,35.727003,-83.11297,Big Creek,,3750.637939,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935275000,GRSM,UNR,,6,,,Baxter Creek Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994982400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000071B70041F4C554C0920CD68BA3DE4140,205899,0101000020110F00002EF72C448AA461C109903363DC445041,205650,>1m <=5m,ATBI DATABASE,,1446935323000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310728,3957060,35.739359,-83.093029,Big Creek,,2723.926758,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446935323000,GRSM,UNR,,4,,,Baxter Creek Trail,Old Cataloochee Turnpike,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929836800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000078D912F9DBC554C015404972DADE4140,205905,0101000020110F0000452CFCA475A461C1DC092BD515455041,205656,>1m <=5m,ATBI DATABASE,,1446935326000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310866,3957243,35.741035,-83.091547,Big Creek,,2388.621094,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446935326000,GRSM,UNR,,10,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929836800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000003D7400ABE0C554C03BAB51841EDF4140,205903,0101000020110F0000AF72C8A179A461C1E34E710F5D455041,205654,>1m <=5m,ATBI DATABASE,,1446935325000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310845,3957474,35.743112,-83.091834,Big Creek,,2298.166992,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446935325000,GRSM,UNR,,5,,,Baxter Creek Trail,Big Creek Horse Camp Parking,Valid,Liriodendron_tulipifera,Liriodendron  tulipifera,23010,Tuliptree,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929836800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
