the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000002D1F5673B1F354C0859E69A329BB4140,212955,0101000020110F0000BA6403E462CB61C1DADA9F09CE1F5041,212721,>1m <=5m,ATBI DATABASE,,1446939298000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245208,3927925,35.462201,-83.807702,Lower Fontana Lake-Little Tennessee River,,1957.863037,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446939298000,GRSM,UNR,,2,,,Lakeshore Trail,Lakeview Drive West,Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1181347200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000EDA6F90251F154C0E71432D14CC84140,212959,0101000020110F0000E584B0245EC961C1AE65E228832D5041,212725,>1m <=5m,ATBI DATABASE,,1446939300000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248899,3939217,35.564837,-83.770565,Abrams Creek Upper,Russell Field Branch,4297.178223,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939300000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Loop Road,Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BF57358772F254C016AB14AFB0C54140,212957,0101000020110F0000B830A10754CA61C1BED108ADC92A5041,212723,>1m <=5m,ATBI DATABASE,,1446939299000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247233,3937000,35.544448,-83.788236,Eagle Creek,Lawson Gant Lot Branch,4536.442871,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446939299000,GRSM,UNR,,7,,,Appalachian Trail,Cades Cove Loop Road,Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902361600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000065E91DE314F254C08C6F8CCAF1C44140,212958,0101000020110F0000ABF11F8004CA61C11BA8166E022A5041,212724,>1m <=5m,ATBI DATABASE,,1446939299000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247733,3936339,35.538622,-83.782521,Eagle Creek,,4046.238281,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446939299000,GRSM,UNR,,5,,,Appalachian Trail,Cades Cove Loop Road,Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902361600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D5B32D511DF154C0BF40F1ECBDC34140,212960,0101000020110F00002ACB383D32C961C16D70851FC1285041,212726,>1m <=5m,ATBI DATABASE,,1446939301000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,249074,3935258,35.529227,-83.76741,Eagle Creek,,3453.262695,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446939301000,GRSM,UNR,,6,,,Eagle Creek Trail,Cades Cove Loop Road,Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E75C159ED3F554C0DCB27057C4C24140,212951,0101000020110F0000687A1EC032CD61C1B6DE87ABBC275041,212717,>1m <=5m,ATBI DATABASE,,1446939296000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242372,3934603,35.52161,-83.841037,Lake Cheoah-Little Tennessee River,,4413.511719,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939296000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000002147E093D7F554C0EECB6D90C3C24140,212950,0101000020110F0000712A221D36CD61C1DCD1DCDBBB275041,212716,>1m <=5m,ATBI DATABASE,,1446939295000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,242350,3934601,35.521586,-83.841279,Lake Cheoah-Little Tennessee River,,4443.414062,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939295000,GRSM,UNR,,9,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000F115126DFDF554C0EE0958D3BEC24140,212949,0101000020110F0000DB602B4256CD61C17ABE02EAB6275041,212715,>1m <=5m,ATBI DATABASE,,1446939295000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,242140,3934591,35.521442,-83.843589,Lake Cheoah-Little Tennessee River,,4340.593262,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939295000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000157FFA20A2F554C046EB5646D8C04140,212952,0101000020110F0000A4863EB808CD61C1DC13273FBB255041,212718,>1m <=5m,ATBI DATABASE,,1446939296000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242598,3932929,35.506593,-83.838016,Lake Cheoah-Little Tennessee River,,3435.55249,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446939296000,GRSM,UNR,,7,,,Long Hungry Ridge Trail,Payne Cemetery Access Road,Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000004F15EEBD01F654C00A9E63BCBDC24140,212948,0101000020110F0000D4DF86EC59CD61C11F1AECC6B5275041,212714,>1m <=5m,ATBI DATABASE,,1446939294000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,242116,3934588,35.521408,-83.843852,Lake Cheoah-Little Tennessee River,,4337.385254,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939294000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000234E9EE7ECF654C0EB79E8CF7FC24140,212940,0101000020110F0000CBF6D6A521CE61C11CF31A2975275041,212706,>1m <=5m,ATBI DATABASE,,1446939290000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240808,3934416,35.519519,-83.858205,Lake Cheoah-Little Tennessee River,,4640.383301,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446939290000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,873244800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D16EBDD187F654C00E9A80E063C34140,212941,0101000020110F000038DBBFCBCBCD61C195BC712663285041,212707,>1m <=5m,ATBI DATABASE,,1446939291000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241390,3935172,35.526479,-83.852036,Abrams Creek Upper,Forge Creek,4215.776855,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939291000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D99DDFA487F654C06D2F3B2E64C34140,212942,0101000020110F0000EEF2A4A5CBCD61C1F5278F7763285041,212708,>1m <=5m,ATBI DATABASE,,1446939291000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241391,3935173,35.526488,-83.852025,Abrams Creek Upper,Forge Creek,4215.776855,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939291000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000493F0DB77AF754C0E47FC161EEC34140,212939,0101000020110F000008695B169ACE61C15D9F48B1F3285041,212705,>1m <=5m,ATBI DATABASE,,1446939290000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240059,3935680,35.530706,-83.866861,Abrams Creek Upper,Panther Creek,4185.010254,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939290000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,997315200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000093877BE83FF654C0010CF9D71AC44140,212944,0101000020110F000077E5C2B88ECD61C12BF0101822295041,212710,>1m <=5m,ATBI DATABASE,,1446939292000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241806,3935780,35.532062,-83.847646,Abrams Creek Upper,Bower Creek,3791.762695,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939292000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000860125E73FF654C033CF6C8C1AC44140,212943,0101000020110F0000ACFD9FB78ECD61C11DC938C921295041,212709,>1m <=5m,ATBI DATABASE,,1446939292000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241806,3935779,35.532053,-83.847646,Abrams Creek Upper,Bower Creek,3791.762695,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939292000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C599C7431AF654C076B4B00217C44140,212945,0101000020110F0000847A4EC06ECD61C1423FF7171E295041,212711,>1m <=5m,ATBI DATABASE,,1446939293000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242014,3935761,35.531945,-83.845349,Abrams Creek Upper,Forge Creek,3823.076172,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939293000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000011FFB3F019F654C03D9EDC1719C44140,212947,0101000020110F000043E5BF796ECD61C15BDE664420295041,212713,>1m <=5m,ATBI DATABASE,,1446939294000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242016,3935768,35.532009,-83.845329,Abrams Creek Upper,Forge Creek,3823.076172,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939294000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000006A777A6BC1F454C0B4754FA24EC64140,212953,0101000020110F000051A4D1DF49CC61C1585B738C6E2B5041,212719,>1m <=5m,ATBI DATABASE,,1446939297000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243978,3937628,35.549268,-83.824301,Abrams Creek Upper,Ekaneetlee Branch,2937.960938,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939297000,GRSM,UNR,,8,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E146B37A53F454C0FA5BEE0B69C64140,212954,0101000020110F0000E5357380ECCB61C11D71AA1E8A2B5041,212720,>1m <=5m,ATBI DATABASE,,1446939297000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244589,3937700,35.550074,-83.817591,Abrams Creek Upper,Licklog Branch,3426.597656,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939297000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,960336000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004DFA714A2CF854C0F320841ADAC34140,212937,0101000020110F0000F0C308E730CF61C138A9A287DE285041,212703,>1m <=5m,ATBI DATABASE,,1446939289000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239074,3935640,35.530087,-83.877699,Abrams Creek Lower,Panther Creek,3759.593262,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939289000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994636800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000F74DA1C069FC54C07414634A38C14140,212935,0101000020110F00001A6110C9CAD261C14B21166C1F265041,212701,>1m <=5m,ATBI DATABASE,,1446939287000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232997,3933536,35.509524,-83.94395,Chilhowee Lake,,2225.775391,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939287000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D10C3DBD4DFC54C09C463CD454C14140,212936,0101000020110F0000721966FEB2D261C1D8C4A0323D265041,212702,>1m <=5m,ATBI DATABASE,,1446939288000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233155,3933628,35.510394,-83.942241,Chilhowee Lake,,2230.546387,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939288000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000055AFD2A5ABFC54C084048574CAC04140,212933,0101000020110F0000832613C002D361C1F3DB23D4AC255041,212699,>1m <=5m,ATBI DATABASE,,1446939286000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232621,3933175,35.506172,-83.947972,Chilhowee Lake,,1867.141113,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939286000,GRSM,UNR,,5,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001D8EC56E93FC54C0D1096E92C9C04140,212934,0101000020110F00001EF6372FEED261C16BCE42E8AB255041,212700,>1m <=5m,ATBI DATABASE,,1446939287000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232755,3933168,35.506145,-83.946494,Chilhowee Lake,,1927.298462,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939287000,GRSM,UNR,,3,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988848000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000474EECC2CBFE54C02B50B0AB3BC74140,212931,0101000020110F0000909CBFDDD0D461C1D1F11EFE652C5041,212697,>1m <=5m,ATBI DATABASE,,1446939285000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229777,3938850,35.556502,-83.981182,Abrams Creek Lower,Panther Creek,1027.766113,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939285000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020038400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000A1CDBBFB4DFE54C09C626F183BC74140,212932,0101000020110F0000127DF70A66D461C1561D6564652C5041,212698,>1m <=5m,ATBI DATABASE,,1446939286000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230473,3938827,35.556484,-83.973506,Abrams Creek Lower,Panther Creek,1052.528687,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446939286000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Melampyrum_lineare_v_latifolium,Melampyrum  lineare v. latifolium,24049,Narrowleaf Cowwheat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988761600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Scrophulariales, , , , ,Scrophulariaceae, ,~,by hand, , ,cert,INHS plant survey
