the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000DDCE000F33F854C0BB1500F2C4BB4140,235577,0101000020110F000042097FA636CF61C1C9D53DFC6F205041,235564,>1m <=5m,ATBI DATABASE,,1446952305000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238832,3928635,35.466941,-83.878112,Lake Cheoah-Little Tennessee River,Twentymile Creek,1302.176514,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446952305000,GRSM,UNR,,10,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191974400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000F180AD70BDC454C033F5098CB4CA4140,235720,0101000020110F00003EADC54A82A361C14C735F1806305041,235706,>1m <=5m,ATBI DATABASE,,1446952394000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312079,3939748,35.583628,-83.074059,Lower Johnathans Creek,,4753.875977,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952394000,GRSM,UNR,,4,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1222473600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E610000091236D48BBC454C0DCD9EA81B5CA4140,235721,0101000020110F00008BAFBE7580A361C1393F251907305041,235707,>1m <=5m,ATBI DATABASE,,1446952394000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312091,3939751,35.583657,-83.073927,Lower Johnathans Creek,,4743.640137,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952394000,GRSM,UNR,,4,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1187827200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000007DF87C5E0C454C02539715DE4CA4140,235716,0101000020110F00004494914CA0A361C15D61450838305041,235702,>1m <=5m,ATBI DATABASE,,1446952392000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311887,3939914,35.585087,-83.076215,Lower Johnathans Creek,,4809.402344,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952392000,GRSM,UNR,,6,,,McKee Branch Trail,The Purchase Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184284800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000066EEA060A6C454C062B7BB46CCC94140,235724,0101000020110F0000E91E76B46EA361C1DB4C458B132F5041,235710,>1m <=5m,ATBI DATABASE,,1446952396000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312190,3938959,35.57654,-83.072651,Lower Johnathans Creek,,4267.541016,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952396000,GRSM,UNR,,3,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1274400000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E61000009EDBE738A4C454C00BD26A5ABFC94140,235725,0101000020110F00006208E2DF6CA361C14516B00C062F5041,235711,>1m <=5m,ATBI DATABASE,,1446952396000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312201,3938915,35.576145,-83.072519,Lower Johnathans Creek,,4260.44873,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446952396000,GRSM,UNR,,8,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1276992000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E61000009284F64AB6C454C0AA2B3CBBBEC94140,235722,0101000020110F0000F979CB387CA361C154E27766052F5041,235708,>1m <=5m,ATBI DATABASE,,1446952395000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312101,3938915,35.576126,-83.073622,Lower Johnathans Creek,,4268.942383,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952395000,GRSM,UNR,,6,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1274313600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E6100000E173A19EB0CA54C0333F85C355C64140,235707,0101000020110F0000970ACDED8FA861C1EE29B7FD752B5041,235693,>1m <=5m,ATBI DATABASE,,1446952387000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303571,3936142,35.549485,-83.167026,Lower Raven Fork,Bunches Creek,4787.209473,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952387000,GRSM,UNR,,2,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184544000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000B1A7BD1ED2CA54C0770595D75BC54140,235706,0101000020110F0000E6767E61ACA861C1C76AAA1E712A5041,235692,>1m <=5m,ATBI DATABASE,,1446952386000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303367,3935300,35.541858,-83.169071,Lower Raven Fork,Bunches Creek,4573.754883,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952386000,GRSM,UNR,,9,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191888000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000C177B26627CB54C0B3B3A1C8BEC94140,235705,0101000020110F00000EA061CFF4A861C12B087574052F5041,235691,>1m <=5m,ATBI DATABASE,,1446952386000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302979,3939112,35.576128,-83.174276,Lower Raven Fork,Bunches Creek,5448.907227,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952386000,GRSM,UNR,,6,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1211587200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E6100000991E174CB1CB54C05A8121AB5BCA4140,235703,0101000020110F0000179CDDEC69A961C1CBCCC147A92F5041,235689,>1m <=5m,ATBI DATABASE,,1446952385000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302228,3939660,35.580916,-83.182692,Lower Raven Fork,Left Fork Redman Creek,5239.418457,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952385000,GRSM,UNR,,2,,,Flat Creek Trail,Balsam Mountain Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1307664000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E6100000A696BFD8A1CB54C08938AA8E2DCA4140,235704,0101000020110F0000F8AF97CD5CA961C1E444CC20792F5041,235690,>1m <=5m,ATBI DATABASE,,1446952385000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302310,3939502,35.579508,-83.181749,Lower Raven Fork,Right Fork Redman Creek,5282.145508,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952385000,GRSM,UNR,,3,,,Flat Creek Trail,Balsam Mountain Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1285200000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E6100000E6754BA5D1CB54C015446CD6B7CA4140,235701,0101000020110F0000C05F186685A961C1C0B0148809305041,235687,>1m <=5m,ATBI DATABASE,,1446952384000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302056,3939976,35.583728,-83.184667,Lower Raven Fork,,5474.059082,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952384000,GRSM,UNR,,7,,,Flat Creek Trail,Balsam Mountain Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1251936000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E6100000D1A0C947D0CB54C0250DA280B0CA4140,235702,0101000020110F00005838423D84A961C1C39A17DF01305041,235688,>1m <=5m,ATBI DATABASE,,1446952384000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302063,3939951,35.583505,-83.184583,Lower Raven Fork,,5443.381348,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952384000,GRSM,UNR,,7,,,Flat Creek Trail,Balsam Mountain Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1251936000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E6100000DD26B9AF22CC54C012240049A2CD4140,235699,0101000020110F0000EC1E0B3ACAA961C15DE5ED2915335041,235685,>1m <=5m,ATBI DATABASE,,1446952383000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,301664,3942513,35.606508,-83.189613,Straight Fork Raven Fork,Round Bottom Creek,4824.62207,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446952383000,GRSM,UNR,,7,,,Spruce Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1189123200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, ,day,cert,Turbellaria and Nemertea
0101000020E610000093FB0E5F55D754C0D1D7E209B3CC4140,235676,0101000020110F000053FA32E74CB361C162B7C7411B325041,235662,>1m <=5m,ATBI DATABASE,,1446952365000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285793,3942070,35.599207,-83.364582,Upper Oconaluftee River,,3222.05127,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952365000,GRSM,UNR,,7,,,Kephart Prong Trail,Oconaluftee River Parking #4,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191801600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, ,day,cert,Turbellaria and Nemertea
0101000020E6100000E53CE070F5D654C0CCE915C353CB4140,235681,0101000020110F0000924BED6DFBB261C15AEC9D5EAC305041,235667,>1m <=5m,ATBI DATABASE,,1446952369000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286295,3940868,35.588487,-83.358727,Upper Oconaluftee River,Smith Branch,2854.263428,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952369000,GRSM,UNR,,6,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191542400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, ,day,cert,Turbellaria and Nemertea
0101000020E61000001B624A912DD754C03B671832AFCB4140,235679,0101000020110F0000A6A706192BB361C13B9BA0DC0B315041,235665,>1m <=5m,ATBI DATABASE,,1446952368000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285992,3941185,35.591277,-83.362152,Upper Oconaluftee River,Kephart Prong,2943.638184,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952368000,GRSM,UNR,,8,,,Kephart Prong Trail,Quiet Walkway Parking # 6,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191801600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000021C758FE40D754C0C5E9FDB68FCB4140,235678,0101000020110F000032EBA4983BB361C17D57B2FBEA305041,235664,>1m <=5m,ATBI DATABASE,,1446952367000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285882,3941081,35.590316,-83.363338,Upper Oconaluftee River,Kephart Prong,2876.986328,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952367000,GRSM,UNR,,6,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1187913600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000FC2A964146D754C0CEC7308C53CB4140,235677,0101000020110F0000BAFBDA1040B361C10A404925AC305041,235663,>1m <=5m,ATBI DATABASE,,1446952366000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285848,3940878,35.58848,-83.363659,Upper Oconaluftee River,Beech Flats Prong,2821.902344,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952366000,GRSM,UNR,,7,,,Kanati Fork Quiet Walkway,Quiet Walkway Parking # 6,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1274572800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, , ,cert,Turbellaria and Nemertea
0101000020E61000008B3FF9D70CD754C06B223B8840CB4140,235680,0101000020110F000004082B4E0FB361C112555A4998305041,235666,>1m <=5m,ATBI DATABASE,,1446952368000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286164,3940806,35.5879,-83.360155,Upper Oconaluftee River,Smith Branch,2802.13501,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952368000,GRSM,UNR,,3,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1285286400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E61000009592A45289D554C03F16CAE5E6C84140,235683,0101000020110F0000B0AB0C2FC6B161C1A412B108242E5041,235669,>1m <=5m,ATBI DATABASE,,1446952371000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,288259,3938718,35.56954,-83.336503,Upper Oconaluftee River,Oconaluftee River,2403.633789,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952371000,GRSM,UNR,,4,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191542400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000A623098D83D554C02D1B744EDBC84140,235684,0101000020110F00004A051E48C1B161C1A32D6FEE172E5041,235670,>1m <=5m,ATBI DATABASE,,1446952372000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,288290,3938678,35.569186,-83.33615,Upper Oconaluftee River,Oconaluftee River,2400.626221,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952372000,GRSM,UNR,,5,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184371200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E6100000CAECC1DEC3D554C09DCC62E3B3C84140,235682,0101000020110F000083C175E8F7B161C132F53DC6EE2D5041,235668,>1m <=5m,ATBI DATABASE,,1446952370000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,287931,3938553,35.567983,-83.340076,Upper Oconaluftee River,,2526.519775,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952370000,GRSM,UNR,,2,,,Smokemont Loop Trail,Collins Creek Picnic Area Upper Loop Parking C,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1351296000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, , ,cert,Turbellaria and Nemertea
0101000020E610000073714CFDF9D354C0CA79F7AE5EC74140,235686,0101000020110F00005CA2A20773B061C1EF656D8B8A2C5041,235672,>1m <=5m,ATBI DATABASE,,1446952373000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290437,3937338,35.55757,-83.312129,Bradley Fork,Bradley Fork,2209.441162,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952373000,GRSM,UNR,,5,,,Smokemont Nature Trail,Smokemont Campground Road Ba,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184371200000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000001AA6F8F0D3D354C0D4EAF45B32C74140,235689,0101000020110F00008F172CB752B061C162C99E455C2C5041,235675,>1m <=5m,ATBI DATABASE,,1446952375000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290644,3937183,35.556217,-83.309807,Lower Oconaluftee River,,2315.971924,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952375000,GRSM,UNR,,7,,,Smokemont Stables Trail to Towstring Horse Trail,Smokemont Campground Road A,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1189036800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000027F58B30EAD354C09C1974771AC74140,235687,0101000020110F00009A1D6D9C65B061C1F2F25354432C5041,235673,>1m <=5m,ATBI DATABASE,,1446952374000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290519,3937105,35.555488,-83.311165,Lower Oconaluftee River,,2211.422852,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952374000,GRSM,UNR,,5,,,Smokemont Loop Trail,Smokemont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184630400000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E610000034BECF4ECCD354C043081E9809C74140,235692,0101000020110F000045F3803B4CB061C134C236B7312C5041,235678,>1m <=5m,ATBI DATABASE,,1446952378000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290683,3937044,35.554973,-83.309341,Lower Oconaluftee River,,2287.667969,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952378000,GRSM,UNR,,8,,,Smokemont Stables Trail to Towstring Horse Trail,Smokemont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191801600000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, ,day,cert,Turbellaria and Nemertea
0101000020E61000000E3F862ECBD354C025CCFFAE06C74140,235693,0101000020110F0000E250A9464BB061C172515CAD2E2C5041,235679,>1m <=5m,ATBI DATABASE,,1446952378000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290689,3937034,35.554885,-83.309272,Lower Oconaluftee River,,2245.224365,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952378000,GRSM,UNR,,8,,,Smokemont Stables Trail to Towstring Horse Trail,Smokemont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1189036800000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,by hand, ,day,cert,Turbellaria and Nemertea
0101000020E61000000DEB2979C2D354C07322EF8CDEC64140,235694,0101000020110F000054C243E143B061C1E4A303C8042C5041,235680,>1m <=5m,ATBI DATABASE,,1446952379000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290734,3936897,35.55366,-83.308741,Lower Oconaluftee River,,2238.650635,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446952379000,GRSM,UNR,,5,,,Smokemont Stables Trail to Towstring Horse Trail,Smokemont Road,Valid,Phagocata_morgani_morgani,Phagocata  morgani morgani,30039,Unspecified,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1288224000000,Animalia, ,Platyhelminthes, ,Turbellaria,Archoophora, ,Protostomia,Ecdysozoa, ,Tricladida, , , , ,Planariidae, ,~,dip sample/scoop sample, , ,cert,Turbellaria and Nemertea
