the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000AD56B9F207F454C0CBF8267602BB4140,7487,0101000020110F0000D936665AACCB61C1592CE92FA51F5041,6839,>1m <=5m,ATBI DATABASE,,1446827292000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244725,3927806,35.461006,-83.812981,Lake Cheoah-Little Tennessee River,,1913.606812,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446827292000,GRSM,UNR,,7,,,Appalachian Trail,Payne Cemetery Access Road,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1121990400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E61000005A0B6289AFD554C016334FA9F0D94140,7544,0101000020110F000046A488A3E6B161C1B9A14F0BF23F5041,6896,>1m <=5m,ATBI DATABASE,,1446827326000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288399,3953490,35.70265,-83.338835,Little Pigeon River Upper,Middle Prong Little Pigeon River,2608.213867,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827326000,GRSM,UNR,,5,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1318809600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000007607FFC2F5D154C05C1EB6F7A0DD4140,7548,0101000020110F0000CAD9F198BCAE61C15CFA9BD6CD435041,6900,>1m <=5m,ATBI DATABASE,,1446827328000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293741,3956563,35.731468,-83.280621,East Fork Dunn Creek,,3506.320312,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827328000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1003190400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000E2ABA6B6B7D954C076BB3F679DDC4140,7530,0101000020110F00009B1D544453B561C1A831E648BE425041,6882,>1m <=5m,ATBI DATABASE,,1446827318000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282755,3955946,35.723547,-83.401834,Little Pigeon River Middle,Teds Branch,1531.057983,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827318000,GRSM,UNR,,4,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,unspecified, ,season,cert,ATBI Ants
0101000020E610000082C6D5937CD954C06A4D0FE402D84140,7534,0101000020110F00007169ED0A21B561C1234426ADED3D5041,6886,>1m <=5m,ATBI DATABASE,,1446827321000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282984,3951948,35.687581,-83.398225,Porters Creek,,2213.021484,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827321000,GRSM,UNR,,2,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,unspecified, ,season,cert,ATBI Ants
0101000020E6100000B1B8BEF689EC54C0AD9753C005D34140,7490,0101000020110F000078CC90684FC561C1B9697A8AB6385041,6842,>1m <=5m,ATBI DATABASE,,1446827293000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255921,3948323,35.648606,-83.695917,Little River-Crooked Creek,Middle Prong Little River,1510.96167,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827293000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Road,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1152662400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E610000022345CC688EC54C01D0741FBDCD14140,7489,0101000020110F0000092E0D664EC561C13B7B4B6380375041,6841,>1m <=5m,ATBI DATABASE,,1446827293000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255900,3947318,35.639549,-83.695844,Little River-Crooked Creek,Loan Branch,1709.847534,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827293000,GRSM,UNR,,4,,,West Prong Trail,Tremont Road,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086825600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,Winkler extraction,No, ,cert,ATBI Ants
0101000020E610000037BB4B6886E554C06DAC510A98D54140,7492,0101000020110F0000B3621A715ABF61C12BD156A4663B5041,6844,>1m <=5m,ATBI DATABASE,,1446827295000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265904,3950285,35.668696,-83.586325,Little River-Goshen Prong,Pine Knot Branch,2326.958008,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827295000,GRSM,UNR,,7,,,Laurel Falls Trail,Fighting Creek Gap Road,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1299283200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E610000085C8CEE091E054C065801F7045D34140,7498,0101000020110F00000D495B1425BB61C161A4B01AF9385041,6850,>1m <=5m,ATBI DATABASE,,1446827298000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,272862,3948090,35.65055,-83.5089,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2576.5,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827298000,GRSM,UNR,,7,,,Balsom Point Quiet Walkway,Nfg Pullout Parking At Mp 4.7,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1316304000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000846848D090E054C0EC298C4999D24140,7497,0101000020110F00005EAEE62C24BB61C10669792E45385041,6849,>1m <=5m,ATBI DATABASE,,1446827297000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,272853,3947507,35.645296,-83.508835,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2363.916016,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827297000,GRSM,UNR,,8,,,Balsom Point Quiet Walkway,Newfound Gap Road North,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1318896000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000E3B228F1BBE254C05AE0D201EECD4140,7496,0101000020110F00009D5569A5FBBC61C1F690B64364335041,6848,>1m <=5m,ATBI DATABASE,,1446827297000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269680,3943539,35.608819,-83.542717,Little River-Goshen Prong,Wars Branch,3261.746094,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827297000,GRSM,UNR,,1,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,989280000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,pitfall trap, , ,cert,ATBI Pilot Study
0101000020E61000003E35CE0EC7E254C0155F00300ACE4140,7494,0101000020110F00006D4E381605BD61C1D2C3F0B381335041,6846,>1m <=5m,ATBI DATABASE,,1446827296000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269621,3943636,35.609679,-83.543395,Little River-Goshen Prong,Wars Branch,3115.275879,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827296000,GRSM,UNR,,4,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087689600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,Winkler extraction,No, ,cert,ATBI Ants
0101000020E610000085C4274490EF54C0CB4768918ECD4140,7488,0101000020110F0000F85B1206E1C761C1D9B3349100335041,6840,>1m <=5m,ATBI DATABASE,,1446827292000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251509,3943704,35.605906,-83.743176,Little River-Crooked Creek,Sugar Cove Prong,1887.779175,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827292000,GRSM,UNR,,7,,,Lead Cove Trail,Laurel Creek Road,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1122508800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E610000033334F88A2F554C0B3CD3CA28ACB4140,7476,0101000020110F0000BED0001009CD61C1B2A232ADE5305041,6828,>1m <=5m,ATBI DATABASE,,1446827286000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242863,3942201,35.590161,-83.838041,Abrams Creek Upper,,1783.1875,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827286000,GRSM,UNR,,5,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,975369600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,pitfall trap, , ,cert,ATBI Pilot Study
0101000020E6100000838A4735CEFB54C002587FAC29C04140,7471,0101000020110F0000B21A7AAE46D261C1993A411705255041,6823,>1m <=5m,ATBI DATABASE,,1446827283000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233831,3932594,35.501265,-83.934457,Chilhowee Lake,Parson Branch,1591.881836,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827283000,GRSM,UNR,,8,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118361600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E61000009337EB4C54FB54C0A319923AD1CD4140,7472,0101000020110F000033DB3425DFD161C13A1FA93346335041,6824,>1m <=5m,ATBI DATABASE,,1446827284000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234858,3944410,35.607941,-83.927016,Abrams Creek Lower,,1403.663086,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827284000,GRSM,UNR,,7,,,Rabbit Creek Trail,Abrams Creek Campground Road,Valid,Ponera_pennsylvanica,Ponera  pennsylvanica,32394,Ant B,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117756800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Ponerinae,Ponerini,Winkler extraction, ,day,cert,ATBI Ants
