the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000001E173C28CFA54C07692BB7C69BC4140,53466,0101000020110F00003D16DAAC35D161C1EDC0C1921B215041,52903,>1m <=5m,ATBI DATABASE,,1446852914000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,235515,3929290,35.471962,-83.914837,Lake Cheoah-Little Tennessee River,,1968.121338,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852914000,GRSM,UNR,,1,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000F1B9F2DD96F654C07CECB66445BA4140,53483,0101000020110F000099596E93D8CD61C10FD3EE0CE01E5041,52918,>1m <=5m,ATBI DATABASE,,1446852921000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241078,3927270,35.455236,-83.852954,Lake Cheoah-Little Tennessee River,Fox Branch,1755.136353,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852921000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000092303E92B3F654C06A87BA6D31BA4140,53482,0101000020110F0000171257F4F0CD61C18DC60B3CCB1E5041,52917,>1m <=5m,ATBI DATABASE,,1446852921000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240917,3927207,35.454627,-83.854706,Lake Cheoah-Little Tennessee River,,1694.576782,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852921000,GRSM,UNR,,9,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000FD4A3352F9F654C0B3DCA80E2CBA4140,53480,0101000020110F0000B30E69312CCE61C13A015CA2C51E5041,52915,>1m <=5m,ATBI DATABASE,,1446852920000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240530,3927200,35.454463,-83.858963,Lake Cheoah-Little Tennessee River,,1900.487915,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852920000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000675775E4F5F654C0B3A105E221BA4140,53481,0101000020110F0000909EF14729CE61C19F75B206BB1E5041,52916,>1m <=5m,ATBI DATABASE,,1446852920000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240548,3927165,35.454152,-83.858754,Lake Cheoah-Little Tennessee River,,1879.313843,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852920000,GRSM,UNR,,10,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000B9CA97D3C2F754C0942DF0E724BB4140,53478,0101000020110F00008F87E654D7CE61C1E720631AC91F5041,52914,>1m <=5m,ATBI DATABASE,,1446852919000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239438,3928075,35.462057,-83.871262,Lake Cheoah-Little Tennessee River,,1686.404419,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852919000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000045F5D6C096E854C096C34E88EBB84140,53509,0101000020110F0000300F4696F4C161C15E946977771D5041,52944,>1m <=5m,ATBI DATABASE,,1446852935000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,260905,3925547,35.444681,-83.634197,Lower Fontana Lake-Little Tennessee River,,1742.273193,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852935000,GRSM,UNR,,10,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065398400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000BDEAF25A07E654C0343F8F3549B94140,53513,0101000020110F0000E4A30FF5C7BF61C1CC365620D91D5041,52948,>1m <=5m,ATBI DATABASE,,1446852937000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264545,3925768,35.44754,-83.594195,Lower Fontana Lake-Little Tennessee River,Pole Bridge Branch,2008.637207,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852937000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1091318400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,season,cert,Northshore Road EIS
0101000020E61000000D521EE000E354C0C24FDA23EDBA4140,53515,0101000020110F00002ECCFA3036BD61C1F6117FF48E1F5041,52950,>1m <=5m,ATBI DATABASE,,1446852938000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268873,3927078,35.460355,-83.546924,Fontana Lake-Tuckasegee River,,2138.801758,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852938000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149638400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000F1BD7BB741E354C07D6CD15D2DBA4140,53514,0101000020110F0000CA55D3426DBD61C16413CEFFC61E5041,52949,>1m <=5m,ATBI DATABASE,,1446852938000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268497,3926438,35.454503,-83.550882,Fontana Lake-Tuckasegee River,Goldmine Branch,1861.640625,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852938000,GRSM,UNR,,7,,,Goldmine Loop Trail,Lakeview Drive East Parking #4,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027641600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000065F35CD2FDE254C0CB82C6A2E2BA4140,53516,0101000020110F000067DC089933BD61C1A2019700841F5041,52951,>1m <=5m,ATBI DATABASE,,1446852939000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268889,3927042,35.460035,-83.546738,Fontana Lake-Tuckasegee River,,2131.724121,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852939000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027641600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EBC4943186DC54C07CA4BDD8F3BB4140,53521,0101000020110F0000D7DFEC78B5B761C1FD28DBE4A0205041,52955,>1m <=5m,ATBI DATABASE,,1446852941000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278084,3927735,35.468372,-83.445687,Deep Creek,,2414.557861,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852941000,GRSM,UNR,,6,,,Noland Divide Trail,West Deep Creek Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,761616000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,General
0101000020E61000005E3DC6935FDD54C0CA2E7B862EBE4140,53518,0101000020110F000016E3A6186EB861C17B0F1711F4225041,52953,>1m <=5m,ATBI DATABASE,,1446852940000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276928,3929697,35.485788,-83.458955,Deep Creek,Long Branch,4034.660156,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852940000,GRSM,UNR,,10,,,Noland Divide Trail,Deep Creek Falls And Trail Parking,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1372032000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000BAD53EE04BDD54C0042E0443DABD4140,53520,0101000020110F000035632E5D5DB861C103B6AD2D9C225041,52954,>1m <=5m,ATBI DATABASE,,1446852940000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277030,3929409,35.483216,-83.457752,Fontana Lake-Tuckasegee River,Long Branch,3717.243164,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852940000,GRSM,UNR,,9,,,Noland Divide Trail,Deep Creek Falls And Trail Parking,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1066435200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000EAC712154BCC54C082C8BF22C1E14140,53522,0101000020110F00004E91F488ECA961C150B8C3111F485041,52956,>1m <=5m,ATBI DATABASE,,1446852941000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,301830,3959956,35.7637,-83.192079,Cosby Creek,Riding Fork,2471.793945,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446852941000,GRSM,UNR,,3,,,Lower Mount Cammerer Trail,Cosby Picnic Area Parking C,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,970185600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000872FC2FD08C854C0735466318EE14140,53019,0101000020110F000098F464B84EA661C1A413F7BFE9475041,52957,>1m <=5m,ATBI DATABASE,,1446852942000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307842,3959651,35.762145,-83.125545,Big Creek,,2517.880615,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446852942000,GRSM,UNR,,8,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,804643200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,General
0101000020E61000006F319AF0E6C754C0F4FDC9294BE14140,53523,0101000020110F0000C12CE9CC31A661C1F6EB2B98A3475041,52958,>1m <=5m,ATBI DATABASE,,1446852942000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308025,3959420,35.760099,-83.123467,Big Creek,,2212.136719,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446852942000,GRSM,UNR,,6,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,970099200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000009ABA3F9F27E254C0245525DBCAD84140,53517,0101000020110F000023108EAD7DBC61C127F8F9C7BE3E5041,52952,>1m <=5m,ATBI DATABASE,,1446852939000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270743,3952933,35.693684,-83.533664,West Prong Little Pigeon River Upper,,1482.416504,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852939000,GRSM,UNR,,7,,,Gatlinburg Trail,Sugarlands Maintenace Yard Parking C,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1136073600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000A7B3005E80E754C02493862CA8D84140,53512,0101000020110F0000F49F532708C161C1BD9D41839A3E5041,52947,>1m <=5m,ATBI DATABASE,,1446852937000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263179,3953014,35.692625,-83.617206,Little River-Goshen Prong,Grayback Branch,2949.947021,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852937000,GRSM,UNR,,6,,,Little Greenbrier Trail,Little Greenbrier School Unpaved Parking,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1359244800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000CAABC45307EA54C01D77B6C62ED84140,53508,0101000020110F00001BB4F19D2DC361C17067F1901B3E5041,52942,>1m <=5m,ATBI DATABASE,,1446852934000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259594,3952699,35.688921,-83.656693,Little River-Goshen Prong,,2166.642578,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446852934000,GRSM,UNR,,9,,,Roundtop Trail,Little River Gorge Parking #3,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149292800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000ABA17C5DA0E854C0390F365B0AD94140,53511,0101000020110F0000BA211AC0FCC161C1D811E62F013F5041,52946,>1m <=5m,ATBI DATABASE,,1446852936000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261597,3953389,35.695622,-83.634784,Little River-Goshen Prong,Brier Branch,2280.010498,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852936000,GRSM,UNR,,5,,,Little Greenbrier Trail,Wear Cove Gap Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1354406400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000C760D2D3F8E954C0E324839238D84140,53477,0101000020110F00006109634D21C361C1D60B50CF253E5041,52943,>1m <=5m,ATBI DATABASE,,1446852935000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259675,3952730,35.68922,-83.655808,Little River-Goshen Prong,Indian Camp Branch,2135.668945,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446852935000,GRSM,UNR,,7,,,Roundtop Trail,Wear Cove Gap Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1352592000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000DF91CF30B7E854C015456556BED84140,53510,0101000020110F000099C6D62210C261C1CD2FA1B0B13E5041,52945,>1m <=5m,ATBI DATABASE,,1446852936000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261464,3953135,35.693302,-83.636177,Little River-Goshen Prong,,2210.948242,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852936000,GRSM,UNR,,8,,,Little Greenbrier Trail,Wear Cove Gap Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1354406400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000008163F03FD8EB54C062B50B6391D74140,53505,0101000020110F00005706D079B8C461C19477E0FD763D5041,52939,>1m <=5m,ATBI DATABASE,,1446852932000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257011,3952236,35.684117,-83.68507,Little River-Goshen Prong,Pipestem Branch,1908.176025,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446852932000,GRSM,UNR,,7,,,Roundtop Trail,Lr Pullout Parking @ Mp 10.13,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149292800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000D4683819C0EC54C07347D36E6ED64140,53504,0101000020110F0000B1B592627DC561C1B827F9C7463C5041,52938,>1m <=5m,ATBI DATABASE,,1446852932000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255703,3951286,35.675238,-83.699221,Little River-Goshen Prong,,1814.249146,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446852932000,GRSM,UNR,,6,,,Roundtop Trail,Little River Gorge Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149292800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000045370509DCED54C0BCC2181722D54140,53502,0101000020110F0000873058886EC661C125866756EB3A5041,52937,>1m <=5m,ATBI DATABASE,,1446852931000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254103,3950204,35.665096,-83.716551,Little River-Rudd Branch,,1575.795898,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446852931000,GRSM,UNR,,5,,,Chestnut Top Trail,Townsend Entrance Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1357603200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000005D57A11B76EE54C0669622D8BCD34140,53501,0101000020110F00006027F762F1C661C18D9086E875395041,52936,>1m <=5m,ATBI DATABASE,,1446852930000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253218,3949018,35.654194,-83.725955,Little River-Crooked Creek,,2245.866699,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446852930000,GRSM,UNR,,6,,,Chestnut Top Trail,Laurel Creek Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1357603200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000F1188B2ACCEA54C09C3984277DD34140,53506,0101000020110F0000AE64D8CAD4C361C1235CAD5633395041,52940,>1m <=5m,ATBI DATABASE,,1446852933000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,258396,3948660,35.65225,-83.668707,Little River-Crooked Creek,,2421.060303,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446852933000,GRSM,UNR,,8,,,Lumber Ridge Trail,Little River Gorge Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1358035200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000910A42FDF7E954C00B8DFA00B1D24140,53507,0101000020110F00000A62289720C361C18A9DD4F75D385041,52941,>1m <=5m,ATBI DATABASE,,1446852933000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259550,3947937,35.64602,-83.655757,Little River-Crooked Creek,Spruce Flats Branch,2404.11792,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446852933000,GRSM,UNR,,8,,,Lumber Ridge Trail,Little River Gorge Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1358035200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000004F8EEE5F1AF654C003F532062DCC4140,53490,0101000020110F0000115937D86ECD61C1882EF8478F315041,52925,>1m <=5m,ATBI DATABASE,,1446852925000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242216,3942770,35.595117,-83.845356,Abrams Creek Upper,,1714.058472,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446852925000,GRSM,UNR,,5,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1023667200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008F449585A2F354C0871054F088CB4140,53500,0101000020110F0000156B323656CB61C1F7D306E8E3305041,52935,>1m <=5m,ATBI DATABASE,,1446852930000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245695,3942114,35.59011,-83.80679,Abrams Creek Upper,Oliver Branch,1859.68335,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446852930000,GRSM,UNR,,6,,,Lawson Cemetery Access,Cades Cove Loop Road,Valid,Sorghastrum_nutans,Sorghastrum  nutans,37464,Yellow Indian Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
