the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000026CC30C527CB54C03DF3C242D2C64140,52761,0101000020110F0000D47AA21FF5A861C10050AEF3F72B5041,52218,>1m <=5m,ATBI DATABASE,,1446852524000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302921,3936578,35.553285,-83.174298,Lower Raven Fork,Flat Creek,4877.866699,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446852524000,GRSM,UNR,,6,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1148688000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000005DDF01DDF8DC54C004A250E403D54140,52735,0101000020110F00004C7B7FDC16B861C1819DE9C4CB3A5041,52194,>1m <=5m,ATBI DATABASE,,1446852510000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277990,3949473,35.664174,-83.452685,Roaring Fork,,5269.080566,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852510000,GRSM,UNR,,6,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B9B1A9EBD7DD54C0CB427351B8D44140,52734,0101000020110F0000E120CD4DD4B861C11438C7C47C3A5041,52193,>1m <=5m,ATBI DATABASE,,1446852509000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276751,3949248,35.661868,-83.4663,Le Conte Creek,Le Conte Creek,4066.977783,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852509000,GRSM,UNR,,2,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900892800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B17F645BA2DC54C09B3E45522ED44140,52736,0101000020110F0000276D3864CDB761C17E573885EC395041,52195,>1m <=5m,ATBI DATABASE,,1446852510000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278450,3948738,35.657657,-83.447405,Le Conte Creek,Le Conte Creek,5928.389648,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852510000,GRSM,UNR,,7,,,Rainbow Falls Trail,Nfg Pullout Parking At Mp 9.48,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000DD0E17FD24DC54C05366D1DBE2D44140,52749,0101000020110F000029EB84EA62B761C187D2E33CA93A5041,52207,>1m <=5m,ATBI DATABASE,,1446852517000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279158,3949332,35.663166,-83.439754,Roaring Fork,,5189.88916,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446852517000,GRSM,UNR,,1,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903052800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000532B3AFC0FDC54C0436B477647D44140,52751,0101000020110F000011AAF21351B761C1D024A5CC063A5041,52209,>1m <=5m,ATBI DATABASE,,1446852519000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279261,3948803,35.658424,-83.438472,Roaring Fork,,6155.619629,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852519000,GRSM,UNR,,6,,,Trillium Gap Trail,Nfg Pullout Parking At Mp 9.48,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000000693BFD4DFDB54C0D4920DF2DAD34140,52756,0101000020110F0000DE59372E28B761C1C5CD045F95395041,52213,>1m <=5m,ATBI DATABASE,,1446852521000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279518,3948429,35.655112,-83.435533,Porters Creek,Styx Branch,6429.022949,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446852521000,GRSM,UNR,,7,,,Boulevard Trail,Nfg Pullout Parking At Mp 9.48,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,928800000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000051B16F5CE3DB54C0FE241F44BDD34140,52755,0101000020110F0000C3FBB72D2BB761C1C673655976395041,52212,>1m <=5m,ATBI DATABASE,,1446852520000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279496,3948329,35.654207,-83.435748,West Prong Little Pigeon River Upper,Styx Branch,6541.716309,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852520000,GRSM,UNR,,7,,,Boulevard Trail,Alum Cave Bluffs Trailhead Parking,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903139200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000092E70BBE8DB54C063DCA20672D34140,52754,0101000020110F00009B1B82BD2FB761C18C3F06B527395041,52211,>1m <=5m,ATBI DATABASE,,1446852520000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279460,3948075,35.65191,-83.436076,West Prong Little Pigeon River Upper,Styx Branch,6035.200684,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852520000,GRSM,UNR,,10,,,Alum Cave Trail,Alum Cave Bluffs Trailhead Parking,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,645494400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EEA056F40EDB54C0592236A93FD24140,52757,0101000020110F0000A3E614C876B661C1BBFA7983E7375041,52214,>1m <=5m,ATBI DATABASE,,1446852522000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280638,3947008,35.642561,-83.422784,Porters Creek,,5797.598145,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446852522000,GRSM,UNR,,6,,,Boulevard Trail,Newfound Gap Road North,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903139200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009B73AE3016D854C0058C581240D14140,52759,0101000020110F0000B67E0AAAF0B361C19F078D6ADC365041,52216,>1m <=5m,ATBI DATABASE,,1446852523000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284822,3946040,35.634761,-83.37635,Upper Oconaluftee River,,5474.635742,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446852523000,GRSM,UNR,,5,,,Appalachian Trail,Newfound Gap Road North,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901670400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000365111C8C1D854C0FCC3D75DB4D04140,52758,0101000020110F0000357A956582B461C1F5648D6E4A365041,52215,>1m <=5m,ATBI DATABASE,,1446852522000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,283862,3945590,35.630497,-83.386823,Upper Oconaluftee River,Sweat Heifer Creek,5890.37207,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446852522000,GRSM,UNR,,6,,,Appalachian Trail,Newfound Gap Road North,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901670400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000069B70FD93DD054C06CC50BDD7DDD4140,52760,0101000020110F0000E14E7FFA46AD61C10F4A721CA9435041,52217,>1m <=5m,ATBI DATABASE,,1446852524000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,296167,3956388,35.730397,-83.253771,Cosby Creek,Otter Creek,4605.193848,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446852524000,GRSM,UNR,,2,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969926400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000008BBE99D018E454C00A9835BB72C84140,52713,0101000020110F00003199A5F123BE61C1CC12A3BEAA2D5041,52172,>1m <=5m,ATBI DATABASE,,1446852497000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,267627,3938838,35.565994,-83.564011,Little River-Goshen Prong,Jonas Creek,5422.496582,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852497000,GRSM,UNR,,4,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-631152000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000FD710FCADAE054C01A8463DD12C84140,52714,0101000020110F0000BEEFC20063BB61C17CD38DA7462D5041,52173,>1m <=5m,ATBI DATABASE,,1446852498000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,272211,3938395,35.563069,-83.51335,Forney Creek,Steeltrap Creek,6260.738281,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446852498000,GRSM,UNR,,7,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,cert,ATBI
0101000020E61000000B677FEC4AE054C0E16857B9C1C74140,52715,0101000020110F0000A1FE66D1E8BA61C1D25110F1F12C5041,52174,>1m <=5m,ATBI DATABASE,,1446852499000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273000,3938100,35.560593,-83.504569,Forney Creek,Forney Creek,6268.007812,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446852499000,GRSM,UNR,,6,,,Clingmans Dome Bypass Trail,Clingmans Dome Road Parking #3,Valid,Solidago_glomerata,Solidago  glomerata,37379,Skunk Goldenrod,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1126915200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,prob.,ATBI
