the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000F9A0DEC14CF354C0834EE25511BF4140,171459,0101000020110F00005EDF335F0DCB61C1905ACDA5E0235041,171137,>1m <=5m,ATBI DATABASE,,1446915489000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245862,3931294,35.49271,-83.801556,Eagle Creek,Lost Cove Creek,2676.281738,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446915489000,GRSM,UNR,,8,,,Lost Cove Trail,Lakeview Drive West,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1083974400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000095CEBDA3A0DD54C015C7096CBED44140,171470,0101000020110F0000F4E8915AA5B861C1B1EA3226833A5041,171148,>1m <=5m,ATBI DATABASE,,1446915495000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277057,3949261,35.662054,-83.462926,Le Conte Creek,Le Conte Creek,4394.594238,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446915495000,GRSM,UNR,,6,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1070668800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000C93EDFE1B9DB54C00CF490F66DD64140,171475,0101000020110F000043655EF307B761C13EEC3D4A463C5041,171153,>1m <=5m,ATBI DATABASE,,1446915498000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279783,3950655,35.675224,-83.433216,Roaring Fork,Enloe Hollow Branch,4756.486816,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446915498000,GRSM,UNR,,6,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091059200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000005ADCD56473D954C02717F02D0AD64140,171482,0101000020110F000091FE383E19B561C186ECBCF7DD3B5041,171160,>1m <=5m,ATBI DATABASE,,1446915504000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282993,3950238,35.672179,-83.397664,Porters Creek,Porters Creek,2648.368896,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446915504000,GRSM,UNR,,8,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058486400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000B572431472D954C09B4D9BFF04D74140,171484,0101000020110F0000F03A5F2018B561C127FDDD33E43C5041,171162,>1m <=5m,ATBI DATABASE,,1446915505000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283021,3951087,35.679833,-83.397584,Porters Creek,Porters Creek,2417.21582,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446915505000,GRSM,UNR,,4,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1147910400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,emergence trap, , ,cert,ATBI Coleoptera Survey
0101000020E6100000E9DD02E3C2DB54C07D28E499C3D34140,171474,0101000020110F000047C71F990FB761C13ECF84F87C395041,171152,>1m <=5m,ATBI DATABASE,,1446915498000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279676,3948346,35.6544,-83.433766,Porters Creek,Styx Branch,6378.262695,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446915498000,GRSM,UNR,,5,,,Boulevard Trail,Alum Cave Bluffs Trailhead Parking,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091059200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E6100000953DCD527DD454C0843919D3CEDA4140,171487,0101000020110F000095716392E2B061C156411168DA405041,171165,>1m <=5m,ATBI DATABASE,,1446915507000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,290108,3954202,35.70943,-83.320145,Little Pigeon River Upper,Ramsey Prong,3189.135986,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446915507000,GRSM,UNR,,3,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1020988800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000009EEEF51B51D354C09D7838D5E8DA4140,171489,0101000020110F0000513C8C99E3AF61C136952E9CF5405041,171167,>1m <=5m,ATBI DATABASE,,1446915508000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,291768,3954251,35.710224,-83.301822,Little Pigeon River Upper,,4557.001953,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446915508000,GRSM,UNR,,6,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1016668800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000B53167979ED354C0F9A525260DDB4140,171488,0101000020110F0000CC97CB6725B061C127957D981B415041,171166,>1m <=5m,ATBI DATABASE,,1446915507000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,291343,3954384,35.711332,-83.306551,Little Pigeon River Upper,,4178.50293,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446915507000,GRSM,UNR,,7,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1016668800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000081022D2DCD154C0A40632C6FDDD4140,171491,0101000020110F00007148476AA7AE61C1AE572CF02E445041,171169,>1m <=5m,ATBI DATABASE,,1446915509000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293886,3956874,35.7343,-83.279099,Cosby Creek,Dunn Creek,3360.566162,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446915509000,GRSM,UNR,,8,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993772800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000FBD40C04DCD154C0365CED3377DE4140,171492,0101000020110F0000E68C40BBA6AE61C1A94748FDAD445041,171170,>1m <=5m,ATBI DATABASE,,1446915509000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293900,3957285,35.738006,-83.27905,Cosby Creek,Indian Camp Creek,3056.080078,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446915509000,GRSM,UNR,,9,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058572800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000551C621720D254C0ECA529021CDE4140,171490,0101000020110F00004DA94A8CE0AE61C134E762924E445041,171168,>1m <=5m,ATBI DATABASE,,1446915508000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293517,3956985,35.735223,-83.283205,East Fork Dunn Creek,,3271.417969,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446915508000,GRSM,UNR,,9,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1077148800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000001D34EC716BD854C03B2FAB36D3DA4140,171485,0101000020110F00002AA8391239B461C1EBFC44FFDE405041,171163,>1m <=5m,ATBI DATABASE,,1446915505000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284552,3954350,35.709564,-83.381554,Little Pigeon River Middle,,1661.278931,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446915505000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1128556800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000007FBE79E60FED54C03DD07E3CA5D04140,171464,0101000020110F0000845D2529C1C561C17FFA3A9F3A365041,171142,>1m <=5m,ATBI DATABASE,,1446915492000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255124,3946283,35.630036,-83.704091,Little River-Crooked Creek,,1802.072754,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915492000,GRSM,UNR,,6,,,West Prong Trail,Upper Tremont Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091145600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000009615538164E454C0EF8456E842C84140,171468,0101000020110F0000C9FC4D3A64BE61C1C9B940D0782D5041,171146,>1m <=5m,ATBI DATABASE,,1446915494000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267204,3938687,35.564535,-83.56863,Little River-Goshen Prong,Hazel Creek,5435.316895,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446915494000,GRSM,UNR,,4,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118016000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,unspecified, , ,cert,ATBI Coleoptera Survey
0101000020E61000004D8099A312EE54C02E0FF93E47C84140,171462,0101000020110F0000FF315BE89CC661C14131D2577D2D5041,171140,>1m <=5m,ATBI DATABASE,,1446915491000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253493,3939070,35.564667,-83.719884,Little River-Crooked Creek,,4777.330078,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915491000,GRSM,UNR,,4,,,Appalachian Trail,Laurel Creek Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091232000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E61000009FB8354C41ED54C09C071AADCFC84140,171463,0101000020110F0000310C2C1DEBC561C1CC93BBC90B2E5041,171141,>1m <=5m,ATBI DATABASE,,1446915491000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254664,3939500,35.568831,-83.707106,Little River-Crooked Creek,,5436.080078,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915491000,GRSM,UNR,,5,,,Appalachian Trail,Laurel Creek Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091145600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E6100000A5FF1F061EEC54C0A2285ED2C9C84140,171465,0101000020110F0000023A2CBCF3C461C19DAFE2AC052E5041,171143,>1m <=5m,ATBI DATABASE,,1446915492000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,Tennessee,256275,3939436,35.568652,-83.689328,Hazel Creek,Mineral Gap Branch,4938.371582,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446915492000,GRSM,UNR,,9,,,Appalachian Trail,Upper Tremont Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144886400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000004B60EFD539E954C063BD28AC5ACB4140,171467,0101000020110F0000C022CB177FC261C109E52F96B3305041,171145,>1m <=5m,ATBI DATABASE,,1446915493000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260430,3941549,35.588698,-83.644151,Little River-Crooked Creek,Double Trestle Branch,4058.468262,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915493000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118102400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000F39E772105EA54C0BAE69A71F6CE4140,171466,0101000020110F0000E1BA61C02BC361C1A6FEB38478345041,171144,>1m <=5m,ATBI DATABASE,,1446915493000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259390,3944707,35.616889,-83.656559,Little River-Crooked Creek,Marks Creek,2282.46167,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915493000,GRSM,UNR,,3,,,Middle Prong Trail,Upper Tremont Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091145600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000A97C490F15F454C05343763980CE4140,171458,0101000020110F0000441D217DB7CB61C1D2B23903FD335041,171136,>1m <=5m,ATBI DATABASE,,1446915488000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245135,3944703,35.613281,-83.813781,Abrams Creek Upper,,2274.744141,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915488000,GRSM,UNR,,7,,,Indian Grave Gap Trail,Methodist Church Parking,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058486400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000042658235DCF554C0911A912AB5C74140,171457,0101000020110F00008198170C3ACD61C16262D3D4E42C5041,171135,>1m <=5m,ATBI DATABASE,,1446915488000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242448,3938887,35.560209,-83.841561,Abrams Creek Upper,Forge Creek,2137.231445,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915488000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000000E7DA56316FB54C0CD8BEF726ECF4140,171456,0101000020110F0000F4196A90AAD161C1947545E5F5345041,171134,>1m <=5m,ATBI DATABASE,,1446915487000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235242,3945799,35.620551,-83.923237,Abrams Creek Lower,Kingfisher Creek,1243.829956,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915487000,GRSM,UNR,,6,,,Cooper Road Trail,Abrams Creek Campground Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1088640000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000019E0136283F354C0B769C68BCDD24140,171460,0101000020110F0000E9AFFEC33BCB61C1353B5DCC7B385041,171138,>1m <=5m,ATBI DATABASE,,1446915489000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246047,3948409,35.646891,-83.80489,Little River-Hesse Creek,,1909.023071,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446915489000,GRSM,UNR,,1,,,Ace Gap Trail,Rich Mountain Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091404800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
