the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000C9EFAC5ED7FA54C01263437ED0BC4140,222279,0101000020110F0000DC5CAD0A75D161C19BB1E1FE86215041,222210,>1m <=5m,ATBI DATABASE,,1446944661000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235112,3929651,35.475106,-83.919391,Chilhowee Lake,Cooper Camp Branch,2025.034302,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446944661000,GRSM,UNR,,9,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000007AF545D0A5DC54C04B143AEC54BC4140,223355,0101000020110F0000D1F7BF53D0B761C1CCF8A92006215041,223286,>1m <=5m,ATBI DATABASE,,1446945249000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277917,3928068,35.471335,-83.447616,Deep Creek,,2548.333496,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945249000,GRSM,UNR,,7,,,Noland Divide Trail,West Deep Creek Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863913600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000002DDDFF88C5DC54C0815F583BE0BC4140,223351,0101000020110F00001668AF44EBB761C10B26CE6897215041,223282,>1m <=5m,ATBI DATABASE,,1446945247000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277753,3928544,35.475586,-83.449553,Deep Creek,,2928.946045,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945247000,GRSM,UNR,,1,,,Noland Divide Trail,Deep Creek Falls And Trail Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863913600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000373A122895DB54C095686A95BDBC4140,223370,0101000020110F0000A1936AC2E8B661C1C4EA664673215041,223301,>1m <=5m,ATBI DATABASE,,1446945258000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279436,3928385,35.474529,-83.430975,Deep Creek,Hammer Branch,2031.216309,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945258000,GRSM,UNR,,8,,,Deep Creek Horse Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027382400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A75EC63339DB54C04B6A3AA57DBC4140,223381,0101000020110F0000F39FA2A99AB661C1A7906C9830215041,223312,>1m <=5m,ATBI DATABASE,,1446945264000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279940,3928156,35.472578,-83.425362,Deep Creek,Indian Creek,1954.79248,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945264000,GRSM,UNR,,6,,,Indian Creek Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000E5C1F0865EDB54C0F24F5F854ABC4140,223374,0101000020110F00002E23D75CBAB661C1AB8BB847FB205041,223305,>1m <=5m,ATBI DATABASE,,1446945260000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279729,3927988,35.471017,-83.42764,Deep Creek,Deep Creek,1895.740967,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945260000,GRSM,UNR,,1,,,Deep Creek Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000915BA3E3FFDA54C08343B8A120BD4140,217970,0101000020110F000023BB95FC69B661C106B9AE92DA215041,223318,>1m <=5m,ATBI DATABASE,,1446945268000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280271,3928700,35.477552,-83.421864,Deep Creek,,2366.106934,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945268000,GRSM,UNR,,8,,,Loop Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000716528A5E2DA54C0179BFF2C5DBD4140,223390,0101000020110F0000B896502651B661C1ED907CB719225041,223324,>1m <=5m,ATBI DATABASE,,1446945271000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280438,3928901,35.479399,-83.420079,Deep Creek,Indian Creek,2242.96582,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945271000,GRSM,UNR,,4,,,Loop Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866851200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004D951172F9DA54C08382CB9D78BD4140,223387,0101000020110F000091E49A8364B661C16B450B5636225041,223320,>1m <=5m,ATBI DATABASE,,1446945269000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280314,3928997,35.480237,-83.421471,Deep Creek,Deep Creek,2256.345459,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945269000,GRSM,UNR,,6,,,Loop Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000003D21251D95DA54C01B2EDA324CBD4140,223395,0101000020110F0000E62D644D0FB661C10DE7AE0208225041,223329,>1m <=5m,ATBI DATABASE,,1446945274000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280866,3928833,35.478881,-83.415347,Deep Creek,Indian Creek,2053.57373,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945274000,GRSM,UNR,,4,,,Indian Creek Trail,Indian Camp Creek Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000D62EB7C5A6DA54C09F38B29219BD4140,223394,0101000020110F0000169AB64C1EB661C15D511736D3215041,223328,>1m <=5m,ATBI DATABASE,,1446945273000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280764,3928664,35.477336,-83.416425,Deep Creek,Indian Creek,2035.011475,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945273000,GRSM,UNR,,3,,,Indian Creek Trail,Indian Camp Creek Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000AFF3F5D06CDA54C0297EE7729EBD4140,223398,0101000020110F0000EA4EDA13EDB561C1523851CB5D225041,223332,>1m <=5m,ATBI DATABASE,,1446945275000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281096,3929106,35.481391,-83.412888,Deep Creek,Indian Creek,2087.686279,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945275000,GRSM,UNR,,4,,,Indian Creek Trail,Indian Camp Creek Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000E9782844BFDA54C0868C832FB2BD4140,223391,0101000020110F000032BD331A33B661C106A5176172225041,223325,>1m <=5m,ATBI DATABASE,,1446945272000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280641,3929184,35.481993,-83.41792,Deep Creek,Indian Creek,2511.385742,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945272000,GRSM,UNR,,3,,,Sunkota Ridge Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866851200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000BFCEA65319DB54C0043876B6EBBD4140,223386,0101000020110F00003F6F3D977FB661C106123E61AE225041,223317,>1m <=5m,ATBI DATABASE,,1446945267000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280147,3929391,35.483749,-83.423417,Deep Creek,Deep Creek,1939.737793,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945267000,GRSM,UNR,,6,,,Deep Creek Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027382400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000D72B78101DB54C09E7A73ABECBD4140,218713,0101000020110F00003F09435C6BB661C174A8C460AF225041,223319,>1m <=5m,ATBI DATABASE,,1446945269000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280279,3929391,35.483778,-83.421963,Deep Creek,,2146.785156,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945269000,GRSM,UNR,,10,,,Loop Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000008F6F9ED354DB54C0668DA9E431BD4140,223376,0101000020110F0000EB2CC11FB2B661C10F2B5593EC215041,223307,>1m <=5m,ATBI DATABASE,,1446945261000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279802,3928770,35.478078,-83.427048,Deep Creek,Deep Creek,1908.129639,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945261000,GRSM,UNR,,2,,,Deep Creek Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000003F94C83BF0DB54C0BC4D0051B2BD4140,223363,0101000020110F00009D46751C36B761C1BFE5048472225041,223294,>1m <=5m,ATBI DATABASE,,1446945253000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278952,3929226,35.481997,-83.436534,Deep Creek,,2392.550293,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945253000,GRSM,UNR,,5,,,Deep Creek Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000008115EC2E2CDB54C067334E1D8DBE4140,223385,0101000020110F000069DC0A9B8FB661C112CF6DBA56235041,223316,>1m <=5m,ATBI DATABASE,,1446945267000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280056,3929940,35.488675,-83.424568,Deep Creek,Deep Creek,1997.406006,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945267000,GRSM,UNR,,6,,,Deep Creek Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000006A94814536DB54C0C44E4AAB1BBF4140,223383,0101000020110F0000858A6E2C98B661C155404B6DEB235041,223314,>1m <=5m,ATBI DATABASE,,1446945266000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280012,3930424,35.493025,-83.425183,Deep Creek,Deep Creek,2049.975586,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945266000,GRSM,UNR,,4,,,Deep Creek Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000009E6BB6F76BDA54C03A8A50C5FDBF4140,223400,0101000020110F00001605585BECB561C1E8873E4AD7245041,223334,>1m <=5m,ATBI DATABASE,,1446945277000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281151,3931162,35.499925,-83.412836,Deep Creek,,3415.125244,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945277000,GRSM,UNR,,7,,,Sunkota Ridge Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,867196800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F5B3EEA504DA54C07146A99191BE4140,223410,0101000020110F00005A88899B94B561C1F50AE75F5B235041,223344,>1m <=5m,ATBI DATABASE,,1446945283000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281693,3929915,35.488811,-83.40653,Deep Creek,,2250.028809,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945283000,GRSM,UNR,,7,,,Indian Creek Trail,Galbraith Creek Rd,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000004ECA49CD63DA54C0829AEA61D9BE4140,223401,0101000020110F0000C01EF26BE5B561C16DE34948A6235041,223335,>1m <=5m,ATBI DATABASE,,1446945277000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281172,3930171,35.491002,-83.412337,Deep Creek,,3113.021973,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945277000,GRSM,UNR,,5,,,Sunkota Ridge Trail,Tom Branch Road,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866851200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000D6C8AEB42CDA54C044319FCA2EBE4140,223405,0101000020110F00003160E6A0B6B561C1B9C12958F4225041,223339,>1m <=5m,ATBI DATABASE,,1446945280000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281463,3929586,35.485796,-83.408975,Deep Creek,Indian Creek,2218.928711,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945280000,GRSM,UNR,,6,,,Indian Creek Trail,Galbraith Creek Rd,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E610000072D1AFFEC6D954C0AB38E2845ABF4140,223420,0101000020110F0000495ED23E60B561C174B6FFFC2C245041,223354,>1m <=5m,ATBI DATABASE,,1446945289000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282051,3930587,35.494943,-83.402767,Deep Creek,Indian Creek,2342.881592,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945289000,GRSM,UNR,,7,,,Indian Creek Trail,Galbraith Creek Rd,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000C2EED1A1C7D954C00C1C298B9DBF4140,223422,0101000020110F0000FEF15EC960B561C1E9A6EEE772245041,223356,>1m <=5m,ATBI DATABASE,,1446945291000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282053,3930814,35.496989,-83.402806,Deep Creek,Indian Creek,2345.303223,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945291000,GRSM,UNR,,6,,,Indian Creek Trail,Galbraith Creek Rd,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056412800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000009154811BC8D954C043045134A5BF4140,223421,0101000020110F00004ED6B73061B561C1D1CCC5E57A245041,223355,>1m <=5m,ATBI DATABASE,,1446945290000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282051,3930840,35.497222,-83.402835,Deep Creek,Indian Creek,2343.301025,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945290000,GRSM,UNR,,4,,,Indian Creek Trail,Galbraith Creek Rd,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000FB4B976D43D954C0F7590EC990BF4140,223433,0101000020110F000021DE7481F0B461C1E5B7CE9865245041,223367,>1m <=5m,ATBI DATABASE,,1446945298000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282784,3930753,35.496599,-83.394736,Deep Creek,,2944.479736,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945298000,GRSM,UNR,,5,,,Indian Creek Motor Trail,Galbraith Creek Rd,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899078400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000093F25053BD954C0EC9C015610BF4140,223434,0101000020110F00001045625DE9B461C1A9DBE39ADF235041,223368,>1m <=5m,ATBI DATABASE,,1446945299000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282820,3930317,35.492679,-83.394223,Deep Creek,,3118.064453,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945299000,GRSM,UNR,,7,,,Indian Creek Motor Trail,Galbraith Creek Rd,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056412800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000E529FC303AD954C0ADF0268021BF4140,223435,0101000020110F0000D32632A9E8B461C1BCA58A82F1235041,223369,>1m <=5m,ATBI DATABASE,,1446945299000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282826,3930375,35.493203,-83.394173,Deep Creek,,3085.266602,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945299000,GRSM,UNR,,2,,,Indian Creek Motor Trail,Galbraith Creek Rd,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056412800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003F80B41B97D954C00CC6956EA3BD4140,223427,0101000020110F00009CC5439337B561C179FDD2FD62225041,223361,>1m <=5m,ATBI DATABASE,,1446945294000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282280,3929094,35.481543,-83.399844,Deep Creek,Queen Branch,3296.862549,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945294000,GRSM,UNR,,4,,,Thomas Divide Trail,Galbraith Creek Rd,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056412800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000C1F3E65EAAD954C0A1C2FFC056BD4140,223423,0101000020110F00004FFB54EF47B561C11AB0E00413225041,223357,>1m <=5m,ATBI DATABASE,,1446945291000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282167,3928837,35.479203,-83.40102,Deep Creek,Queen Branch,3146.86084,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945291000,GRSM,UNR,,7,,,Thomas Divide Trail,Galbraith Creek Rd,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897264000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
