the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000BD94B53EA6FA54C0B3BF7C4A7FBC4140,28482,0101000020110F000036B6E7514BD161C19F56BD4F32215041,27592,>1m <=5m,ATBI DATABASE,,1446838857000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,235376,3929368,35.472628,-83.916393,Lake Cheoah-Little Tennessee River,,2119.138916,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446838857000,GRSM,UNR,,1,,,Twentymile Trail,Parson Branch Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000039C55D43DC854C085AA7ED073DE4140,29244,0101000020110F0000D5FD84987BA661C1610EAA71AA445041,28371,>1m <=5m,ATBI DATABASE,,1446839288000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307492,3956968,35.737902,-83.12877,Big Creek,,2183.268066,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446839288000,GRSM,UNR,,5,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957139200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000D9BC122AB3CB54C061595C28C8DE4140,25983,0101000020110F0000B011D1826BA961C1B98E2BB202455041,28357,>1m <=5m,ATBI DATABASE,,1446839280000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,302611,3957361,35.740476,-83.182806,Cosby Creek,Cosby Creek,4006.353271,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446839280000,GRSM,UNR,,3,,,Low Gap Trail,Cosby Campground Road B,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833500800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000009BFF782B42CC54C0B53F72A044DF4140,29226,0101000020110F00008AEE30F7E4A961C1F77C47F084455041,28352,>1m <=5m,ATBI DATABASE,,1446839277000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,301831,3957800,35.744275,-83.191535,Cosby Creek,Cosby Creek,3277.943359,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446839277000,GRSM,UNR,,6,,,Low Gap Trail,Cosby Campground Road B,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833500800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000DD3C0B5E0ECC54C006C5D72A03DF4140,29228,0101000020110F0000906A41F8B8A961C124002C7140455041,28354,>1m <=5m,ATBI DATABASE,,1446839278000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,302112,3957572,35.742277,-83.188373,Cosby Creek,Cosby Creek,3572.63501,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446839278000,GRSM,UNR,,8,,,Low Gap Trail,Cosby Campground Road B,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833500800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000DF81A6CA1CCD54C003361519C5DF4140,25781,0101000020110F0000BAFF21A49EAA61C1B5CA21600B465041,28345,>1m <=5m,ATBI DATABASE,,1446839273000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300634,3958262,35.748196,-83.204878,Cosby Creek,,2567.105957,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446839273000,GRSM,UNR,,6,,,Cosby Horse Trail,Cosby Campground Road B,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957052800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000EC08C4A485CD54C014FF791FE9DF4140,29219,0101000020110F0000925926B1F7AA61C177B8141331465041,28338,>1m <=5m,ATBI DATABASE,,1446839270000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300058,3958397,35.749295,-83.211278,Cosby Creek,,2576.251953,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446839270000,GRSM,UNR,,6,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957052800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000DAA56BF8A6CD54C04267C57CE8DF4140,26466,0101000020110F00001D3C16FF13AB61C13747D06830465041,28335,>1m <=5m,ATBI DATABASE,,1446839268000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299874,3958399,35.749276,-83.213312,Cosby Creek,,2574.609863,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446839268000,GRSM,UNR,,6,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1355529600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000008E8CC6BBB2CD54C02B938977DADF4140,29216,0101000020110F000051B5A1FC1DAB61C1ECE3C6BC21465041,28334,>1m <=5m,ATBI DATABASE,,1446839267000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299808,3958353,35.748848,-83.21403,Cosby Creek,,2613.12793,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446839267000,GRSM,UNR,,6,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000D5B4A298BFCD54C02CDCA34BC0DF4140,29215,0101000020110F0000F73942E928AB61C1997E915906465041,28333,>1m <=5m,ATBI DATABASE,,1446839267000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299735,3958266,35.748049,-83.214815,Cosby Creek,Rock Creek,2665.735352,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446839267000,GRSM,UNR,,6,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065225600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E61000008ED2939CCDCD54C0328B8DCF9DDF4140,29214,0101000020110F000061B47FD034AB61C1300D6443E2455041,28332,>1m <=5m,ATBI DATABASE,,1446839267000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299655,3958151,35.746997,-83.215671,Cosby Creek,Rock Creek,2720.5625,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446839267000,GRSM,UNR,,9,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957052800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000009FFDEDDD2CC54C0D31C729606D24140,29223,0101000020110F0000F8CF4FDB5FAA61C19F3F46DEAB375041,28346,>1m <=5m,ATBI DATABASE,,1446839274000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,300775,3946341,35.640819,-83.200366,Straight Fork Raven Fork,,5102.143555,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839274000,GRSM,UNR,,7,,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,866851200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000E51E3E88FBCD54C0048F181237D24140,29213,0101000020110F0000E7C996D05BAB61C1B4773C89DE375041,28331,>1m <=5m,ATBI DATABASE,,1446839266000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299139,3946542,35.642299,-83.218473,Straight Fork Raven Fork,Straight Fork Raven Fork,3652.229004,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839266000,GRSM,UNR,,7,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957398400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000A5BCA06255CE54C03BA9E798C4D04140,29209,0101000020110F0000BDA28520A8AB61C1BEAF44645B365041,28327,>1m <=5m,ATBI DATABASE,,1446839263000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,298614,3945299,35.630993,-83.223958,Straight Fork Raven Fork,Byrd Branch,4016.541504,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839263000,GRSM,UNR,,5,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000006DC3491647CE54C06DC9D4AB68D04140,29210,0101000020110F0000BA58CBFB9BAB61C1FB616556FB355041,28328,>1m <=5m,ATBI DATABASE,,1446839264000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,298686,3944986,35.628187,-83.223085,Straight Fork Raven Fork,Grass Branch,3961.067383,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839264000,GRSM,UNR,,6,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000AD300EA52BCE54C02FA8E01111D04140,29212,0101000020110F0000DA1043AD84AB61C187052ACE9F355041,28330,>1m <=5m,ATBI DATABASE,,1446839265000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,298831,3944686,35.625514,-83.22141,Straight Fork Raven Fork,Grass Branch,3756.003418,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839265000,GRSM,UNR,,4,,,Beech Gap Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000051B7A7CF61CD54C06D5AA4EE62D04140,29217,0101000020110F0000F48F6C42D9AA61C18B364257F5355041,28336,>1m <=5m,ATBI DATABASE,,1446839268000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299953,3944938,35.628012,-83.209091,Straight Fork Raven Fork,,3404.193115,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839268000,GRSM,UNR,,4,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000002194D9AE5DCD54C011D682BB8CD04140,29218,0101000020110F00003A0AE1C0D5AA61C142258A0421365041,28337,>1m <=5m,ATBI DATABASE,,1446839269000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299979,3945079,35.629288,-83.208839,Straight Fork Raven Fork,,3552.452148,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839269000,GRSM,UNR,,8,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004522F51D4ACD54C0ACB368AE91D14140,29221,0101000020110F00009E40D322C5AA61C1D6AE90B231375041,28340,>1m <=5m,ATBI DATABASE,,1446839271000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,300107,3945960,35.637251,-83.207645,Straight Fork Raven Fork,,4403.65332,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839271000,GRSM,UNR,,7,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000005D67CA8150CD54C0949AB7967BD14140,29220,0101000020110F0000AC852390CAAA61C1591B5A9C1A375041,28339,>1m <=5m,ATBI DATABASE,,1446839270000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,300070,3945886,35.636577,-83.208035,Straight Fork Raven Fork,,4352.775391,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839270000,GRSM,UNR,,5,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1369612800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000043A5442420CC54C0FB833B3653D04140,29225,0101000020110F0000C62DC310C8A961C1EA8438EAE4355041,28351,>1m <=5m,ATBI DATABASE,,1446839277000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,301730,3944845,35.627533,-83.189458,Straight Fork Raven Fork,,4001.998535,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839277000,GRSM,UNR,,3,,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,867283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000010F194A3ECC54C0344395670CD04140,29224,0101000020110F0000098484ABE1A961C116604DEE9A355041,28350,>1m <=5m,ATBI DATABASE,,1446839276000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,301558,3944609,35.625372,-83.191298,Straight Fork Raven Fork,,3931.072021,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839276000,GRSM,UNR,,3,,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,867283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000590C08548FCB54C0CE54D8B1B6D04140,29230,0101000020110F00004FD54C134DA961C1AE9653DD4C365041,28356,>1m <=5m,ATBI DATABASE,,1446839279000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302538,3945164,35.630569,-83.180619,Straight Fork Raven Fork,Ledge Creek,4345.625977,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839279000,GRSM,UNR,,10,,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,867283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B307C26476CB54C043202A9C83D04140,29231,0101000020110F000008E3FBE537A961C19C52557C17365041,28358,>1m <=5m,ATBI DATABASE,,1446839281000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302672,3944988,35.62901,-83.179097,Straight Fork Raven Fork,Ledge Creek,4254.326172,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839281000,GRSM,UNR,,4,,,Palmer Creek Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,867283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000007BAB696F14CB54C002C119856FD04140,29238,0101000020110F00005D6CC9B3E4A861C111A25E7E02365041,28365,>1m <=5m,ATBI DATABASE,,1446839285000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,303212,3944908,35.628396,-83.173118,Upper Cataloochee Creek,Falling Rock Creek,4490.60498,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839285000,GRSM,UNR,,8,,,Palmer Creek Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898819200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000002F245DBC2ACB54C022576BDA65D04140,29237,0101000020110F0000E09666A4F7A861C10DF29964F8355041,28364,>1m <=5m,ATBI DATABASE,,1446839284000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,303088,3944878,35.628101,-83.174479,Upper Cataloochee Creek,,4515.197266,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839284000,GRSM,UNR,,6,,,Palmer Creek Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,867283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B9D511F247CB54C08B8C847979D04140,29234,0101000020110F0000BFF9377310A961C1D59A31E50C365041,28361,>1m <=5m,ATBI DATABASE,,1446839282000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,302928,3944948,35.6287,-83.176262,Upper Cataloochee Creek,,4536.536621,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839282000,GRSM,UNR,,6,,,Palmer Creek Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,867283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000000218A16876CB54C03C081B4D17D14140,29232,0101000020110F0000F99845E937A961C13541FCCFB1365041,28359,>1m <=5m,ATBI DATABASE,,1446839281000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302683,3945488,35.633517,-83.179098,Straight Fork Raven Fork,,4435.408691,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839281000,GRSM,UNR,,2,,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,867283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000DB962EE870CB54C013ECF7782CD14140,29233,0101000020110F0000C9BF133D33A961C183EF89EFC7365041,28360,>1m <=5m,ATBI DATABASE,,1446839282000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,302715,3945559,35.634163,-83.178762,Upper Cataloochee Creek,,4445.415039,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446839282000,GRSM,UNR,,6,,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898819200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000005102E44987C954C0322A39BF92D04140,29240,0101000020110F0000FB68D46793A761C18C32644D27365041,28367,>1m <=5m,ATBI DATABASE,,1446839286000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,305410,3944979,35.629471,-83.148878,Upper Cataloochee Creek,,4368.151855,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839286000,GRSM,UNR,,7,,,Palmer Creek Trail,Balsam Mountain Road (closed Winter),Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B749F1639FC754C0DD34B24289D14140,29249,0101000020110F000090E09008F5A561C15161D5E528375041,28376,>1m <=5m,ATBI DATABASE,,1446839290000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308125,3945755,35.636994,-83.119099,Upper Cataloochee Creek,Palmer Creek,2915.548584,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446839290000,GRSM,UNR,,6,,,Little Cataloochee Trail,Cataloochee Horse Camp,Valid,Robinia_pseudoacacia,Robinia  pseudoacacia,35341,Black Locust,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897523200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
