the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000A3B1723F92F754C0948F8EBF35BC4140,58640,0101000020110F0000EEF3E012AECE61C10074199EE5205041,58079,>1m <=5m,ATBI DATABASE,,1446855859000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239734,3928991,35.470383,-83.868297,Lake Cheoah-Little Tennessee River,Twentymile Creek,1552.283447,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446855859000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020297600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000006D6C8BD228EA54C0643D182566CD4140,58716,0101000020110F0000142281104AC361C1038B7757D6325041,58147,>1m <=5m,ATBI DATABASE,,1446855896000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259156,3943357,35.604673,-83.658738,Little River-Crooked Creek,Sams Creek,2773.882812,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855896000,GRSM,UNR,,3,,,Middle Prong Trail,Upper Tremont Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000025065BCEC0E954C0C61904DC07CE4140,58718,0101000020110F000096D22CB9F1C261C18EB258457F335041,58149,>1m <=5m,ATBI DATABASE,,1446855897000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259746,3943889,35.609608,-83.652389,Little River-Crooked Creek,Lynn Camp Prong,2866.902832,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855897000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005B74947EC0E954C04CFE6E5483CE4140,58719,0101000020110F00008CED6B75F1C261C15853BA4100345041,58150,>1m <=5m,ATBI DATABASE,,1446855898000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259759,3944307,35.613376,-83.65237,Little River-Crooked Creek,Lynn Camp Prong,2319.025391,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855898000,GRSM,UNR,,6,,,Middle Prong Trail,Upper Tremont Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1365984000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000000B9C6C03D7F054C054D28F02DBCF4140,58683,0101000020110F0000D436B987F6C861C1EEDB405267355041,58138,>1m <=5m,ATBI DATABASE,,1446855891000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249758,3945747,35.623864,-83.763119,Little River-Crooked Creek,,3159.931152,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855891000,GRSM,UNR,,4,,,Scott Mountain Trail,Laurel Creek Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899856000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BD973D945EF254C0DA495E4C1CCC4140,58693,0101000020110F0000B2C2471643CA61C1D1F5CBCF7D315041,58127,>1m <=5m,ATBI DATABASE,,1446855885000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247501,3942562,35.594607,-83.787019,Abrams Creek Upper,Rowans Creek,1899.265259,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855885000,GRSM,UNR,,4,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000001B9399F5EF254C0CEA0D3937CCC4140,58695,0101000020110F0000761A9C1F43CA61C1A4284F5FE2315041,58129,>1m <=5m,ATBI DATABASE,,1446855886000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247510,3942888,35.597545,-83.787021,Abrams Creek Upper,Rowans Creek,1865.365356,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855886000,GRSM,UNR,,4,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,978307200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000397F62E328F354C031B1F4FF7CCD4140,58690,0101000020110F000048EC83E8EECA61C16AD73137EE325041,58124,>1m <=5m,ATBI DATABASE,,1446855883000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246416,3943788,35.60537,-83.799366,Abrams Creek Upper,Marthas Branch,1821.907471,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855883000,GRSM,UNR,,7,,,John Oliver Cabin access ,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000AE3463B006F754C0CF26847164CF4140,58649,0101000020110F0000B400E08B37CE61C1CB492271EB345041,58086,>1m <=5m,ATBI DATABASE,,1446855863000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240990,3945596,35.620246,-83.859779,Abrams Creek Lower,,1971.587402,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855863000,GRSM,UNR,,4,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,870912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008301C82CC2F654C06CF61B88CDCE4140,58653,0101000020110F0000805E7B5BFDCD61C176B6B2C64D345041,58091,>1m <=5m,ATBI DATABASE,,1446855865000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241354,3945074,35.61564,-83.855597,Abrams Creek Lower,Stony Branch,2019.244263,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855865000,GRSM,UNR,,4,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000009568702BC2F654C044DF913CCDCE4140,58609,0101000020110F0000418D575AFDCD61C1C7BBC7774D345041,58090,>1m <=5m,ATBI DATABASE,,1446855865000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241354,3945073,35.615631,-83.855597,Abrams Creek Lower,Stony Branch,2019.244263,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855865000,GRSM,UNR,,3,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000006A6F046A70F754C01453FB0AD8CC4140,58646,0101000020110F00008210B95691CE61C1431C98E841325041,58084,>1m <=5m,ATBI DATABASE,,1446855862000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240341,3943404,35.600336,-83.866232,Abrams Creek Lower,Abrams Creek,1735.251099,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855862000,GRSM,UNR,,6,,,Abrams Falls Trail,Abrams Falls Parking Lot,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899942400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001178F0AB83F754C09BD2EC5415CB4140,58645,0101000020110F00003F0CB5B1A1CE61C182C8852B6B305041,58083,>1m <=5m,ATBI DATABASE,,1446855861000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240190,3941881,35.586582,-83.867407,Abrams Creek Lower,More Licker Branch,2211.923828,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855861000,GRSM,UNR,,7,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000043CC97AA83F754C0BF95600915CB4140,58644,0101000020110F00008C5190B0A1CE61C16DE59FDC6A305041,58082,>1m <=5m,ATBI DATABASE,,1446855860000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240190,3941880,35.586573,-83.867407,Abrams Creek Lower,More Licker Branch,2211.923828,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855860000,GRSM,UNR,,7,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000232685D2C7F654C0F20E4B5EB8CA4140,58652,0101000020110F00003F2E592702CE61C118A6F8150A305041,58089,>1m <=5m,ATBI DATABASE,,1446855865000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241220,3941536,35.583745,-83.855942,Abrams Creek Lower,,2220.243652,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855865000,GRSM,UNR,,4,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000397B6AFFC7F654C093799010B8CA4140,58651,0101000020110F0000B1787A4D02CE61C16E64CCC409305041,58088,>1m <=5m,ATBI DATABASE,,1446855864000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241219,3941535,35.583735,-83.855953,Abrams Creek Lower,,2220.243652,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855864000,GRSM,UNR,,4,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000736354FBAFF654C07A9A4A41E2CA4140,58655,0101000020110F00008A22E8E7EDCD61C1667E2DD435305041,58093,>1m <=5m,ATBI DATABASE,,1446855867000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241356,3941674,35.585023,-83.854487,Abrams Creek Upper,,2153.966309,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855867000,GRSM,UNR,,4,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000595EDB3687F554C0FD657A40DBC94140,58671,0101000020110F0000033976DCF1CC61C134AD882E232F5041,58108,>1m <=5m,ATBI DATABASE,,1446855874000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242972,3940736,35.576997,-83.836374,Abrams Creek Upper,Wildcat Branch,1925.342041,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855874000,GRSM,UNR,,3,,,Gregory Ridge Trail,Forge Creek Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,965088000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E208A829AFF354C06E74119003C84140,58686,0101000020110F0000805398F260CB61C1911CBBAD362D5041,58120,>1m <=5m,ATBI DATABASE,,1446855881000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245538,3939064,35.562602,-83.807562,Abrams Creek Upper,Mill Creek,2601.887939,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855881000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900979200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007D7B81337AF154C01917FF5877CA4140,58701,0101000020110F0000B5A4292081C961C1D8105D2FC62F5041,58135,>1m <=5m,ATBI DATABASE,,1446855889000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248724,3941101,35.58176,-83.773079,Abrams Creek Upper,Rowans Creek,2814.316895,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855889000,GRSM,UNR,,6,,,Russell Field Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,962064000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FBB9579CE0F154C014877893BBCA4140,58700,0101000020110F00002B67211AD8C961C1EBD3886F0D305041,58134,>1m <=5m,ATBI DATABASE,,1446855889000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248164,3941348,35.583843,-83.77933,Abrams Creek Upper,Cork Branch,2494.69043,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855889000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D53E8304E7F154C08F79E4E9FECA4140,58699,0101000020110F00008C9B208BDDC961C1B01304C253305041,58133,>1m <=5m,ATBI DATABASE,,1446855888000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248135,3941577,35.585898,-83.779721,Abrams Creek Upper,Rowans Creek,2338.598145,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855888000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002B32D23CF4F154C0DF8629B50ACB4140,58698,0101000020110F000077EB6BC5E8C961C11B11281360305041,58132,>1m <=5m,ATBI DATABASE,,1446855887000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248063,3941619,35.586257,-83.780528,Abrams Creek Upper,Rowans Creek,2345.133789,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855887000,GRSM,UNR,,2,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FBCDC92DFBF154C03ACDBB1743CB4140,58697,0101000020110F000093B299AAEEC961C11B83EFF59A305041,58131,>1m <=5m,ATBI DATABASE,,1446855887000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248030,3941811,35.587978,-83.780952,Abrams Creek Upper,Rowans Creek,2218.297363,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855887000,GRSM,UNR,,1,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B67F60EC6FF054C0C2BE988B0ACB4140,58706,0101000020110F0000F378CCF99EC861C1F775BFE75F305041,58140,>1m <=5m,ATBI DATABASE,,1446855892000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250211,3941558,35.586252,-83.756827,Abrams Creek Upper,Left Prong Anthony Creek,2557.212402,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855892000,GRSM,UNR,,5,,,Russell Field Trail,Laurel Creek Road,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E289494DF5F054C014AAA8B501CA4140,58702,0101000020110F00007AEF144110C961C1B4D825574B2F5041,58136,>1m <=5m,ATBI DATABASE,,1446855890000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249448,3940682,35.57817,-83.764968,Abrams Creek Upper,,3417.666504,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855890000,GRSM,UNR,,4,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EAD7A6A9ECF054C05A6DD5E003CA4140,58703,0101000020110F00001331BDEA08C961C1FDA8E19A4D2F5041,58137,>1m <=5m,ATBI DATABASE,,1446855890000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249496,3940688,35.578237,-83.764441,Abrams Creek Upper,,3380.623047,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855890000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000006E49F53AB5F054C046204ECF57C84140,58704,0101000020110F0000641994D6D9C861C10BC4FEA28E2D5041,58139,>1m <=5m,ATBI DATABASE,,1446855891000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249762,3939230,35.565173,-83.761057,Abrams Creek Upper,,3998.514893,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855891000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Campground Segment A,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,996537600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009F028BBCBFF354C037C26C5393C54140,58682,0101000020110F0000B37814066FCB61C1587C4308AB2A5041,58117,>1m <=5m,ATBI DATABASE,,1446855879000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245386,3936953,35.543552,-83.808574,Abrams Creek Upper,Lonesome Branch,3542.980469,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855879000,GRSM,UNR,,1,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000064893C1941F354C08442EAA1B6C34140,58689,0101000020110F0000E54C5A7803CB61C159E71883B9285041,58123,>1m <=5m,ATBI DATABASE,,1446855882000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,246041,3935319,35.529004,-83.800844,Eagle Creek,Ekaneetlee Creek,3301.135254,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446855882000,GRSM,UNR,,6,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Thalictrum_thalictroides,Thalictrum  thalictroides,38579,Rue-anemone,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
