the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000001E173C28CFA54C07692BB7C69BC4140,215186,0101000020110F00003D16DAAC35D161C1EDC0C1921B215041,215003,>1m <=5m,ATBI DATABASE,,1446940577000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,235515,3929290,35.471962,-83.914837,Lake Cheoah-Little Tennessee River,,1968.121338,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940577000,GRSM,UNR,,1,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000B78608EEF6E654C0D4F9CC66C9B94140,215258,0101000020110F00001F03926D93C061C15D5B64C65E1E5041,215072,>1m <=5m,ATBI DATABASE,,1446940615000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263229,3926237,35.451452,-83.608817,Lower Fontana Lake-Little Tennessee River,Chambers Creek,1772.199463,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940615000,GRSM,UNR,,5,,,Campsite 98 access,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088640000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,season,cert,Northshore Road EIS
0101000020E61000002B5595C24BE654C0CB16111133B94140,215260,0101000020110F00001B9EB20D02C061C126F1BD0AC21D5041,215074,>1m <=5m,ATBI DATABASE,,1446940616000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264164,3925703,35.446864,-83.59837,Lower Fontana Lake-Little Tennessee River,Welch Branch,1878.442017,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940616000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1082937600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000002AD9987447E654C0057E98BA34B94140,215261,0101000020110F00000BCBC765FEBF61C1A7545EC6C31D5041,215075,>1m <=5m,ATBI DATABASE,,1446940617000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264188,3925708,35.446915,-83.598107,Lower Fontana Lake-Little Tennessee River,Welch Branch,1879.539917,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940617000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065484800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000F53EA4CB5AE654C096E3D08D36B94140,215259,0101000020110F00009640B4D20EC061C1D0B675ADC51D5041,215073,>1m <=5m,ATBI DATABASE,,1446940615000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264081,3925717,35.446971,-83.599288,Lower Fontana Lake-Little Tennessee River,Welch Branch,1891.640991,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940615000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065484800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000065E4ABFE97E454C035BE8EC3D6B94140,215264,0101000020110F00008A093AF58FBE61C13F01D8B46C1E5041,215078,>1m <=5m,ATBI DATABASE,,1446940618000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266593,3926194,35.45186,-83.571773,Fontana Lake-Tuckasegee River,Glady Branch,1932.385986,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940618000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088640000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,season,cert,Northshore Road EIS
0101000020E610000019F0C72783E454C0295C947BAFB94140,215266,0101000020110F000092754D427EBE61C122769EC0431E5041,215080,>1m <=5m,ATBI DATABASE,,1446940619000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266705,3926058,35.450661,-83.570501,Fontana Lake-Tuckasegee River,Glady Branch,1901.381836,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940619000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088640000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,season,cert,Northshore Road EIS
0101000020E610000009EFB57798E454C02F5E9ACCFFB94140,215265,0101000020110F0000FA7D065C90BE61C1B0436D7D971E5041,215079,>1m <=5m,ATBI DATABASE,,1446940618000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266594,3926333,35.453112,-83.571802,Fontana Lake-Tuckasegee River,Glady Branch,1954.227539,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940618000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088640000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,season,cert,Northshore Road EIS
0101000020E6100000F169A45E3DE654C03AC1F73138BA4140,215263,0101000020110F000005E7ECD4F5BF61C111F6214AD21E5041,215077,>1m <=5m,ATBI DATABASE,,1446940618000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264267,3926585,35.454833,-83.597492,Fontana Lake-Tuckasegee River,,1889.76709,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940618000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065484800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003AA1212DFFE654C08BF087832ABA4140,215257,0101000020110F0000B1CF866E9AC061C16D306306C41E5041,215071,>1m <=5m,ATBI DATABASE,,1446940615000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263192,3926567,35.454416,-83.609321,Lower Fontana Lake-Little Tennessee River,Chambers Creek,1839.185181,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940615000,GRSM,UNR,,4,,,Campsite 98 access,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065571200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000000D017E9515E754C01E393ED99BBA4140,215255,0101000020110F0000646F6B76ADC061C123A285313A1F5041,215069,>1m <=5m,ATBI DATABASE,,1446940613000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263078,3926954,35.457874,-83.610688,Lower Fontana Lake-Little Tennessee River,Chambers Creek,1963.645752,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940613000,GRSM,UNR,,5,,,Campsite 98 access,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065571200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000AE1B7A8115E754C0F490CBAD80BA4140,215254,0101000020110F00006AB56B65ADC061C1F4074FDD1D1F5041,215068,>1m <=5m,ATBI DATABASE,,1446940613000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263076,3926862,35.457045,-83.610684,Lower Fontana Lake-Little Tennessee River,Chambers Creek,1939.27771,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940613000,GRSM,UNR,,4,,,Campsite 98 access,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065571200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000451EC6D911E754C086BC29E27DBA4140,215256,0101000020110F0000E951BA4AAAC061C15DAF25F31A1F5041,215070,>1m <=5m,ATBI DATABASE,,1446940614000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263096,3926852,35.45696,-83.61046,Lower Fontana Lake-Little Tennessee River,Chambers Creek,1923.980957,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940614000,GRSM,UNR,,7,,,Campsite 98 access,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065571200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000015DD48A6D1E354C09C0E46E75ABD4140,215267,0101000020110F0000674ED380E7BD61C135BDC65817225041,215081,>1m <=5m,ATBI DATABASE,,1446940619000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267771,3929213,35.47933,-83.559667,Forney Creek,,2235.962891,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940619000,GRSM,UNR,,6,,,White Oak Branch Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1083196800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000005BE8105980E054C0032C307320BE4140,215272,0101000020110F00008688EA3016BB61C13433BE62E5225041,215086,>1m <=5m,ATBI DATABASE,,1446940622000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272492,3929761,35.485358,-83.50783,Noland Creek,Noland Creek,2229.935303,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940622000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065744000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000008D71C60FD9E254C04EB8C85E2BBB4140,215270,0101000020110F0000CF8C9E6014BD61C16CC3F0D7CF1F5041,215084,>1m <=5m,ATBI DATABASE,,1446940621000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,269099,3927283,35.462254,-83.544494,Fontana Lake-Tuckasegee River,Hyatt Branch,2176.712891,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940621000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1051833600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000314FECD62FE354C053E28EC5E3BA4140,215269,0101000020110F00009C91F3135EBD61C1C9FFC92F851F5041,215083,>1m <=5m,ATBI DATABASE,,1446940620000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268612,3927053,35.460069,-83.549791,Fontana Lake-Tuckasegee River,,1922.019287,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940620000,GRSM,UNR,,4,,,Goldmine Loop Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027641600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B593240F51E354C07799D5D338BA4140,215268,0101000020110F00003986964A7ABD61C1C169E6F2D21E5041,215082,>1m <=5m,ATBI DATABASE,,1446940620000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268413,3926479,35.454852,-83.551818,Fontana Lake-Tuckasegee River,Goldmine Branch,1834.168457,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940620000,GRSM,UNR,,4,,,Goldmine Loop Trail,Lakeview Drive East Parking #4,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027641600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BDEFB7F4CADA54C0CB37D824CABC4140,215275,0101000020110F000087DBC8073DB661C1BEF5BD5F80215041,215089,>1m <=5m,ATBI DATABASE,,1446940623000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280557,3928400,35.474912,-83.418633,Deep Creek,Indian Creek,2022.069458,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940623000,GRSM,UNR,,4,,,Indian Creek Trail,Tom Branch Road,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056412800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000516E57BF84DA54C043B49518BDBD4140,215276,0101000020110F00003169FD6601B661C1C1933AC27D225041,215090,>1m <=5m,ATBI DATABASE,,1446940624000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280966,3929213,35.482326,-83.414348,Deep Creek,Indian Creek,2230.031494,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940624000,GRSM,UNR,,4,,,Indian Creek Trail,Indian Camp Creek Road,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969408000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000006359F1A3FDB54C0A55FF93882BD4140,215274,0101000020110F00007A50CCAC9FB661C10C09E15A40225041,215088,>1m <=5m,ATBI DATABASE,,1446940623000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279929,3929039,35.48053,-83.425723,Deep Creek,Deep Creek,1926.151367,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940623000,GRSM,UNR,,6,,,Deep Creek Trail,Tom Branch Road,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027382400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DA69437CE2DB54C0D7CFDECAA6BA4140,215273,0101000020110F00009519546F2AB761C1DFD4B49A451F5041,215087,>1m <=5m,ATBI DATABASE,,1446940622000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278963,3926585,35.458208,-83.435695,Deep Creek,,1853.579346,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446940622000,GRSM,UNR,,3,,,Noland Divide Trail,Deep Creek Maintenance And Residence Road,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1378252800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,by hand,No,day,cert,ATBI
0101000020E610000039A636EA61CC54C0C3716130C1E14140,215282,0101000020110F0000B0133CEDFFA961C1803A08201F485041,215095,>1m <=5m,ATBI DATABASE,,1446940627000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,301704,3959959,35.763701,-83.193472,Cosby Creek,Riding Fork,2543.070557,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446940627000,GRSM,UNR,,8,,,Lower Mount Cammerer Trail,Cosby Entrance Road,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,970185600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000007C834B3479C754C063EB5548DFDF4140,215283,0101000020110F000082FA1A9AD4A561C1E067DDC626465041,215096,>1m <=5m,ATBI DATABASE,,1446940627000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308604,3958175,35.748995,-83.116769,Big Creek,Big Creek,1902.103638,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446940627000,GRSM,UNR,,9,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,970012800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000D20A04E8B4C454C0E73DB10287D54140,215285,0101000020110F0000D88C560B7BA361C18D1FB8D6543B5041,215097,>1m <=5m,ATBI DATABASE,,1446940628000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312324,3949126,35.668176,-83.073538,Lower Cataloochee Creek,Cataloochee Creek,2473.329102,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446940628000,GRSM,UNR,,7,,,Lawson Jenkins-Kerr Cemetery Access,Old Cataloochee Turnpike,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1374710400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000E1A6B35145D354C09AD5336B06C04140,215279,0101000020110F000001BA2396D9AF61C12392D04FE0245041,215093,>1m <=5m,ATBI DATABASE,,1446940626000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291288,3930949,35.500189,-83.301102,Lower Oconaluftee River,Oconaluftee River,1992.628418,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446940626000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1150502400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000404F45225BD354C01147635C0DC14140,215278,0101000020110F000053A11D1DECAF61C14581D9A1F2255041,215092,>1m <=5m,ATBI DATABASE,,1446940625000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291188,3931842,35.508213,-83.302433,Lower Oconaluftee River,Oconaluftee River,2009.75,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446940625000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924566400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000072B23A5D49D354C0FA68AB717AC14140,215281,0101000020110F000021089D05DDAF61C1C2A69A7164265041,215094,>1m <=5m,ATBI DATABASE,,1446940626000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291295,3932209,35.511542,-83.301349,Lower Raven Fork,Raven Fork,2016.376831,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446940626000,GRSM,UNR,,6,,,Oconaluftee River Trail,Oconaluftee Maintenance Area,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969408000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B6E7EBF260D354C09B06E1EB9AC14140,215277,0101000020110F0000D3636D0DF1AF61C16A0D715486265041,215091,>1m <=5m,ATBI DATABASE,,1446940624000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291167,3932322,35.512533,-83.302788,Lower Oconaluftee River,Oconaluftee River,2018.367676,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446940624000,GRSM,UNR,,6,,,Oconaluftee River Trail,Oconaluftee Maintenance Area,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969408000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D77379437FEB54C02CEDC454D6D74140,215241,0101000020110F0000FE5A5BE66CC461C1DAF70815BF3D5041,215057,>1m <=5m,ATBI DATABASE,,1446940606000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257509,3952456,35.686222,-83.679638,Little River-Goshen Prong,Pipestem Branch,2049.101807,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446940606000,GRSM,UNR,,2,,,Roundtop Trail,Little River Gorge Road,Valid,Microstegium_vimineum,Microstegium  vimineum,25267,Japanese Stilt Grass,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1192320000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,day,cert,ATBI
