the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000023C9FA6D32FB54C0AC37CCD2B9BD4140,211763,0101000020110F0000CD9FF960C2D161C1BF356D587A225041,211526,>1m <=5m,ATBI DATABASE,,1446938632000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234631,3930456,35.482227,-83.924949,Chilhowee Lake,,2083.352539,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446938632000,GRSM,UNR,,2,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000008BE6C98133DC54C0D3BDB6CD40CE4140,211993,0101000020110F000026CD1C3F6FB761C18E490BC2BA335041,211756,>1m <=5m,ATBI DATABASE,,1446938755000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278935,3943585,35.611346,-83.44064,Deep Creek,Deep Creek,5490.000977,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938755000,GRSM,UNR,,6,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927590400000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000029D006E49BDE54C0E403DAD4FBCC4140,211977,0101000020110F0000EEF1CEBD7AB961C1B5D6754A67325041,211740,>1m <=5m,ATBI DATABASE,,1446938746000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275499,3942570,35.601428,-83.478261,Little River-Goshen Prong,,4963.806152,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938746000,GRSM,UNR,,6,,,Sugarland Mountain Trail,Clingmans Dome Access Road,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,998956800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049AA17C590DE54C0D359AFE700D34140,211978,0101000020110F0000C602E84B71B961C1CEDCD079B1385041,211741,>1m <=5m,ATBI DATABASE,,1446938747000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275692,3947786,35.648458,-83.477582,West Prong Little Pigeon River Upper,Big Branch,5015.061523,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938747000,GRSM,UNR,,3,,,Bullhead Trail,Newfound Gap Road North,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872121600000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000013BD4FFF20DF54C0254E6FD2F6D24140,211974,0101000020110F0000D661F5C9EBB961C12D9704F0A6385041,211737,>1m <=5m,ATBI DATABASE,,1446938744000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274894,3947772,35.648151,-83.486385,West Prong Little Pigeon River Upper,,4628.130859,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938744000,GRSM,UNR,,6,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902880000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DAD511AB12DF54C0AFFE392097D24140,211975,0101000020110F0000AB04859EDFB961C1992231EC42385041,211738,>1m <=5m,ATBI DATABASE,,1446938745000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274965,3947446,35.64523,-83.48551,West Prong Little Pigeon River Upper,Ramp Creek,3884.945557,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938745000,GRSM,UNR,,1,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902880000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F5952EFA93DF54C0844458691FD54140,211973,0101000020110F00007AD700714DBA61C1140E8A89E83A5041,211736,>1m <=5m,ATBI DATABASE,,1446938744000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274306,3949659,35.665014,-83.493403,West Prong Little Pigeon River Upper,Twomile Branch,3212.966309,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938744000,GRSM,UNR,,9,,,Bullhead Trail,Cherokee Orchard Road,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898041600000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001973AC92F5DF54C086720964CFD74140,211970,0101000020110F0000E4035754A0BA61C1E45533D3B73D5041,211733,>1m <=5m,ATBI DATABASE,,1446938742000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273826,3952002,35.68601,-83.49936,Le Conte Creek,Le Conte Creek,1974.711914,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938742000,GRSM,UNR,,8,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896659200000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B9B1A9EBD7DD54C0CB427351B8D44140,211984,0101000020110F0000E120CD4DD4B861C11438C7C47C3A5041,211747,>1m <=5m,ATBI DATABASE,,1446938750000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276751,3949248,35.661868,-83.4663,Le Conte Creek,Le Conte Creek,4066.977783,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938750000,GRSM,UNR,,2,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900892800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005195471B6DD954C0353A0F4AFFD64140,211999,0101000020110F000020F639E713B561C1491DBA3BDE3C5041,211762,>1m <=5m,ATBI DATABASE,,1446938759000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283048,3951067,35.679659,-83.39728,Porters Creek,Porters Creek,2439.120605,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938759000,GRSM,UNR,,9,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,869616000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000043E21E4BBFD854C08ED51FCEB4D44140,212000,0101000020110F00000DE69F4880B461C1E0EEAF18793A5041,211763,>1m <=5m,ATBI DATABASE,,1446938760000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283960,3949058,35.661761,-83.386672,Porters Creek,Porters Creek,3297.746582,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938760000,GRSM,UNR,,7,,,Porters Creek Trail,Porters Creek Scenic Loop,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,869702400000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007A1B7FC859D054C0C68AFD19E9DF4140,212010,0101000020110F0000EAA036B45EAD61C117FE560D31465041,211773,>1m <=5m,ATBI DATABASE,,1446938766000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,296061,3958488,35.749294,-83.255476,Cosby Creek,,3228.040039,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938766000,GRSM,UNR,,7,,,Gabes Mountain Trail,Cosby Campground Road B,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961459200000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000049507D99A8D954C0E6FCD48553DF4140,211996,0101000020110F00009E9A3F6E46B561C10509A88694455041,211759,>1m <=5m,ATBI DATABASE,,1446938757000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282896,3958294,35.74473,-83.400911,Little Pigeon River Middle,,1622.650635,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938757000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901843200000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003DE8BB56A0D954C0563C5F071CDF4140,211997,0101000020110F0000409A2F6A3FB561C155DFF1745A455041,211760,>1m <=5m,ATBI DATABASE,,1446938758000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282937,3958105,35.743036,-83.400407,Little Pigeon River Middle,Copeland Creek,1588.853271,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938758000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Road,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899164800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006297F7248FD954C0CCD881876ADD4140,211998,0101000020110F00009993C3CF30B561C152CE1EE294435041,211761,>1m <=5m,ATBI DATABASE,,1446938758000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282996,3956635,35.729807,-83.399358,Little Pigeon River Middle,Little Pigeon River,1896.534058,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938758000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874368000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000007EE1F8FE9DC54C0935ACFE054D94140,211992,0101000020110F0000EAFF09DD09B861C19BB9FD1E4F3F5041,211755,>1m <=5m,ATBI DATABASE,,1446938755000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278168,3953212,35.697896,-83.451751,Roaring Fork,,2920.910645,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938755000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899251200000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000659A08741DC54C07B1EF45D6BD94140,211994,0101000020110F0000AD78F6277BB761C10657D8A3663F5041,211757,>1m <=5m,ATBI DATABASE,,1446938756000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279098,3953265,35.698582,-83.441496,Dudley Creek,,3055.77832,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938756000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902966400000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F651485D2BDC54C0E5DAA5549CD84140,211995,0101000020110F000043A2BD5468B761C1FE3CBB208E3E5041,211758,>1m <=5m,ATBI DATABASE,,1446938757000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279203,3952561,35.692264,-83.440143,Dudley Creek,Dudley Creek,3445.969482,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938757000,GRSM,UNR,,4,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902966400000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006AE8CC61EAE954C0C5E7785371D84140,211917,0101000020110F000093F9A70815C361C126BD3A28613E5041,211680,>1m <=5m,ATBI DATABASE,,1446938715000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259760,3952920,35.690952,-83.654926,Little River-Goshen Prong,Indian Camp Branch,2026.964233,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446938715000,GRSM,UNR,,6,,,Roundtop Trail,Wear Cove Gap Road,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149292800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed,No,day,prob.,ATBI
0101000020E6100000B24215278CED54C0EB616999F2D44140,211905,0101000020110F00009BCF34B02AC661C1B61339B1B93A5041,211668,>1m <=5m,ATBI DATABASE,,1446938708000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254540,3950031,35.663647,-83.711675,Little River-Rudd Branch,Little River,1323.735596,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446938708000,GRSM,UNR,,7,,,Chestnut Top Trail,Townsend Entrance Road,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177804800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E610000049071938E8EF54C04ADB1B2369D14140,211899,0101000020110F0000B662DEB82BC861C178E8345407375041,211662,>1m <=5m,ATBI DATABASE,,1446938705000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251116,3947058,35.636014,-83.748544,Little River-Crooked Creek,,1643.705322,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446938705000,GRSM,UNR,,6,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000008A4CE92EC3E254C0CDA078DA49CE4140,211947,0101000020110F000024CDCDCB01BD61C183BB4A36C4335041,211710,>1m <=5m,ATBI DATABASE,,1446938731000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269648,3943851,35.611622,-83.543159,Little River-Goshen Prong,Fish Camp Prong,2926.864014,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938731000,GRSM,UNR,,6,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927676800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008BBE99D018E454C00A9835BB72C84140,211944,0101000020110F00003199A5F123BE61C1CC12A3BEAA2D5041,211707,>1m <=5m,ATBI DATABASE,,1446938729000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,267627,3938838,35.565994,-83.564011,Little River-Goshen Prong,Jonas Creek,5422.496582,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938729000,GRSM,UNR,,4,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-631152000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000003B04C8AF03E054C0ED5A49D285C44140,211967,0101000020110F0000A211F450ACBA61C1735FF8BD91295041,211730,>1m <=5m,ATBI DATABASE,,1446938740000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273323,3935287,35.535327,-83.500221,Noland Creek,,5258.009277,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938740000,GRSM,UNR,,9,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000B99F42F70AE054C0E675688B7DC44140,211966,0101000020110F0000B74C9B7FB2BA61C155228C1A89295041,211729,>1m <=5m,ATBI DATABASE,,1446938740000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273282,3935260,35.535074,-83.500665,Noland Creek,,5254.755859,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938740000,GRSM,UNR,,10,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004F09D990B7E054C0BC38ACDBA6C14140,211957,0101000020110F0000DFA5701645BB61C16A99CEC892265041,211720,>1m <=5m,ATBI DATABASE,,1446938735000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272264,3932824,35.512898,-83.5112,Noland Creek,,3385.126953,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938735000,GRSM,UNR,,3,,,Springhouse Branch Trail,Clingmans Dome Road Parking #3,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087516800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D218CEB193E054C09EF067BF88C14140,211960,0101000020110F00007069479F26BB61C15FA3275E73265041,211723,>1m <=5m,ATBI DATABASE,,1446938737000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272460,3932717,35.511979,-83.509011,Noland Creek,,3266.10498,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938737000,GRSM,UNR,,7,,,Springhouse Branch Trail,Clingmans Dome Road Parking #3,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1083283200000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000B97E0E4705E754C029822BE564C04140,211941,0101000020110F0000B3F9119D9FC061C1C27F93DF42255041,211704,>1m <=5m,ATBI DATABASE,,1446938727000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263301,3931966,35.503072,-83.609693,Forney Creek,,4687.709961,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938727000,GRSM,UNR,,6,,,Bear Creek Trail,Lakeview Drive East Parking #4,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149638400000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000005BDE5CC99CE554C0A65C769C63C44140,211942,0101000020110F0000142ACD726DBF61C15103AF096E295041,211705,>1m <=5m,ATBI DATABASE,,1446938728000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,265388,3935376,35.534283,-83.58769,Forney Creek,,4547.773438,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938728000,GRSM,UNR,,10,,,Welch Ridge Trail,Clingmans Dome Road Parking #3,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000006AB93ECF06E554C0BD16AFE430C64140,211943,0101000020110F00005147AA12EEBE61C1E71FF1804F2B5041,211706,>1m <=5m,ATBI DATABASE,,1446938728000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266259,3936916,35.54836,-83.578537,Hazel Creek,Hazel Creek,4452.536133,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938728000,GRSM,UNR,,6,,,Hazel Creek Trail,Clingmans Dome Road Parking #3,Valid,Maianthemum_racemosum_racemosum,Maianthemum  racemosum racemosum,23807,Feathery False Solomon's-seal,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090972800000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Liliaceae, ,~,observed, , ,cert,INHS plant survey
