the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000075D7BCC8BF754C02C39DD68B6BA4140,49451,0101000020110F00003571B698A8CE61C18D0855E3551F5041,48926,>1m <=5m,ATBI DATABASE,,1446850671000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239732,3927692,35.458685,-83.867903,Lake Cheoah-Little Tennessee River,Little Tennessee River,1542.627441,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446850671000,GRSM,UNR,,10,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000065E91DE314F254C08C6F8CCAF1C44140,49474,0101000020110F0000ABF11F8004CA61C11BA8166E022A5041,48948,>1m <=5m,ATBI DATABASE,,1446850683000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247733,3936339,35.538622,-83.782521,Eagle Creek,,4046.238281,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446850683000,GRSM,UNR,,5,,,Appalachian Trail,Cades Cove Loop Road,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902361600000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000051A5E068C8F354C095E8EC71DAC14140,49467,0101000020110F00006E8ECF6376CB61C1EF90299CC8265041,48940,>1m <=5m,ATBI DATABASE,,1446850678000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245246,3933728,35.514472,-83.809103,Eagle Creek,,4289.727051,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446850678000,GRSM,UNR,,7,,,Appalachian Trail,Payne Cemetery Access Road,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CB10A6ACCFF354C0A7C148CAFEC24140,49466,0101000020110F000051A4508F7CCB61C1A3FF6BA9F9275041,48939,>1m <=5m,ATBI DATABASE,,1446850678000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245234,3934719,35.523394,-83.809546,Eagle Creek,Big Tommy Branch,3498.822021,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446850678000,GRSM,UNR,,4,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,894585600000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003FB702D049F554C074F597A821C34140,49463,0101000020110F000009D270B6BDCC61C17DD9490C1E285041,48936,>1m <=5m,ATBI DATABASE,,1446850676000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,243144,3934897,35.524458,-83.832626,Lake Cheoah-Little Tennessee River,,4396.772461,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850676000,GRSM,UNR,,8,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,964483200000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004D23A5ED40F554C01114E40C2AC34140,49464,0101000020110F00003643D22AB6CC61C169511ECE26285041,48937,>1m <=5m,ATBI DATABASE,,1446850677000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,243194,3934924,35.524714,-83.832084,Abrams Creek Upper,,4370.911133,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850677000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E75C159ED3F554C0DCB27057C4C24140,49458,0101000020110F0000687A1EC032CD61C1B6DE87ABBC275041,48932,>1m <=5m,ATBI DATABASE,,1446850674000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242372,3934603,35.52161,-83.841037,Lake Cheoah-Little Tennessee River,,4413.511719,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850674000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000002147E093D7F554C0EECB6D90C3C24140,49457,0101000020110F0000712A221D36CD61C1DCD1DCDBBB275041,48931,>1m <=5m,ATBI DATABASE,,1446850674000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,242350,3934601,35.521586,-83.841279,Lake Cheoah-Little Tennessee River,,4443.414062,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850674000,GRSM,UNR,,9,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,964483200000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F1443440FDF554C08C791021BFC24140,49455,0101000020110F00008A78101C56CD61C18B9E1C3BB7275041,48929,>1m <=5m,ATBI DATABASE,,1446850673000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,242141,3934592,35.521451,-83.843578,Lake Cheoah-Little Tennessee River,,4340.593262,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850673000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,842227200000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000022B2666909F454C00BA737693BC04140,49465,0101000020110F00001DDB9C98ADCB61C1DCFA4E9817255041,48938,>1m <=5m,ATBI DATABASE,,1446850677000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244846,3932333,35.501806,-83.81307,Eagle Creek,,3750.879395,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446850677000,GRSM,UNR,,9,,,Appalachian Trail,Payne Cemetery Access Road,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FA9F50708DF754C01310974CB0C24140,49452,0101000020110F000009EA46FDA9CE61C15D3183C1A7275041,48927,>1m <=5m,ATBI DATABASE,,1446850672000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239924,3934606,35.520998,-83.868004,Abrams Creek Lower,,4786.604492,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850672000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000D59CB7A28EF654C0A66F10BC80C24140,49453,0101000020110F00007E59C295D1CD61C10A12871F76275041,48928,>1m <=5m,ATBI DATABASE,,1446850672000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241330,3934404,35.519547,-83.852452,Lake Cheoah-Little Tennessee River,Moore Springs Branch,4604.866211,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446850672000,GRSM,UNR,,6,,,Long Hungry Ridge Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000286632B964F554C0C1342D2DFAC54140,49459,0101000020110F000068C36D91D4CC61C11A126563162B5041,48933,>1m <=5m,ATBI DATABASE,,1446850675000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243066,3937368,35.54669,-83.834269,Abrams Creek Upper,,2614.431396,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850675000,GRSM,UNR,,6,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000041AA918B61F554C0AC5AB51FF4C54140,49460,0101000020110F000079136ADED1CC61C189A90512102B5041,48934,>1m <=5m,ATBI DATABASE,,1446850675000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243083,3937347,35.546506,-83.834075,Abrams Creek Upper,,2591.942627,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850675000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000CAAAC161CDFA54C0A2932EC8D9C64140,49447,0101000020110F00001EC7158F6CD161C128F8A6CDFF2B5041,48923,>1m <=5m,ATBI DATABASE,,1446850670000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235425,3938349,35.553514,-83.918781,Abrams Creek Lower,,3003.034424,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850670000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004140A379A2FA54C0E91DFA30F3C64140,49448,0101000020110F000093FE441E48D161C1947722541A2C5041,48924,>1m <=5m,ATBI DATABASE,,1446850670000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235665,3938428,35.55429,-83.916163,Abrams Creek Lower,,3072.819824,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850670000,GRSM,UNR,,5,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000075597A376DFA54C07E99FEE5CDC64140,49449,0101000020110F0000FCF8C5E21AD161C15442E065F32B5041,48925,>1m <=5m,ATBI DATABASE,,1446850671000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235956,3938293,35.553152,-83.912912,Abrams Creek Lower,,2907.317383,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850671000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B7764C24ABFC54C0C2E18B4A38C04140,49441,0101000020110F0000E0DC115202D361C123171A5714255041,48918,>1m <=5m,ATBI DATABASE,,1446850667000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232609,3932680,35.501711,-83.947941,Chilhowee Lake,,1856.144897,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850667000,GRSM,UNR,,7,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000055AFD2A5ABFC54C084048574CAC04140,49443,0101000020110F0000832613C002D361C1F3DB23D4AC255041,48919,>1m <=5m,ATBI DATABASE,,1446850667000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232621,3933175,35.506172,-83.947972,Chilhowee Lake,,1867.141113,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850667000,GRSM,UNR,,5,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001D8EC56E93FC54C0D1096E92C9C04140,49444,0101000020110F00001EF6372FEED261C16BCE42E8AB255041,48920,>1m <=5m,ATBI DATABASE,,1446850668000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232755,3933168,35.506145,-83.946494,Chilhowee Lake,,1927.298462,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850668000,GRSM,UNR,,3,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007D298085B3FE54C01CFC4BF2A6C24140,49439,0101000020110F0000AD337B47BCD461C141B017FF9D275041,48916,>1m <=5m,ATBI DATABASE,,1446850666000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229791,3934875,35.520713,-83.979703,Chilhowee Lake,Tabcat Creek,977.023682,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850666000,GRSM,UNR,,5,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000F93F8DFC53FF54C09A3A55DFF5C34140,49437,0101000020110F000064AAEE8F44D561C1E6F38082FB285041,48914,>1m <=5m,ATBI DATABASE,,1446850664000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228937,3936036,35.530934,-83.989497,Chilhowee Lake,Shop Creek,917.790649,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850664000,GRSM,UNR,,9,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000A9B0E7A501FC54C05E0CF64A4CC44140,49445,0101000020110F0000D145985E72D261C16E908EB355295041,48921,>1m <=5m,ATBI DATABASE,,1446850669000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233653,3936187,35.533571,-83.937596,Abrams Creek Lower,Bunker Hill Branch,2606.614502,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850669000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000371C12CE39FE54C0F772FCB05BC74140,49440,0101000020110F00004B85C4E754D461C1BFE6C46B872C5041,48917,>1m <=5m,ATBI DATABASE,,1446850666000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230588,3938934,35.557479,-83.972274,Abrams Creek Lower,Panther Creek,1173.215088,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850666000,GRSM,UNR,,2,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A5E1B0A1ACFF54C052C6095D53C74140,49435,0101000020110F0000B8F738D98FD561C1C06117BA7E2C5041,48912,>1m <=5m,ATBI DATABASE,,1446850663000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228535,3938968,35.557225,-83.994907,Abrams Creek Lower,Abrams Creek,964.996094,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850663000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EF004AA1BEFF54C054DADA834FC74140,49434,0101000020110F0000BA0275229FD561C131F098B57A2C5041,48911,>1m <=5m,ATBI DATABASE,,1446850663000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228435,3938958,35.557107,-83.996006,Abrams Creek Lower,Abrams Creek,872.771667,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446850663000,GRSM,UNR,,5,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000036A8568F76FF54C0D2C20A5C03C74140,49436,0101000020110F00004783E8EC61D561C15EFE04352B2C5041,48913,>1m <=5m,ATBI DATABASE,,1446850664000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228826,3938688,35.554783,-83.991607,Abrams Creek Lower,Panther Creek,964.237915,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850664000,GRSM,UNR,,1,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994809600000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000003908BE9259FB54C021CE3A182ECA4140,49446,0101000020110F000054AB9C9FE3D161C15D4D73B0792F5041,48922,>1m <=5m,ATBI DATABASE,,1446850669000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234735,3941258,35.579525,-83.927338,Abrams Creek Lower,Polecat Branch,2173.936035,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850669000,GRSM,UNR,,7,,,Hannah Mountain Trail,Abrams Creek Campground Access Road,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001B2B6E3263F054C0BBD129CAD0D14140,49492,0101000020110F00007DDAD22A94C861C16090A5A573375041,48963,>1m <=5m,ATBI DATABASE,,1446850691000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250446,3947428,35.639177,-83.75605,Little River-Crooked Creek,,1857.475708,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446850691000,GRSM,UNR,,5,,,Scott Mountain Trail,Laurel Creek Road,Valid,Silene_stellata,Silene  stellata,36999,WidowÆs-frill,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Caryophyllidae,Spermatophyta,Magnoliophyta, , ,Caryophyllales, , , , ,Caryophyllaceae, ,~,observed, ,year,cert,Fridley Veg Plots
