the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000005150C401B8F754C0CC4A2F4B6ABC4140,74249,0101000020110F0000CA807C24CECE61C1656C0E6A1C215041,73620,>1m <=5m,ATBI DATABASE,,1446864753000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239530,3929175,35.471987,-83.870602,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1487.986572,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864753000,GRSM,UNR,,2,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020384000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000AE470289FDD054C07A4DDFD073CE4140,74413,0101000020110F00009E5751C7E9AD61C1D062AB0CF0335041,73772,>1m <=5m,ATBI DATABASE,,1446864835000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,294808,3943378,35.612903,-83.265471,Upper Raven Fork,Enloe Creek,3885.523682,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864835000,GRSM,UNR,,6,,,Enloe Creek Trail,Straight Fork Road,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000002593C322E4D654C04CF808A919CB4140,74403,0101000020110F000083736EBBECB261C1C6E7C5B06F305041,73762,>1m <=5m,ATBI DATABASE,,1446864829000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286386,3940669,35.586714,-83.35767,Upper Oconaluftee River,,2777.677979,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864829000,GRSM,UNR,,5,,,Kephart Prong Trail,Kephart Prong Trail Pullout Parking # 1,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E610000039A3C077A5D554C09370F155CAC84140,74404,0101000020110F000030F35916DEB161C19DCB4336062E5041,73763,>1m <=5m,ATBI DATABASE,,1446864830000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,288101,3938625,35.568668,-83.33822,Upper Oconaluftee River,Collins Creek,2490.149414,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864830000,GRSM,UNR,,6,,,Smokemont Loop Trail,Collins Creek Picnic Area Upper Loop,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000AA93100543D454C0AC031A5806C24140,74405,0101000020110F00001A92F40DB1B061C1F82B3F6AF6265041,73764,>1m <=5m,ATBI DATABASE,,1446864831000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289924,3932715,35.515812,-83.316587,Lower Oconaluftee River,,2483.057373,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864831000,GRSM,UNR,,4,,,Mingus Creek Trail,Mingus Mill Access Road,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1371168000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000083D2CE6BF7DE54C07CE08B78B0C74140,74387,0101000020110F00007E766D7AC8B961C16261EAEDDF2C5041,73747,>1m <=5m,ATBI DATABASE,,1446864820000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274877,3937994,35.560066,-83.483847,Noland Creek,Clingmans Creek,5149.285645,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864820000,GRSM,UNR,,7,,,Noland Divide Trail,Clingmans Dome Access Road,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085270400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000082883226ADDF54C0A3F45C11C2C74140,74385,0101000020110F00001259E8D162BA61C11F7EF54CF22C5041,73745,>1m <=5m,ATBI DATABASE,,1446864819000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273873,3938079,35.560603,-83.494939,Noland Creek,,6402.121094,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864819000,GRSM,UNR,,6,,,Clingmans Dome Trail,Clingmans Dome Access Road,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,926380800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D1AB5FBB44DB54C07E4BD75831CE4140,74401,0101000020110F00008CD76D74A4B661C1837D6F9CAA335041,73760,>1m <=5m,ATBI DATABASE,,1446864828000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,280254,3943500,35.610874,-83.426066,Upper Oconaluftee River,,5054.407715,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864828000,GRSM,UNR,,4,,,Appalachian Trail,Newfound Gap Parking Area,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177372800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000522492FA88DF54C0539D262473D14140,74386,0101000020110F00000432B41944BA61C1543B7AC811375041,73746,>1m <=5m,ATBI DATABASE,,1446864820000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274286,3946474,35.636319,-83.492731,West Prong Little Pigeon River Upper,,2756.592285,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864820000,GRSM,UNR,,4,,,Cove Hardwood Nature Trail,Chimney Picnic Area #1,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000DAB389C133DE54C02B1B4C864DD14140,74389,0101000020110F00007EDBBE4C22B961C105D56679EA365041,73749,>1m <=5m,ATBI DATABASE,,1446864822000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276169,3946299,35.635171,-83.471905,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3389.003418,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864822000,GRSM,UNR,,5,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901670400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AD879FFA65DD54C0895523BE8AD04140,74394,0101000020110F00007DD5868873B861C1CF5D4BF01E365041,73753,>1m <=5m,ATBI DATABASE,,1446864824000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277290,3945611,35.629227,-83.459345,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3924.62207,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864824000,GRSM,UNR,,4,,,Alum Cave trailhead,Nfg Pullout Parking At Mp 9.95,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900979200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AE1BD0810EDC54C0AA16C7370AD24140,74399,0101000020110F0000687E8FD24FB761C14E177AA9AF375041,73758,>1m <=5m,ATBI DATABASE,,1446864827000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279221,3946862,35.64093,-83.438381,West Prong Little Pigeon River Upper,Styx Branch,4486.347656,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864827000,GRSM,UNR,,1,,,Alum Cave Trail,Alum Cave Bluffs Trailhead Parking,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F2E1BF6456DC54C0342A15F95AD34140,74397,0101000020110F00002C2D2EE08CB761C1252FC19C0F395041,73756,>1m <=5m,ATBI DATABASE,,1446864826000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278852,3948012,35.651207,-83.442769,West Prong Little Pigeon River Upper,,6035.264648,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864826000,GRSM,UNR,,4,,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000917A944CD9DE54C07D5DC73EDCD24140,74388,0101000020110F0000A38047E5AEB961C1C11B37298B385041,73748,>1m <=5m,ATBI DATABASE,,1446864821000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275288,3947672,35.647339,-83.482009,West Prong Little Pigeon River Upper,Big Branch,4331.472168,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864821000,GRSM,UNR,,6,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902880000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AA67097E70DD54C013C57E2B66D64140,74395,0101000020110F0000C65758767CB861C111DC63243E3C5041,73754,>1m <=5m,ATBI DATABASE,,1446864825000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277359,3950689,35.674986,-83.459987,Roaring Fork,,3575.993652,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864825000,GRSM,UNR,,2,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903571200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D527542B84DD54C05EF70400FCD64140,74392,0101000020110F0000B1CD842C8DB861C1668152CBDA3C5041,73752,>1m <=5m,ATBI DATABASE,,1446864823000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277263,3951199,35.679559,-83.461188,Roaring Fork,,3248.807617,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864823000,GRSM,UNR,,4,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000F34FBFF796DD54C0E4B839C04CD74140,74391,0101000020110F0000A516B5239DB861C198BCB4392F3D5041,73751,>1m <=5m,ATBI DATABASE,,1446864823000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277166,3951475,35.682023,-83.462335,Roaring Fork,,3101.369629,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864823000,GRSM,UNR,,6,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E610000039CBAE0C4EDD54C00AE4CD72BDD54140,74396,0101000020110F0000DE7BC3355FB861C13BA6D8BF8D3B5041,73755,>1m <=5m,ATBI DATABASE,,1446864825000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277535,3950113,35.669837,-83.457885,Roaring Fork,,4145.937988,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864825000,GRSM,UNR,,7,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903571200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009B2F87C1A2DD54C041C9089BC6D44140,74390,0101000020110F000036A3B526A7B861C1F5022BB48B3A5041,73750,>1m <=5m,ATBI DATABASE,,1446864822000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277046,3949289,35.662304,-83.463055,Le Conte Creek,Le Conte Creek,4359.837402,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864822000,GRSM,UNR,,1,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903744000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DD0E17FD24DC54C05366D1DBE2D44140,74398,0101000020110F000029EB84EA62B761C187D2E33CA93A5041,73757,>1m <=5m,ATBI DATABASE,,1446864826000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279158,3949332,35.663166,-83.439754,Roaring Fork,,5189.88916,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864826000,GRSM,UNR,,1,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903052800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FF04ECAACDD154C047EB60B8CBDF4140,74406,0101000020110F0000F3C9A98B9AAE61C15547324E12465041,73765,>1m <=5m,ATBI DATABASE,,1446864832000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294006,3958436,35.748398,-83.278174,Cosby Creek,Indian Camp Creek,2608.46167,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864832000,GRSM,UNR,,6,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,956534400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000632E923EB9D954C0E37C84761BDD4140,74402,0101000020110F0000CDB22F9154B561C18731E92942435041,73761,>1m <=5m,ATBI DATABASE,,1446864829000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282757,3956373,35.727394,-83.401927,Little Pigeon River Middle,Little Pigeon River,1446.418213,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864829000,GRSM,UNR,,5,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177718400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000414A3BB4B6E954C08ACFF360F8D64140,74355,0101000020110F00005E79C724E9C261C1CD980402D73C5041,73715,>1m <=5m,ATBI DATABASE,,1446864803000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260011,3951636,35.679448,-83.651772,Little River-Goshen Prong,Little River,1756.315186,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864803000,GRSM,UNR,,5,,,Metcalf Bottoms Trail,Little River Gorge Road,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177459200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000DBDCBE65D3E954C022B172A2BCD64140,74354,0101000020110F0000F395538301C361C13D2AE38A983C5041,73714,>1m <=5m,ATBI DATABASE,,1446864802000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259847,3951438,35.677625,-83.653524,Little River-Goshen Prong,Pounding Mill Branch,1849.957153,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864802000,GRSM,UNR,,6,,,Metcalf Bottoms Trail,Little River Gorge Road,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177459200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E61000007F1BE8F595EC54C0FB69091D27D24140,74346,0101000020110F0000C078E79859C561C1115010DCCD375041,73708,>1m <=5m,ATBI DATABASE,,1446864799000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255834,3947571,35.641812,-83.696649,Little River-Crooked Creek,,1480.345947,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864799000,GRSM,UNR,,4,,,West Prong Trail,Tremont Road,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933724800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008F8E43AEA8EE54C09E5AAF898FD04140,74338,0101000020110F000058A48B561CC761C1B64BF6F223365041,73700,>1m <=5m,ATBI DATABASE,,1446864794000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252862,3946272,35.629374,-83.729041,Little River-Crooked Creek,Spence Branch,1612.664429,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864794000,GRSM,UNR,,2,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177804800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E61000003B7040DEDAE054C044F17D8D3ED34140,74380,0101000020110F0000C8F6E81163BB61C18F7F6CE8F1385041,73740,>1m <=5m,ATBI DATABASE,,1446864816000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,272458,3948077,35.65034,-83.513355,West Prong Little Pigeon River Upper,,2293.845215,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864816000,GRSM,UNR,,5,,,Balsom Point Quiet Walkway,Newfound Gap Road North,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177372800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E610000054448BA179E154C04B2ABCD376C44140,74378,0101000020110F0000385C45E8E9BB61C12B5AC51782295041,73738,>1m <=5m,ATBI DATABASE,,1446864816000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271252,3935289,35.534869,-83.523045,Forney Creek,Steeltrap Creek,3512.527832,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864816000,GRSM,UNR,,6,,,Forney Creek Trail,Clingmans Dome Road Parking #3,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000043E9822F29E054C08C2A890D52C44140,74384,0101000020110F00007ED4012ACCBA61C10A7281B65B295041,73744,>1m <=5m,ATBI DATABASE,,1446864819000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273111,3935117,35.533747,-83.50251,Forney Creek,,5279.77832,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864819000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000071B393343E154C03A25716D60C24140,74379,0101000020110F00004508D9ADBBBB61C10EEA696954275041,73739,>1m <=5m,ATBI DATABASE,,1446864816000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271507,3933472,35.518561,-83.519723,Forney Creek,Springhouse Branch,4504.470215,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864816000,GRSM,UNR,,3,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000D218CEB193E054C09EF067BF88C14140,74382,0101000020110F00007069479F26BB61C15FA3275E73265041,73742,>1m <=5m,ATBI DATABASE,,1446864818000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272460,3932717,35.511979,-83.509011,Noland Creek,,3266.10498,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864818000,GRSM,UNR,,7,,,Springhouse Branch Trail,Clingmans Dome Road Parking #3,Valid,Viola_blanda_variety,Viola  blanda variety,42309,Sweet White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1083283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, , ,cert,INHS plant survey
