the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000065862BD2EAFB54C0F5C03D92FCBF4140,128079,0101000020110F0000724282FB5ED261C1E265E609D6245041,127641,>1m <=5m,ATBI DATABASE,,1446890737000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233668,3932446,35.499889,-83.936203,Chilhowee Lake,,1546.21521,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890737000,GRSM,UNR,,6,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373846400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E61000004D6BB515A8D654C061EE3733AAE14140,128180,0101000020110F0000CC3B17BBB9B261C16510431007485041,127742,>1m <=5m,ATBI DATABASE,,1446890795000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,287187,3960218,35.763,-83.354005,Webb Creek,Warden Branch,1528.995361,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446890795000,GRSM,UNR,,4,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,771638400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,year,cert,Foothills Parkway Sec 8B
0101000020E610000026C89B0B42D254C006B95FD3FDE14140,128183,0101000020110F000034EF9962FDAE61C1DB0B9B975E485041,127745,>1m <=5m,ATBI DATABASE,,1446890797000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293408,3960354,35.765552,-83.285277,East Fork Dunn Creek,Dunn Creek,1994.19751,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446890797000,GRSM,UNR,,7,,,Old Settlers Trail,Foothills Parkway Section 8a,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936230400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E6100000573F2C575CD154C06CBAA77D03E14140,128184,0101000020110F0000FDC0F94B3AAE61C12759F19458475041,127746,>1m <=5m,ATBI DATABASE,,1446890798000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294656,3959477,35.757912,-83.271257,Cosby Creek,Cole Creek,2296.616455,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890798000,GRSM,UNR,,5,,,Maddron Bald Trail,Cosby Entrance Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371859200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E61000007D023FE2ABCD54C01215F17097E34140,128189,0101000020110F00008FCA5B2B18AB61C14A6ACA5D0B4A5041,127751,>1m <=5m,ATBI DATABASE,,1446890801000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299919,3961592,35.778052,-83.213612,Cosby Creek,Cosby Creek,1740.437012,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890801000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936230400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E6100000151D5C4951CD54C0B4B6DF90FCE04140,128191,0101000020110F00005E07A239CBAA61C17724925551475041,127753,>1m <=5m,ATBI DATABASE,,1446890802000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300368,3959323,35.757701,-83.208082,Cosby Creek,Cosby Creek,2143.108154,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890802000,GRSM,UNR,,2,,,Gabes Mountain Trail,Cosby Picnic Area Parking A,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371859200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000A56273D3FBCD54C0345C842C42E44140,128187,0101000020110F0000A79776105CAB61C1A000C41ABE4A5041,127749,>1m <=5m,ATBI DATABASE,,1446890800000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299491,3962180,35.783263,-83.218491,Cosby Creek,Cosby Creek,1662.979858,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890800000,GRSM,UNR,,3,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371859200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E61000005FD93F2EF5CD54C0AC6AEE8D46E44140,128188,0101000020110F0000AFE7A16B56AB61C19C1ECDB0C24A5041,127750,>1m <=5m,ATBI DATABASE,,1446890800000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299528,3962194,35.783396,-83.218086,Cosby Creek,Cosby Creek,1657.877686,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890800000,GRSM,UNR,,8,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1273017600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,day,cert,Branchiobdellidans
0101000020E6100000AEDAAC2FCFC654C08BFE836123E14140,128196,0101000020110F0000FFD3A13444A561C113B534F579475041,127758,>1m <=5m,ATBI DATABASE,,1446890804000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309566,3959252,35.758885,-83.106392,Big Creek,Chestnut Branch,1658.010864,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890804000,GRSM,UNR,,7,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936230400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E61000008A0E88DD05C754C0BCD216FDFFDF4140,128195,0101000020110F0000890F04A572A561C1F12CC60049465041,127757,>1m <=5m,ATBI DATABASE,,1446890803000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309243,3958272,35.749993,-83.109729,Big Creek,Big Creek,1698.619385,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890803000,GRSM,UNR,,4,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936230400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E6100000DE519BEC6AC654C083C5780C10DA4140,128197,0101000020110F00008E32950DEFA461C1AFA90BDF12405041,127759,>1m <=5m,ATBI DATABASE,,1446890804000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309988,3953108,35.703608,-83.100272,Cold Springs Creek-Pigeon River,Gilliland Creek,3708.958008,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890804000,GRSM,UNR,,1,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936316800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E6100000F6AF5BEDE9CB54C0D9ACC56A5DDC4140,128192,0101000020110F00002E5966059AA961C14936DF587B425041,127754,>1m <=5m,ATBI DATABASE,,1446890802000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,302262,3955273,35.721594,-83.186149,Big Creek,,4153.016602,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890802000,GRSM,UNR,,7,,,Camel Gap Trail,Cosby Campground Road B,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1372118400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000B33E69D170CD54C09F18A2E2F6DF4140,128190,0101000020110F00003B873A01E6AA61C18E82FD793F465041,127752,>1m <=5m,ATBI DATABASE,,1446890801000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300174,3958441,35.749715,-83.210007,Cosby Creek,,2541.26123,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890801000,GRSM,UNR,,6,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936230400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E6100000AB8AEA5942CF54C0BFFAD77DBDDF4140,128186,0101000020110F00006F30DF6171AC61C162736C6A03465041,127748,>1m <=5m,ATBI DATABASE,,1446890799000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,297600,3958305,35.747963,-83.238421,Cosby Creek,Gabes Creek,3537.665527,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446890799000,GRSM,UNR,,5,,,Gabes Mountain Trail,Cosby Campground Road B,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936489600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E610000055550AAF34C954C044361DFC62D14140,128193,0101000020110F00009499CD3F4DA761C1087A5AE600375041,127755,>1m <=5m,ATBI DATABASE,,1446890802000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,305882,3945674,35.635826,-83.143837,Upper Cataloochee Creek,Lost Bottom Creek,3316.045654,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446890802000,GRSM,UNR,,1,,,Palmer Creek Trail,Cataloochee Horse Camp,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371945600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000218F8D91A3C554C0DC74B9056ED64140,128198,0101000020110F000060E07EBD45A461C13B01175A463C5041,127760,>1m <=5m,ATBI DATABASE,,1446890805000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311022,3949936,35.675226,-83.088105,Lower Cataloochee Creek,Correll Branch,2884.60083,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446890805000,GRSM,UNR,,4,,,Little Cataloochee Trail,Old Cataloochee Turnpike,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371945600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E61000003D7EBEAC37C754C0E3D10E0BF7CF4140,128194,0101000020110F0000AEF09FF29CA561C1ECEE869C84355041,127756,>1m <=5m,ATBI DATABASE,,1446890803000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308669,3944381,35.62472,-83.112769,Upper Cataloochee Creek,Rough Fork,2745.189941,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446890803000,GRSM,UNR,,1,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,936316800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,unspecified, ,day,cert,General
0101000020E6100000DB6B7E5266CF54C034FB298652CA4140,128185,0101000020110F00002B40B8EE8FAC61C1C90128BB9F2F5041,127747,>1m <=5m,ATBI DATABASE,,1446890798000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,296978,3939747,35.580637,-83.240616,Straight Fork Raven Fork,Straight Fork Raven Fork,2574.009033,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890798000,GRSM,UNR,,5,,,Enloe Creek Trail,Straight Fork Road,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1372118400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000005BA9B4C41D754C07E6EE66C4ECB4140,128178,0101000020110F0000679B1CDB3BB361C1F29BD0CBA6305041,127740,>1m <=5m,ATBI DATABASE,,1446890794000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285875,3940860,35.588324,-83.363357,Upper Oconaluftee River,Beech Flats Prong,2818.41748,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890794000,GRSM,UNR,,4,,,Kanati Fork Quiet Walkway,Quiet Walkway Parking # 6,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1372118400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000457A592CE8D554C0A3E79ECE85C44140,128181,0101000020110F000032B682BD16B261C1DFEE24BA91295041,127743,>1m <=5m,ATBI DATABASE,,1446890795000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,287644,3934935,35.535327,-83.342292,Lower Oconaluftee River,,3309.525879,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890795000,GRSM,UNR,,1,,,Mingus Creek Trail,Newfound Gap Road South,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1372118400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000E6D875601AD454C0DECAC0783BC74140,128182,0101000020110F00008F5152898EB061C1334BF2C8652C5041,127744,>1m <=5m,ATBI DATABASE,,1446890796000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290255,3937223,35.556496,-83.314106,Upper Oconaluftee River,Oconaluftee River,2206.631104,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890796000,GRSM,UNR,,6,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1272931200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,day,cert,Branchiobdellidans
0101000020E61000001CB5EB0673DA54C0143A6F709DCC4140,128173,0101000020110F0000BECE345AF2B561C1C35A3CB204325041,127735,>1m <=5m,ATBI DATABASE,,1446890791000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281380,3942104,35.598548,-83.413267,Upper Oconaluftee River,,4131.078125,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446890791000,GRSM,UNR,,2,,,Beech Flats Quiet Walkway,Beech Flats Quiet Walkway Parking,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1272931200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,day,cert,Branchiobdellidans
0101000020E6100000D595A7BDB2DA54C0B71FEDE2EACF4140,128171,0101000020110F0000B9EEEA7628B661C1E841D8E877355041,127733,>1m <=5m,ATBI DATABASE,,1446890789000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281098,3944975,35.624349,-83.417155,West Prong Little Pigeon River Upper,Walker Camp Prong,4530.935059,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890789000,GRSM,UNR,,5,,,Appalachian Trail,Nfg Pullout Parking At Mp 12.98,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371686400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000045C419CBADDA54C09E0D90A7E6CF4140,128172,0101000020110F0000BAA63B4324B661C17EE0E77C73355041,127734,>1m <=5m,ATBI DATABASE,,1446890790000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281125,3944960,35.62422,-83.416853,West Prong Little Pigeon River Upper,Walker Camp Prong,4518.041504,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890790000,GRSM,UNR,,1,,,Appalachian Trail,Newfound Gap Road North,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1273190400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,day,cert,Branchiobdellidans
0101000020E6100000A8EF8B97C3DA54C0FC9980BA5CCF4140,128170,0101000020110F0000DE20B5C636B661C1FE23AC61E3345041,127732,>1m <=5m,ATBI DATABASE,,1446890789000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280993,3944496,35.62001,-83.418184,West Prong Little Pigeon River Upper,,4686.080078,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890789000,GRSM,UNR,,8,,,Appalachian Trail,Parking At Mp 13.35,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371686400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000017B45B8EC1DF54C0462DB53470D14140,128163,0101000020110F00004BFEC92674BA61C14F4239B70E375041,127725,>1m <=5m,ATBI DATABASE,,1446890785000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273973,3946472,35.63623,-83.496185,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2815.268311,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890785000,GRSM,UNR,,5,,,Cove Hardwood Nature Trail,Newfound Gap Road North,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373932800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000069C9CF1836DC54C054B845700ED14140,128167,0101000020110F000021D8377271B761C1593E278DA8365041,127729,>1m <=5m,ATBI DATABASE,,1446890787000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278981,3946015,35.633246,-83.440798,West Prong Little Pigeon River Upper,Alum Cave Creek,4063.461426,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890787000,GRSM,UNR,,6,,,Alum Cave Trail,Newfound Gap Road North,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373932800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000055CFD59888DD54C04737F4B61CD14140,128166,0101000020110F0000C7C634EF90B861C123FE2378B7365041,127728,>1m <=5m,ATBI DATABASE,,1446890787000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277111,3946110,35.633682,-83.461458,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3707.441895,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890787000,GRSM,UNR,,6,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373932800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000CD7B6251DCDE54C08BD329CC11D24140,128164,0101000020110F0000D5619F75B1B961C1A13F4A95B7375041,127726,>1m <=5m,ATBI DATABASE,,1446890785000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275254,3946987,35.641161,-83.482193,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3133.356934,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890785000,GRSM,UNR,,5,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Cambarus_Cambarus_bartonii,Cambarus Cambarus bartonii,5196,Appalachian Brook Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371686400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
