the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000DDE42A8854F654C09BDE80014ABA4140,203129,0101000020110F00004CA9CC3CA0CD61C176AE11DCE41E5041,202982,>1m <=5m,ATBI DATABASE,,1446933847000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241446,3927275,35.455377,-83.848905,Lake Cheoah-Little Tennessee River,Fox Branch,1623.208862,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446933847000,GRSM,UNR,,5,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000063A05E353EC754C0E7B2E440BBDF4140,203274,0101000020110F000053A72F7FA2A561C185E4DA1201465041,203122,>1m <=5m,ATBI DATABASE,,1446933926000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308927,3958046,35.747895,-83.113168,Big Creek,,1815.422607,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933926000,GRSM,UNR,,6,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003E50204C27C754C063B47F7FF9DF4140,203278,0101000020110F00006A44D5098FA561C1C341F23542465041,203125,>1m <=5m,ATBI DATABASE,,1446933927000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309058,3958254,35.749795,-83.11177,Big Creek,Big Creek,1735.755127,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933927000,GRSM,UNR,,7,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000061231E2355C754C07A07C1A8F9DF4140,203273,0101000020110F0000B3735DF8B5A561C164801E6142465041,203121,>1m <=5m,ATBI DATABASE,,1446933925000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308805,3958260,35.7498,-83.114567,Big Creek,,1774.181763,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933925000,GRSM,UNR,,2,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000002DE9D2065AC754C00509BB7CF9DF4140,203272,0101000020110F0000F080701FBAA561C185A50C3342465041,203120,>1m <=5m,ATBI DATABASE,,1446933925000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308778,3958260,35.749794,-83.114866,Big Creek,Big Creek,1794.125977,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933925000,GRSM,UNR,,8,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957225600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000592E9A1C7EC754C0BCEABA1DC5DF4140,203270,0101000020110F0000AB6A16C5D8A561C10BC6FE640B465041,203119,>1m <=5m,ATBI DATABASE,,1446933924000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308575,3958087,35.748196,-83.117068,Big Creek,Big Creek,1876.787476,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933924000,GRSM,UNR,,2,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000C7CDEAC98ED754C03CF1673BD0DF4140,203253,0101000020110F0000DDC5F1AA7DB361C1427EE40617465041,203102,>1m <=5m,ATBI DATABASE,,1446933915000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285875,3958644,35.748535,-83.368086,Webb Creek,Evans Creek,1444.246826,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933915000,GRSM,UNR,,4,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834192000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000D64434F4AED854C022AC00BE5FDE4140,203236,0101000020110F00009D84126872B461C13D07257195445041,203087,>1m <=5m,ATBI DATABASE,,1446933908000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284254,3957435,35.73729,-83.385674,Little Pigeon River Middle,Left Fork Copeland Creek,1636.161133,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933908000,GRSM,UNR,,8,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1014422400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E61000001D6E6EE944D954C01A105958FBDE4140,203222,0101000020110F00001E180EC4F1B461C114E3CB4138455041,203083,>1m <=5m,ATBI DATABASE,,1446933906000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283439,3957982,35.742039,-83.394827,Little Pigeon River Middle,Copeland Creek,1372.028076,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933906000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1014422400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E610000031BEF6CC92DA54C012C9AEB985DE4140,203226,0101000020110F0000249F73560DB661C177C4482FBD445041,203076,>1m <=5m,ATBI DATABASE,,1446933903000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281586,3957629,35.738449,-83.415206,Little Pigeon River Middle,Little Pigeon River,1364.927124,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933903000,GRSM,UNR,,6,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008DE4DCCD03DA54C0BD2B54A13BDD4140,203228,0101000020110F00000B7F07E493B561C19BC720D163435041,203078,>1m <=5m,ATBI DATABASE,,1446933904000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282348,3956492,35.728375,-83.406478,Little Pigeon River Middle,Injun Creek,1460.489868,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933904000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Greenbrier Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,983664000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E6100000AF885ACD0CDA54C07C33F5B013DD4140,203227,0101000020110F0000B37D62889BB561C193AF75083A435041,203077,>1m <=5m,ATBI DATABASE,,1446933903000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282295,3956358,35.727157,-83.407027,Little Pigeon River Middle,Injun Creek,1529.501343,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933903000,GRSM,UNR,,2,,,Grapeyard Ridge Trail,Greenbrier Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,983664000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E61000007E9D222736D954C05DFADD9C13DC4140,203233,0101000020110F0000429E253BE5B461C1738401242E425041,203084,>1m <=5m,ATBI DATABASE,,1446933907000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283459,3955462,35.719342,-83.393926,Little Pigeon River Middle,Rhododendron Creek,1527.169312,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933907000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1054339200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000FD1ED11174D954C0321E3876AFDC4140,203231,0101000020110F000002C822D119B561C1BC232E2DD1425041,203081,>1m <=5m,ATBI DATABASE,,1446933905000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283130,3955998,35.724098,-83.397705,Little Pigeon River Middle,Little Pigeon River,1480.092163,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933905000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901238400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F50212FEF9D954C04165B526C1DC4140,203230,0101000020110F0000BD5BC38E8BB561C17240A7AEE3425041,203080,>1m <=5m,ATBI DATABASE,,1446933905000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282392,3956076,35.724638,-83.405879,Little Pigeon River Middle,Injun Creek,1533.255981,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933905000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,983664000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E610000088BC34C4FFD954C07B02F075B0DD4140,203229,0101000020110F00005AE9247690B561C17DEF400CDE435041,203079,>1m <=5m,ATBI DATABASE,,1446933904000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282380,3956887,35.731941,-83.406232,Little Pigeon River Middle,Little Pigeon River,1410.047119,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933904000,GRSM,UNR,,6,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897609600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FED8125C86D854C0FCEFA71753DD4140,203241,0101000020110F0000F95708EE4FB461C1D5CDFB5C7C435041,203091,>1m <=5m,ATBI DATABASE,,1446933910000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284456,3956520,35.729091,-83.383197,Little Pigeon River Middle,Copeland Creek,1757.358765,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933910000,GRSM,UNR,,5,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1356220800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000002EA7623546D854C054EB416438DD4140,203248,0101000020110F0000B0003D7219B461C170CCC06D60435041,203098,>1m <=5m,ATBI DATABASE,,1446933913000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284808,3956421,35.728277,-83.379281,Little Pigeon River Middle,Copeland Creek,1816.278198,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933913000,GRSM,UNR,,3,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1356220800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000D5C4A2ECE4D854C0CD938C180DDC4140,203235,0101000020110F000004405F3EA0B461C14541CF5227425041,203086,>1m <=5m,ATBI DATABASE,,1446933908000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283907,3955429,35.719143,-83.388968,Little Pigeon River Middle,,1547.407715,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933908000,GRSM,UNR,,4,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1361404800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000026D3D30D15D854C025B80C9DF6DB4140,203252,0101000020110F000084C204B3EFB361C14D501FCE0F425041,203101,>1m <=5m,ATBI DATABASE,,1446933915000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285053,3955325,35.718457,-83.376281,Little Pigeon River Middle,,1805.849243,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933915000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000002E53824719D854C00375BB78EEDB4140,203251,0101000020110F000043EFB049F3B361C19C16C84907425041,203100,>1m <=5m,ATBI DATABASE,,1446933915000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285029,3955298,35.718208,-83.376539,Little Pigeon River Middle,,1792.766724,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933915000,GRSM,UNR,,5,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1356220800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000003CDE22354D854C024C9E2F4B1DB4140,203247,0101000020110F0000C6B2444725B461C17FAA72FCC7415041,203097,>1m <=5m,ATBI DATABASE,,1446933913000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284699,3955101,35.716361,-83.380131,Little Pigeon River Middle,Little Bird Branch,1665.707764,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933913000,GRSM,UNR,,1,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000086A769AD6ED854C0A60CFAE43EDB4140,203243,0101000020110F00003D4503D13BB461C17490F6A04F415041,203093,>1m <=5m,ATBI DATABASE,,1446933911000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284543,3954715,35.71285,-83.381751,Little Pigeon River Middle,Bird Branch,1679.447998,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933911000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Picnic Area  Parking,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000005C8A324E95D854C087506F97D4DB4140,203237,0101000020110F00008C8C8F9F5CB461C10E434E37EC415041,203088,>1m <=5m,ATBI DATABASE,,1446933909000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284342,3955227,35.717418,-83.384109,Little Pigeon River Middle,,1587.187256,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933909000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874281600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CD48520C2FD954C0549A7DC0B1DA4140,203234,0101000020110F0000A8856D32DFB461C188F07EFFBB405041,203085,>1m <=5m,ATBI DATABASE,,1446933907000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283469,3954263,35.708543,-83.393493,Little Pigeon River Middle,Rhododendron Creek,1933.357422,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933907000,GRSM,UNR,,5,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1355788800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000000D55575C41D954C05CA3A046A7DA4140,203232,0101000020110F000095E5F6BFEEB461C193596E0AB1405041,203082,>1m <=5m,ATBI DATABASE,,1446933906000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283367,3954230,35.708223,-83.39461,Little Pigeon River Middle,Rhododendron Creek,1948.274902,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933906000,GRSM,UNR,,5,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834019200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000004216A4448BD854C0DDA4CE5593DA4140,203238,0101000020110F000040523C1954B461C120E3212F9C405041,203089,>1m <=5m,ATBI DATABASE,,1446933909000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284371,3954138,35.707614,-83.383496,Porters Creek,,1710.271973,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933909000,GRSM,UNR,,7,,,Grapeyard Ridge Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834019200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000A63C970262D854C01D5F4798B9DA4140,203246,0101000020110F00008111E20E31B461C1E9DD8633C4405041,203096,>1m <=5m,ATBI DATABASE,,1446933913000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284602,3954262,35.708782,-83.380978,Little Pigeon River Middle,,1675.485107,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933913000,GRSM,UNR,,6,,,Old Settlers Trail,Ramsey Prong Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000057397A1D6DD854C074BE636EFADA4140,203244,0101000020110F0000A7FD587D3AB461C1461A700408415041,203094,>1m <=5m,ATBI DATABASE,,1446933912000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284546,3954483,35.710761,-83.381656,Little Pigeon River Middle,,1645.772217,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933912000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000656B766A6FD854C0C97D87AFEADA4140,203242,0101000020110F000085A892713CB461C1E19C4A8CF7405041,203092,>1m <=5m,ATBI DATABASE,,1446933911000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284532,3954430,35.71028,-83.381796,Little Pigeon River Middle,,1653.86377,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933911000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
