the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D1076D678FF154C0BB3BF3F157BC4140,130265,0101000020110F000010D0182293C961C14AFC894709215041,129850,>1m <=5m,ATBI DATABASE,,1446891993000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248262,3928863,35.471427,-83.774374,Eagle Creek,Eagle Creek,1786.793701,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891993000,GRSM,UNR,,6,,,Lake Shore Trail low water access,Lakeview Drive West,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1030406400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007AB14E9AC8D254C03C75E7B427C54140,130334,0101000020110F0000378831AA6FAF61C1BEFE09B43A2A5041,129915,>1m <=5m,ATBI DATABASE,,1446892031000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292082,3935379,35.540267,-83.29349,Lower Oconaluftee River,Tow String Creek,2323.737305,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892031000,GRSM,UNR,,8,,,Chambers Cemetery Access,Tow String Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000085D1FDB39EDF54C0C4AC246DFBC44140,130312,0101000020110F00004C29058D56BA61C1E165877C0C2A5041,129895,>1m <=5m,ATBI DATABASE,,1446892020000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273892,3935671,35.538916,-83.494057,Noland Creek,Keeyuga Creek,5748.131836,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892020000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,935539200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E27065D79DDF54C08CBFCB1EFEC44140,130315,0101000020110F00004327ABD155BA61C1DD28564C0F2A5041,129898,>1m <=5m,ATBI DATABASE,,1446892021000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273897,3935680,35.538998,-83.494005,Noland Creek,Keeyuga Creek,5757.082031,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892021000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000B9EFF3A09FDF54C09D7880879FC44140,130309,0101000020110F00006684455657BA61C197EEAB92AC295041,129892,>1m <=5m,ATBI DATABASE,,1446892018000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273879,3935360,35.536112,-83.494114,Noland Creek,,5079.479492,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892018000,GRSM,UNR,,4,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1084492800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,by hand, ,day,cert,ATBI Aphid Study
0101000020E6100000E255F744EEDF54C0DAAD6079A2C44140,130308,0101000020110F0000C09165209ABA61C1F8AE7BA5AF295041,129891,>1m <=5m,ATBI DATABASE,,1446892018000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273444,3935381,35.536201,-83.498914,Noland Creek,,5331.303223,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892018000,GRSM,UNR,,7,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000002961E89C95DF54C01B0E667B03C54140,130317,0101000020110F00007E90A0D44EBA61C15161F5E4142A5041,129899,>1m <=5m,ATBI DATABASE,,1446892022000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273943,3935697,35.539162,-83.493503,Noland Creek,Keeyuga Creek,5771.469727,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892022000,GRSM,UNR,,9,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027555200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009A9A5348A0DF54C025A3BEBD0FC54140,130311,0101000020110F0000FE0D6CE457BA61C1336A8BB0212A5041,129894,>1m <=5m,ATBI DATABASE,,1446892019000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273885,3935740,35.539536,-83.494154,Forney Creek,Keeyuga Creek,5762.731934,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892019000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004D948243AFDD54C0168C7946B0C64140,130322,0101000020110F0000636227C6B1B861C1221F6979D42B5041,129904,>1m <=5m,ATBI DATABASE,,1446892025000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276671,3937081,35.552248,-83.463818,Noland Creek,,5120.379395,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892025000,GRSM,UNR,,6,,,Noland Divide Trail,Noland Divide Trailhead Parking,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1372032000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000001A3219ECF8D854C09C1B9A8C0CCA4140,130332,0101000020110F00002C51553AB1B461C19439D9A8562F5041,129913,>1m <=5m,ATBI DATABASE,,1446892030000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,283417,3939829,35.578501,-83.390189,Upper Oconaluftee River,Beetree Creek,5014.759766,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892030000,GRSM,UNR,,9,,,Thomas Divide Trail,Newfound Gap Road South,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097107200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000008BE6C98133DC54C0D3BDB6CD40CE4140,130324,0101000020110F000026CD1C3F6FB761C18E490BC2BA335041,129906,>1m <=5m,ATBI DATABASE,,1446892026000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278935,3943585,35.611346,-83.44064,Deep Creek,Deep Creek,5490.000977,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892026000,GRSM,UNR,,6,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927590400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EDCCA2E205DE54C003AE6D8296D04140,130321,0101000020110F00001FC67E57FBB861C19BB1D93B2B365041,129903,>1m <=5m,ATBI DATABASE,,1446892024000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276407,3945673,35.629586,-83.469105,West Prong Little Pigeon River Upper,Road Prong,3662.392822,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446892024000,GRSM,UNR,,7,,,Chimney Tops Trail,Chimney Tops Trailhead Overflow Pullout Parkng,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874540800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049AA17C590DE54C0D359AFE700D34140,130319,0101000020110F0000C602E84B71B961C1CEDCD079B1385041,129901,>1m <=5m,ATBI DATABASE,,1446892023000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275692,3947786,35.648458,-83.477582,West Prong Little Pigeon River Upper,Big Branch,5015.061523,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446892023000,GRSM,UNR,,3,,,Bullhead Trail,Newfound Gap Road North,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872121600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000013BD4FFF20DF54C0254E6FD2F6D24140,130318,0101000020110F0000D661F5C9EBB961C12D9704F0A6385041,129900,>1m <=5m,ATBI DATABASE,,1446892023000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274894,3947772,35.648151,-83.486385,West Prong Little Pigeon River Upper,,4628.130859,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446892023000,GRSM,UNR,,6,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902880000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000318909B686DE54C07A3DACF8C5D64140,130320,0101000020110F0000613EE9C068B961C116F1F44DA23C5041,129902,>1m <=5m,ATBI DATABASE,,1446892024000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275830,3951052,35.67791,-83.476968,Le Conte Creek,,2795.443604,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446892024000,GRSM,UNR,,8,,,Baskins Creek Trail,Roaring Fork Motor Nature Trail,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872035200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AD170921CBDB54C0F54A58A94DD64140,130325,0101000020110F0000A61F2B9916B761C1ED62CA84243C5041,129907,>1m <=5m,ATBI DATABASE,,1446892027000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279685,3950548,35.674238,-83.434269,Roaring Fork,Surry Fork,4588.194824,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892027000,GRSM,UNR,,7,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,930441600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D2D57EB4BDDB54C0A4414EBB3FD64140,130326,0101000020110F0000748E83320BB761C152B989F4153C5041,129908,>1m <=5m,ATBI DATABASE,,1446892028000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279758,3950499,35.673813,-83.43345,Roaring Fork,Trillium Branch,4696.52002,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892028000,GRSM,UNR,,6,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,871948800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003DE8BB56A0D954C0563C5F071CDF4140,130329,0101000020110F0000409A2F6A3FB561C155DFF1745A455041,129910,>1m <=5m,ATBI DATABASE,,1446892029000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282937,3958105,35.743036,-83.400407,Little Pigeon River Middle,Copeland Creek,1588.853271,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892029000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899164800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006297F7248FD954C0CCD881876ADD4140,130331,0101000020110F00009993C3CF30B561C152CE1EE294435041,129912,>1m <=5m,ATBI DATABASE,,1446892030000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282996,3956635,35.729807,-83.399358,Little Pigeon River Middle,Little Pigeon River,1896.534058,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892030000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874368000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B1A89245FDD854C0536CA4233BD94140,130333,0101000020110F000071EA01ECB4B461C169AE1034343F5041,129914,>1m <=5m,ATBI DATABASE,,1446892031000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283713,3952988,35.69711,-83.390454,Porters Creek,,2209.811279,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892031000,GRSM,UNR,,6,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874368000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000095F7805F94D954C02EBE146A42D94140,130328,0101000020110F00004D63954035B561C1611BCACF3B3F5041,129909,>1m <=5m,ATBI DATABASE,,1446892028000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282879,3953033,35.697332,-83.399677,Little Pigeon River Middle,,2541.218262,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892028000,GRSM,UNR,,6,,,Rayfield-Dodgen Cemetery Access,Porters Creek Trailhead Parking,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902793600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005994D5B180D954C05CEAF90A3AD94140,130330,0101000020110F00007DDA168A24B561C1EB158C0E333F5041,129911,>1m <=5m,ATBI DATABASE,,1446892029000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282987,3953002,35.697077,-83.398476,Little Pigeon River Middle,,2608.794189,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892029000,GRSM,UNR,,6,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902793600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000007EE1F8FE9DC54C0935ACFE054D94140,130323,0101000020110F0000EAFF09DD09B861C19BB9FD1E4F3F5041,129905,>1m <=5m,ATBI DATABASE,,1446892026000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278168,3953212,35.697896,-83.451751,Roaring Fork,,2920.910645,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892026000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899251200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000092C175B882E154C086F61B41F8D54140,130300,0101000020110F0000DD7A85A0F1BB61C1D8624C3ACB3B5041,129883,>1m <=5m,ATBI DATABASE,,1446892013000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271591,3950463,35.671632,-83.523599,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,1637.876953,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446892013000,GRSM,UNR,,6,,,Old Sugarlands Trail,Newfound Gap Road North,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C28B1EF540E454C0C3CDB68E02C84140,130297,0101000020110F0000BC5A7F0946BE61C1B2790BA1352D5041,129880,>1m <=5m,ATBI DATABASE,,1446892011000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267395,3938464,35.562571,-83.566461,Hazel Creek,Hazel Creek,5394.196289,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892011000,GRSM,UNR,,6,,,Welch Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed,No,day,prob.,ATBI
0101000020E61000008BBE99D018E454C00A9835BB72C84140,130299,0101000020110F00003199A5F123BE61C1CC12A3BEAA2D5041,129882,>1m <=5m,ATBI DATABASE,,1446892012000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,267627,3938838,35.565994,-83.564011,Little River-Goshen Prong,Jonas Creek,5422.496582,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446892012000,GRSM,UNR,,4,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000716CEA8D31E454C0AD4F75AC38C84140,130298,0101000020110F0000278E88F438BE61C1D8A8F3206E2D5041,129881,>1m <=5m,ATBI DATABASE,,1446892012000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267485,3938645,35.564223,-83.56552,Forney Creek,Jonas Creek,5467.054199,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892012000,GRSM,UNR,,6,,,Welch Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed,No,day,prob.,ATBI
0101000020E6100000BFF58C3D8EE054C05BD9BF6483C54140,130302,0101000020110F0000B88A70FD21BB61C1496E04679A2A5041,129885,>1m <=5m,ATBI DATABASE,,1446892014000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272578,3936165,35.543065,-83.508678,Forney Creek,Forney Creek,4251.052246,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892014000,GRSM,UNR,,6,,,Forney Creek Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097020800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003B04C8AF03E054C0ED5A49D285C44140,130307,0101000020110F0000A211F450ACBA61C1735FF8BD91295041,129890,>1m <=5m,ATBI DATABASE,,1446892017000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273323,3935287,35.535327,-83.500221,Noland Creek,,5258.009277,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892017000,GRSM,UNR,,9,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004A4CDBB580E054C0242F0DF13FC44140,130303,0101000020110F0000FE24B97F16BB61C159499FCF48295041,129886,>1m <=5m,ATBI DATABASE,,1446892015000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272625,3935068,35.533195,-83.507852,Forney Creek,Buckhorn Branch,5138.592285,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892015000,GRSM,UNR,,10,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
