the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000042B31B18C1F754C0B45756DC30BC4140,211581,0101000020110F00003BB03FDCD5CE61C15B3D4985E0205041,211353,>1m <=5m,ATBI DATABASE,,1446938532000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239474,3928982,35.470234,-83.871156,Lake Cheoah-Little Tennessee River,Twentymile Creek,1425.765137,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938532000,GRSM,UNR,,4,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E610000017EF348AC6D154C0742FAB1505E14140,211670,0101000020110F0000B89BEE7D94AE61C1FD2EF73F5A475041,211438,>1m <=5m,ATBI DATABASE,,1446938583000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294070,3959496,35.757961,-83.277739,Cosby Creek,Indian Camp Creek,2218.28418,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938583000,GRSM,UNR,,1,,,Old Settlers Trail,Cosby Entrance Road,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832550400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000BF0E80DE52D154C0B1A26EB6A5E14140,211671,0101000020110F00007C4CB34032AE61C1EFDDE05D02485041,211439,>1m <=5m,ATBI DATABASE,,1446938583000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294721,3960025,35.762863,-83.270679,Cosby Creek,Cole Creek,2120.779053,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938583000,GRSM,UNR,,6,,,Maddron Bald Trail,Cosby Entrance Road,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832550400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000BD37005A54D054C03B9E47B31CE04140,211672,0101000020110F00005DD643175AAD61C146FAAE0C67465041,211440,>1m <=5m,ATBI DATABASE,,1446938584000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,296095,3958662,35.750869,-83.255144,Cosby Creek,Greenbrier Creek,3136.264648,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938584000,GRSM,UNR,,4,,,Gabes Mountain Trail,Cosby Campground Road B,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832550400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000025DE6F844ACF54C0EBEC877F28E14140,211673,0101000020110F000030105A5178AC61C1B8B945507F475041,211441,>1m <=5m,ATBI DATABASE,,1446938584000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,297583,3959535,35.759042,-83.238919,Cosby Creek,Lower Falling Branch,2931.809326,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938584000,GRSM,UNR,,3,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832723200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000259510DCE3CD54C09CF2CAF0FDE34140,211676,0101000020110F0000DE93ADB547AB61C1DAB0A3AB764A5041,211444,>1m <=5m,ATBI DATABASE,,1446938586000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299618,3961946,35.78118,-83.217028,Cosby Creek,Fletcher Spring Branch,1679.848999,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938586000,GRSM,UNR,,4,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863740800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000D9F8BB93E9CD54C06648211203E14140,211675,0101000020110F000008E3C5904CAB61C1FF75682458475041,211443,>1m <=5m,ATBI DATABASE,,1446938585000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299528,3959364,35.757899,-83.217377,Cosby Creek,,2239.188721,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938585000,GRSM,UNR,,4,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,925257600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000D9430DCF00CD54C02258B5A1ABE04140,211678,0101000020110F0000611516E086AA61C1C7D480A1FC465041,211446,>1m <=5m,ATBI DATABASE,,1446938587000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300806,3959039,35.755231,-83.20317,Cosby Creek,,2274.447266,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938587000,GRSM,UNR,,6,,,Cosby Nature Trail,Cosby Campground Road B,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,930441600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000C528DF9ECDCD54C05CF80B876FE04140,211677,0101000020110F0000A98772D234AB61C14963B6BABD465041,211445,>1m <=5m,ATBI DATABASE,,1446938586000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299671,3958861,35.753397,-83.215671,Cosby Creek,Fletcher Spring Branch,2395.994385,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938586000,GRSM,UNR,,4,,,Gabes Mountain Trail,Cosby Campground Road B,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,925257600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003D5C66FCAECC54C0658B4847CBE04140,211679,0101000020110F0000BB91166241AA61C161E74AC01D475041,211447,>1m <=5m,ATBI DATABASE,,1446938587000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,301260,3959136,35.756197,-83.198176,Cosby Creek,,2492.057129,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938587000,GRSM,UNR,,6,,,Lower Mount Cammerer Trail,Cosby Campground Road B,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933120000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000C5651A8220C754C0CE515D86A0E24140,211681,0101000020110F0000ACC0BA4589A561C1C0BFA4E408495041,211449,>1m <=5m,ATBI DATABASE,,1446938588000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309145,3960552,35.770517,-83.111355,Big Creek,,2006.765015,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938588000,GRSM,UNR,,8,,,Appalachian Trail,Big Creek Entrance Road,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864259200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000EF81B31A46C854C024BBBF722BDE4140,211680,0101000020110F0000FF29A69F82A661C1E47AF4B95E445041,211448,>1m <=5m,ATBI DATABASE,,1446938588000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307441,3956724,35.735694,-83.129275,Big Creek,Big Creek,2202.937988,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938588000,GRSM,UNR,,6,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988934400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000BA92F49B2FCE54C07455C99534DF4140,211674,0101000020110F0000C380370B88AB61C193AB0A2774455041,211442,>1m <=5m,ATBI DATABASE,,1446938585000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299106,3957807,35.743785,-83.221652,Cosby Creek,Inadu Creek,3073.265137,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938585000,GRSM,UNR,,7,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065225600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,ATBI Ferns
0101000020E6100000B7E90CE23CD554C0CFC97D45D3CD4140,211655,0101000020110F0000CC13704385B161C1EE97EA5548335041,211424,>1m <=5m,ATBI DATABASE,,1446938573000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,288783,3942975,35.608003,-83.331837,Bradley Fork,Bradley Fork,2952.554199,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938573000,GRSM,UNR,,4,,,Cabin Flats Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000009153F2ECDDD454C09BFD0F1DB3CC4140,211656,0101000020110F00007C50B59D34B161C1ED5ECF551B325041,211425,>1m <=5m,ATBI DATABASE,,1446938574000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289285,3941987,35.599209,-83.326041,Bradley Fork,Bradley Fork,2906.512695,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938574000,GRSM,UNR,,7,,,Bradley Fork Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000007A09FA7D92D454C07CD2533558CA4140,211657,0101000020110F0000933DE58CF4B061C1F303BDAAA52F5041,211426,>1m <=5m,ATBI DATABASE,,1446938575000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289654,3939936,35.58081,-83.321437,Bradley Fork,Bradley Fork,2456.588379,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938575000,GRSM,UNR,,3,,,Bradley Fork Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000C1EB2988EDD654C04977DF4A19CB4140,211652,0101000020110F0000609756B6F4B261C1C3646F4E6F305041,211421,>1m <=5m,ATBI DATABASE,,1446938571000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286334,3940669,35.586703,-83.358244,Upper Oconaluftee River,Oconaluftee River,2761.807373,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938571000,GRSM,UNR,,3,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E61000004380399E02D754C0D122520821CB4140,211650,0101000020110F000078BCE99E06B361C120E0C16377305041,211420,>1m <=5m,ATBI DATABASE,,1446938570000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286218,3940698,35.586939,-83.359531,Upper Oconaluftee River,Smith Branch,2755.766846,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938570000,GRSM,UNR,,5,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,995068800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000B9220309A2D754C08C7EEFA18ACA4140,211647,0101000020110F0000AE1D87038EB361C10E10F152DA2F5041,211417,>1m <=5m,ATBI DATABASE,,1446938569000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285324,3940210,35.582349,-83.369261,Upper Oconaluftee River,,3338.760254,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938569000,GRSM,UNR,,2,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833414400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000002E584C9AB6D754C09DEA623D6FCA4140,211646,0101000020110F0000513A567B9FB361C1D2F5D7B7BD2F5041,211416,>1m <=5m,ATBI DATABASE,,1446938567000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285208,3940120,35.581513,-83.370516,Upper Oconaluftee River,,3463.147461,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938567000,GRSM,UNR,,6,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833414400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000007DD1742F9DD554C05ED471B37AC94140,211654,0101000020110F0000414A950DD7B161C10154FA5CBE2E5041,211423,>1m <=5m,ATBI DATABASE,,1446938572000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,288161,3939221,35.57405,-83.337715,Upper Oconaluftee River,Oconaluftee River,2464.547363,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938572000,GRSM,UNR,,4,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1376006400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000E6757893F5D354C05DAAF700CFC64140,211659,0101000020110F00005C6C12486FB061C15535468DF42B5041,211428,>1m <=5m,ATBI DATABASE,,1446938576000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290450,3936851,35.553185,-83.31186,Lower Oconaluftee River,,2289.810059,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938576000,GRSM,UNR,,6,,,Newton Bald Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000001892E54D0D354C0A1B11FF7A7C64140,211662,0101000020110F0000168BBFA54FB061C17442ADCCCB2B5041,211431,>1m <=5m,ATBI DATABASE,,1446938578000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290653,3936714,35.551994,-83.309586,Lower Oconaluftee River,,2177.328369,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938578000,GRSM,UNR,,6,,,Newton Bald Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969408000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000196E3DF9EAD354C0A35F2771ADC64140,211660,0101000020110F0000E504E04666B061C11BFC3F84D12B5041,211429,>1m <=5m,ATBI DATABASE,,1446938577000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290506,3936736,35.552161,-83.311213,Lower Oconaluftee River,,2248.845947,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938577000,GRSM,UNR,,5,,,Newton Bald Concession Horse Trail Loop,Smokemont Campground Bridge Pullout Parking,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000087CB7342DDD354C0D5B541F06FC64140,211661,0101000020110F0000E37A29A15AB061C1B4E66450912B5041,211430,>1m <=5m,ATBI DATABASE,,1446938578000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290577,3936526,35.550284,-83.310376,Lower Oconaluftee River,,2208.296875,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938578000,GRSM,UNR,,6,,,Newton Bald Concession Horse Trail Loop,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000000325C3F96DD354C0E3B8C8478FC54140,211664,0101000020110F00008768B51DFCAF61C1C54547CFA62A5041,211433,>1m <=5m,ATBI DATABASE,,1446938580000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291175,3935751,35.543428,-83.303583,Lower Oconaluftee River,,2229.213379,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938580000,GRSM,UNR,,7,,,Smokemont Stables Trail to Towstring Horse Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1015718400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E61000009AA7892ABBD354C0C410C46FC6C14140,211663,0101000020110F0000D0998AAC3DB061C1561BB0BBB3265041,211432,>1m <=5m,ATBI DATABASE,,1446938579000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290671,3932481,35.513861,-83.308295,Lower Oconaluftee River,,2212.003662,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938579000,GRSM,UNR,,7,,,Enloe-Mingus Cemetery Access,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1371168000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000EE36725463D454C09A900EC3D2C64140,211658,0101000020110F0000C398D77ECCB061C13D249C79F82B5041,211427,>1m <=5m,ATBI DATABASE,,1446938575000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289843,3936878,35.5533,-83.318559,Upper Oconaluftee River,,2621.98584,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446938575000,GRSM,UNR,,9,,,Newton Bald Trail,Newfound Gap Road South,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000008D74CC9AD4DF54C0A5189149C2D74140,211638,0101000020110F000071F7595484BA61C1BE7C9F1FAA3D5041,211408,>1m <=5m,ATBI DATABASE,,1446938562000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274007,3951953,35.68561,-83.497347,Le Conte Creek,,2030.921265,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446938562000,GRSM,UNR,,6,,,Twin Creeks Trail,Cherokee Orchard Road,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,831859200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000BBC99850BBD954C0D7C4999EF1D74140,211600,0101000020110F00005260565356B561C15791CB9DDB3D5041,211412,>1m <=5m,ATBI DATABASE,,1446938565000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282636,3951898,35.687054,-83.402054,Porters Creek,,2373.621094,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938565000,GRSM,UNR,,5,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
