the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000057836A62A5F554C09D15503652BE4140,209249,0101000020110F00004F41157C0BCD61C1CD43234A19235041,209071,>1m <=5m,ATBI DATABASE,,1446937253000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242517,3930742,35.486877,-83.838215,Lake Cheoah-Little Tennessee River,Proctor Branch,2436.567871,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446937253000,GRSM,UNR,,6,,,Long Hungry Ridge Trail,Payne Cemetery Access Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1084060800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E61000006EA46C9134D854C03B4FEB1F4CD44140,209277,0101000020110F00005ACAD4760AB461C1ACDD56AC0B3A5041,209099,>1m <=5m,ATBI DATABASE,,1446937270000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284718,3948685,35.658566,-83.378204,Porters Creek,Porters Creek,3529.501709,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446937270000,GRSM,UNR,,9,,,Porters Creek Trail,Porters Creek Scenic Loop,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091232000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000E9DD02E3C2DB54C07D28E499C3D34140,209269,0101000020110F000047C71F990FB761C13ECF84F87C395041,209091,>1m <=5m,ATBI DATABASE,,1446937265000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279676,3948346,35.6544,-83.433766,Porters Creek,Styx Branch,6378.262695,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446937265000,GRSM,UNR,,5,,,Boulevard Trail,Alum Cave Bluffs Trailhead Parking,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091059200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E61000002541BB4DDCDA54C023EE674100D04140,209272,0101000020110F00003CCE89C34BB661C149B7A23C8E355041,209094,>1m <=5m,ATBI DATABASE,,1446937267000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280870,3945053,35.625001,-83.419692,West Prong Little Pigeon River Upper,,4488.445312,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446937267000,GRSM,UNR,,4,,,Appalachian Trail,Newfound Gap Road North,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091059200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E6100000B53167979ED354C0F9A525260DDB4140,209279,0101000020110F0000CC97CB6725B061C127957D981B415041,209101,>1m <=5m,ATBI DATABASE,,1446937272000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,291343,3954384,35.711332,-83.306551,Little Pigeon River Upper,,4178.50293,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446937272000,GRSM,UNR,,7,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1016668800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000081022D2DCD154C0A40632C6FDDD4140,209280,0101000020110F00007148476AA7AE61C1AE572CF02E445041,209102,>1m <=5m,ATBI DATABASE,,1446937272000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293886,3956874,35.7343,-83.279099,Cosby Creek,Dunn Creek,3360.566162,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446937272000,GRSM,UNR,,8,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993772800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000E73DE7D1C1D154C01DCFB8873CDE4140,209284,0101000020110F00006333B87B90AE61C1A680669970445041,209106,>1m <=5m,ATBI DATABASE,,1446937274000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294040,3957083,35.736215,-83.277451,Cosby Creek,Indian Camp Creek,3184.675781,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446937274000,GRSM,UNR,,4,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1175299200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000FBD40C04DCD154C0365CED3377DE4140,209283,0101000020110F0000E68C40BBA6AE61C1A94748FDAD445041,209105,>1m <=5m,ATBI DATABASE,,1446937274000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293900,3957285,35.738006,-83.27905,Cosby Creek,Indian Camp Creek,3056.080078,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446937274000,GRSM,UNR,,9,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144886400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000917C20D778E654C084FB91BA0ED74140,209263,0101000020110F0000F2C2155728C061C1CFC45560EE3C5041,209085,>1m <=5m,ATBI DATABASE,,1446937261000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264598,3951589,35.68013,-83.601121,Little River-Goshen Prong,Jay Bird Branch,3119.575195,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446937261000,GRSM,UNR,,4,,,Laurel Falls Trail,Little River Gorge Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1175472000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000009615538164E454C0EF8456E842C84140,209264,0101000020110F0000C9FC4D3A64BE61C1C9B940D0782D5041,209086,>1m <=5m,ATBI DATABASE,,1446937262000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267204,3938687,35.564535,-83.56863,Little River-Goshen Prong,Hazel Creek,5435.316895,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446937262000,GRSM,UNR,,4,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118016000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,unspecified, , ,cert,ATBI Coleoptera Survey
0101000020E61000003E9A45830FEF54C043CC7B5594C74140,209256,0101000020110F0000AC0E62AC73C761C107B9F58DC22C5041,209078,>1m <=5m,ATBI DATABASE,,1446937257000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252077,3938503,35.559207,-83.735318,Eagle Creek,Spence Cabin Branch,4453.700684,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446937257000,GRSM,UNR,,6,,,Eagle Creek Trail,Laurel Creek Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000004D8099A312EE54C02E0FF93E47C84140,209257,0101000020110F0000FF315BE89CC661C14131D2577D2D5041,209079,>1m <=5m,ATBI DATABASE,,1446937258000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253493,3939070,35.564667,-83.719884,Little River-Crooked Creek,,4777.330078,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937258000,GRSM,UNR,,4,,,Appalachian Trail,Laurel Creek Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091232000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E61000009FB8354C41ED54C09C071AADCFC84140,209258,0101000020110F0000310C2C1DEBC561C1CC93BBC90B2E5041,209080,>1m <=5m,ATBI DATABASE,,1446937258000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254664,3939500,35.568831,-83.707106,Little River-Crooked Creek,,5436.080078,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937258000,GRSM,UNR,,5,,,Appalachian Trail,Laurel Creek Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144886400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000A5FF1F061EEC54C0A2285ED2C9C84140,209259,0101000020110F0000023A2CBCF3C461C19DAFE2AC052E5041,209081,>1m <=5m,ATBI DATABASE,,1446937259000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,Tennessee,256275,3939436,35.568652,-83.689328,Hazel Creek,Mineral Gap Branch,4938.371582,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446937259000,GRSM,UNR,,9,,,Appalachian Trail,Upper Tremont Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144886400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000F39E772105EA54C0BAE69A71F6CE4140,209261,0101000020110F0000E1BA61C02BC361C1A6FEB38478345041,209083,>1m <=5m,ATBI DATABASE,,1446937260000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259390,3944707,35.616889,-83.656559,Little River-Crooked Creek,Marks Creek,2282.46167,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937260000,GRSM,UNR,,3,,,Middle Prong Trail,Upper Tremont Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1091145600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000003E7F30A907EA54C08319578CD5CE4140,209260,0101000020110F0000160E7EE62DC361C1C5BEB72656345041,209082,>1m <=5m,ATBI DATABASE,,1446937259000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259373,3944596,35.615885,-83.656713,Little River-Crooked Creek,Lynn Camp Prong,2206.5625,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937259000,GRSM,UNR,,7,,,Middle Prong Trail,Upper Tremont Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1150502400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E61000000679919742F454C00ECBF1DA0ACD4140,209253,0101000020110F0000D308D028DECB61C11CC3DDFB76325041,209075,>1m <=5m,ATBI DATABASE,,1446937255000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244847,3943446,35.601887,-83.81656,Abrams Creek Upper,Feezell Branch,1802.213379,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937255000,GRSM,UNR,,7,,,Lawson Cemetery Access,Primitive Baptist Church Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117929600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,flight intercept trap, , ,cert,ATBI Coleoptera Survey
0101000020E61000003A49C8DA1BF154C073BB4A90B4C84140,209255,0101000020110F000056403FFF30C961C1C210C67AEF2D5041,209077,>1m <=5m,ATBI DATABASE,,1446937257000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249203,3939560,35.568004,-83.767321,Abrams Creek Upper,,3984.41333,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937257000,GRSM,UNR,,8,,,Russell Field Trail,Cades Cove Loop Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144886400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000021B5754298F354C0D92D0464E8C44140,209254,0101000020110F000011F6FA7E4DCB61C1BD80589EF8295041,209076,>1m <=5m,ATBI DATABASE,,1446937256000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245588,3936368,35.538335,-83.806164,Abrams Creek Upper,Ekaneetlee Creek,3843.942383,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446937256000,GRSM,UNR,,5,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144800000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000029006B7A75F454C0E40BF43F6FC34140,209252,0101000020110F0000762B856009CC61C1B576BB046F285041,209074,>1m <=5m,ATBI DATABASE,,1446937255000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244327,3935126,35.526826,-83.819666,Eagle Creek,Big Tommy Branch,4520.455566,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937255000,GRSM,UNR,,6,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000077690FF06EF554C007D129BB65C54140,209251,0101000020110F0000B2A63B3EDDCC61C11F6F0A717B2A5041,209073,>1m <=5m,ATBI DATABASE,,1446937254000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242995,3936867,35.54216,-83.834892,Abrams Creek Upper,Forge Creek,2723.911621,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937254000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144800000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000042658235DCF554C0911A912AB5C74140,209248,0101000020110F00008198170C3ACD61C16262D3D4E42C5041,209070,>1m <=5m,ATBI DATABASE,,1446937253000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242448,3938887,35.560209,-83.841561,Abrams Creek Upper,Forge Creek,2137.231445,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446937253000,GRSM,UNR,,7,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
