the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000AA5B9126EBED54C005F91FC156BD4140,149742,0101000020110F00004D99C05E7BC661C1AB48020513225041,149419,>1m <=5m,ATBI DATABASE,,1446903189000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253450,3929582,35.479203,-83.717473,Hazel Creek,,2082.106689,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446903189000,GRSM,UNR,,6,,,Hazel Creek Trail,Lakeview Drive West,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089244800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004FC8C9229FEE54C0E12ED2F635C84140,149737,0101000020110F000009024D3B14C761C1E8EBC14C6B2D5041,149414,>1m <=5m,ATBI DATABASE,,1446903186000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252714,3939033,35.56414,-83.728459,Little River-Crooked Creek,Anthony Creek,4953.652344,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903186000,GRSM,UNR,,7,,,Appalachian Trail,Laurel Creek Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090800000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000B1902317A8EE54C0ADB1D62031C84140,149735,0101000020110F000021EB31D61BC761C1AC5A3D40662D5041,149412,>1m <=5m,ATBI DATABASE,,1446903185000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252664,3939018,35.563992,-83.729005,Eagle Creek,Anthony Creek,4935.576172,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446903185000,GRSM,UNR,,7,,,Appalachian Trail,Laurel Creek Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-315619200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000008E4054CBAAEE54C04B21E0B530C84140,149731,0101000020110F0000828412221EC761C1AC9090D0652D5041,149408,>1m <=5m,ATBI DATABASE,,1446903183000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252649,3939017,35.56398,-83.72917,Eagle Creek,Anthony Creek,4925.625488,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903183000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090800000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000037FA420F8FEE54C04741D87F16C84140,149738,0101000020110F00004C98FB9306C761C18AA8FC724A2D5041,149415,>1m <=5m,ATBI DATABASE,,1446903187000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252800,3938924,35.56318,-83.727478,Little River-Crooked Creek,,4964.756348,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903187000,GRSM,UNR,,10,,,Appalachian Trail,Laurel Creek Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090800000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000043A647161AEE54C0CCA60CBE1EC84140,149741,0101000020110F0000324CB33BA3C661C1E313210E532D5041,149418,>1m <=5m,ATBI DATABASE,,1446903188000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253448,3938934,35.563431,-83.720338,Eagle Creek,,5011.52832,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446903188000,GRSM,UNR,,10,,,Appalachian Trail,Laurel Creek Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090800000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000000B59BF943FED54C00AF4D011D5C84140,149744,0101000020110F00001FBFEFA7E9C561C1A8885B6B112E5041,149421,>1m <=5m,ATBI DATABASE,,1446903190000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254674,3939518,35.568996,-83.707002,Little River-Crooked Creek,Bee Cove Creek,5395.933594,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903190000,GRSM,UNR,,3,,,Appalachian Trail,Laurel Creek Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000AA674B9AA2EF54C012875584E7CD4140,149730,0101000020110F0000273DCE98F0C761C13467107C5D335041,149407,>1m <=5m,ATBI DATABASE,,1446903182000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251416,3944008,35.608621,-83.744295,Little River-Crooked Creek,Sugar Cove Prong,1771.623779,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903182000,GRSM,UNR,,3,,,Finley Cane Trail,Laurel Creek Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000000E5CD99665F154C05ED09ADDE2CE4140,149716,0101000020110F0000974AB29E6FC961C12A007B1064345041,149393,>1m <=5m,ATBI DATABASE,,1446903175000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248946,3944929,35.616292,-83.771821,Abrams Creek Upper,Crooked Arm Branch,2916.0896,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903175000,GRSM,UNR,,5,,,Crooked Arm Ridge Trail,Laurel Creek Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901670400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BD973D945EF254C0DA495E4C1CCC4140,149714,0101000020110F0000B2C2471643CA61C1D1F5CBCF7D315041,149391,>1m <=5m,ATBI DATABASE,,1446903173000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247501,3942562,35.594607,-83.787019,Abrams Creek Upper,Rowans Creek,1899.265259,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903173000,GRSM,UNR,,4,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009E4E6D01C5F454C0856FD0544BCD4140,149706,0101000020110F000077D56EEB4CCC61C109173455BA325041,149382,>1m <=5m,ATBI DATABASE,,1446903168000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244132,3943685,35.603855,-83.82452,Abrams Creek Upper,,1812.563354,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903168000,GRSM,UNR,,6,,,Lawson Cemetery Access,Hyatt Lane,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EDA6F90251F154C0E71432D14CC84140,149715,0101000020110F0000E584B0245EC961C1AE65E228832D5041,149392,>1m <=5m,ATBI DATABASE,,1446903174000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248899,3939217,35.564837,-83.770565,Abrams Creek Upper,Russell Field Branch,4297.178223,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903174000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Loop Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000735CE6A432F154C0753085880DC84140,149717,0101000020110F0000EF352A5A44C961C1B5669416412D5041,149394,>1m <=5m,ATBI DATABASE,,1446903175000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249061,3938998,35.562906,-83.768712,Abrams Creek Upper,Russell Field Branch,4251.0625,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903175000,GRSM,UNR,,6,,,Russell Field Trail,Cades Cove Loop Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C518683C06F154C065A0A17510C84140,149718,0101000020110F0000C167E6A21EC961C15FFDAD24442D5041,149395,>1m <=5m,ATBI DATABASE,,1446903176000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249307,3939001,35.562995,-83.766001,Abrams Creek Upper,Russell Field Branch,4338.294922,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903176000,GRSM,UNR,,4,,,Russell Field Trail,Cades Cove Loop Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000000ED9D31DEAF054C02C723D4E34C84140,149719,0101000020110F0000FCFF24C106C961C1D0FE7891692D5041,149396,>1m <=5m,ATBI DATABASE,,1446903176000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249466,3939118,35.564089,-83.764285,Abrams Creek Upper,,4389.181641,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903176000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000CF190294E7F054C0FA0FD7D433C84140,149720,0101000020110F0000D5B5409904C961C13A8BB912692D5041,149397,>1m <=5m,ATBI DATABASE,,1446903177000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249480,3939116,35.564075,-83.76413,Abrams Creek Upper,,4373.303711,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903177000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007AB1DC44C0F054C09592C6F10EC84140,149722,0101000020110F0000B99E9E36E3C861C17064BE8F422D5041,149399,>1m <=5m,ATBI DATABASE,,1446903178000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249694,3938985,35.562949,-83.761731,Abrams Creek Upper,,4321.245605,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903178000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841190400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006E49F53AB5F054C046204ECF57C84140,149723,0101000020110F0000641994D6D9C861C10BC4FEA28E2D5041,149400,>1m <=5m,ATBI DATABASE,,1446903179000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249762,3939230,35.565173,-83.761057,Abrams Creek Upper,,3998.514893,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903179000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Campground Segment A,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000051EA23D4B2F054C08B03B04D5FC84140,149724,0101000020110F0000F9DB69CCD7C861C1B59BEA75962D5041,149401,>1m <=5m,ATBI DATABASE,,1446903179000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249776,3939255,35.565402,-83.760911,Abrams Creek Upper,,3979.992676,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903179000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Campground Segment A,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000006AED502923F054C05D957DC420C84140,149725,0101000020110F0000998625C85DC861C1AC92672B552D5041,149402,>1m <=5m,ATBI DATABASE,,1446903180000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250565,3939021,35.563493,-83.752142,Abrams Creek Upper,Left Prong Anthony Creek,4598.480957,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903180000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841190400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BF57358772F254C016AB14AFB0C54140,149713,0101000020110F0000B830A10754CA61C1BED108ADC92A5041,149390,>1m <=5m,ATBI DATABASE,,1446903173000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247233,3937000,35.544448,-83.788236,Eagle Creek,Lawson Gant Lot Branch,4536.442871,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446903173000,GRSM,UNR,,7,,,Appalachian Trail,Cades Cove Loop Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902361600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E2860D8662F354C04800D91956C54140,149711,0101000020110F000057D9A8DB1FCB61C138049D206B2A5041,149387,>1m <=5m,ATBI DATABASE,,1446903171000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245896,3936731,35.541683,-83.802884,Abrams Creek Upper,Ekaneetlee Creek,4179.033691,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903171000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001511AAD965F354C0A4A255605AC54140,149710,0101000020110F0000B4F7EEAE22CB61C18B10FF966F2A5041,149386,>1m <=5m,ATBI DATABASE,,1446903171000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245878,3936746,35.541814,-83.803087,Abrams Creek Upper,Ekaneetlee Creek,4165.943848,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903171000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000051A5E068C8F354C095E8EC71DAC14140,149709,0101000020110F00006E8ECF6376CB61C1EF90299CC8265041,149385,>1m <=5m,ATBI DATABASE,,1446903170000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245246,3933728,35.514472,-83.809103,Eagle Creek,,4289.727051,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446903170000,GRSM,UNR,,7,,,Appalachian Trail,Payne Cemetery Access Road,Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003FB702D049F554C074F597A821C34140,149703,0101000020110F000009D270B6BDCC61C17DD9490C1E285041,149379,>1m <=5m,ATBI DATABASE,,1446903167000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,243144,3934897,35.524458,-83.832626,Lake Cheoah-Little Tennessee River,,4396.772461,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903167000,GRSM,UNR,,8,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004D23A5ED40F554C01114E40C2AC34140,149705,0101000020110F00003643D22AB6CC61C169511ECE26285041,149381,>1m <=5m,ATBI DATABASE,,1446903168000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,243194,3934924,35.524714,-83.832084,Abrams Creek Upper,,4370.911133,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903168000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000009293CB7777F454C09C5B3F02A1C24140,149707,0101000020110F0000786B22110BCC61C1F60CF1CC97275041,149383,>1m <=5m,ATBI DATABASE,,1446903169000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244296,3934428,35.520532,-83.819788,Lake Cheoah-Little Tennessee River,Green Branch,3957.179199,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446903169000,GRSM,UNR,,7,,,Appalachian Trail,Parson Branch Road (closed Winter),Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FA9F50708DF754C01310974CB0C24140,149686,0101000020110F000009EA46FDA9CE61C15D3183C1A7275041,149364,>1m <=5m,ATBI DATABASE,,1446903159000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239924,3934606,35.520998,-83.868004,Abrams Creek Lower,,4786.604492,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903159000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-1262304000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000005E63676F68F754C095B6CF629DC24140,149690,0101000020110F0000193FEE8F8ACE61C1D7222D0594275041,149368,>1m <=5m,ATBI DATABASE,,1446903161000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240127,3934536,35.520421,-83.865745,Lake Cheoah-Little Tennessee River,,4945.73584,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446903161000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902102400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FD86E25154F754C03C31C5FEADC24140,149694,0101000020110F0000544B717A79CE61C1D0750A5AA5275041,149372,>1m <=5m,ATBI DATABASE,,1446903163000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240240,3934589,35.520928,-83.864517,Abrams Creek Upper,,4935.430664,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903163000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902102400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000661E5EAF67F754C084DC84FCA5C24140,149693,0101000020110F00009E90D5EC89CE61C10D5FA0FE9C275041,149371,>1m <=5m,ATBI DATABASE,,1446903163000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240132,3934565,35.520684,-83.865699,Abrams Creek Upper,,4946.424805,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446903163000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Danthonia_compressa,Danthonia  compressa,11580,Flattened Wild Oat,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000684800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Poaceae, ,~,observed, , ,cert,INHS plant survey
