the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000009983FB5C28F854C072F92B3E67BB4140,30754,0101000020110F0000562B18912DCF61C100136E460E205041,29911,>1m <=5m,ATBI DATABASE,,1446840119000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238882,3928316,35.464081,-83.877459,Lake Cheoah-Little Tennessee River,,1588.573486,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840119000,GRSM,UNR,,9,,,Twentymile Trail,Twenty Mile Ranger Station Parking # 2,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000AB3329CBD1D454C0642EDB14B0C64140,31334,0101000020110F000057AAF64F2AB161C1F4259D45D42B5041,30489,>1m <=5m,ATBI DATABASE,,1446840430000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289229,3936775,35.552242,-83.325301,Upper Oconaluftee River,,3036.619385,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840430000,GRSM,UNR,,1,,,Newton Bald Trail,Newfound Gap Road South,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000456FE711EFD954C035D6E19C5CC44140,31292,0101000020110F0000806AFA4782B561C1F2CDE0BB66295041,30446,>1m <=5m,ATBI DATABASE,,1446840405000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281935,3934933,35.534069,-83.405213,Deep Creek,,3835.344727,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840405000,GRSM,UNR,,7,,,Sunkota Ridge Trail,Thomas Divide Trail Pullout Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929664000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000BF86CED590D954C065FD3093FFC44140,31297,0101000020110F0000F8F05F3F32B561C1F7EB03D1102A5041,30451,>1m <=5m,ATBI DATABASE,,1446840408000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282470,3935472,35.539043,-83.399461,Deep Creek,,3877.580322,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840408000,GRSM,UNR,,8,,,Sunkota Ridge Trail,Thomas Divide Trail Pullout Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929664000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000023F9127666D954C0DB44B9765AC54140,31300,0101000020110F0000AE5C64420EB561C1E0865DAE6F2A5041,30454,>1m <=5m,ATBI DATABASE,,1446840409000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282712,3935774,35.541816,-83.396875,Deep Creek,Nettle Creek,4068.829834,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840409000,GRSM,UNR,,4,,,Sunkota Ridge Trail,Thomas Divide Trail Pullout Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929664000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000007A4B165038D854C025E298329EC14140,31320,0101000020110F0000711406A50DB461C10B8A8BBF89265041,30474,>1m <=5m,ATBI DATABASE,,1446840420000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284306,3932496,35.512633,-83.378433,Kirkland Creek-Tuckasegee River,,3923.845215,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840420000,GRSM,UNR,,6,,,Thomas Divide Trail,Mingus Mill Access Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897264000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000A528AE6245D854C0042A808F65C14140,31319,0101000020110F0000EE5249BF18B461C11C279AA74E265041,30473,>1m <=5m,ATBI DATABASE,,1446840419000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284229,3932306,35.510905,-83.379231,Kirkland Creek-Tuckasegee River,,3851.336914,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840419000,GRSM,UNR,,4,,,Thomas Divide Trail,Galbraith Creek Rd,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897264000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F2AD21CE29DD54C03C67275D9CC34140,31102,0101000020110F0000DEB47C6D40B861C174B633199E285041,30410,>1m <=5m,ATBI DATABASE,,1446840385000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277343,3934395,35.528202,-83.455673,Noland Creek,,4333.597168,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840385000,GRSM,UNR,,3,,,Noland Divide Trail,Clingmans Dome Road Parking #3,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1372032000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000512B426D18DD54C04CDCAEC065C24140,31103,0101000020110F00008CCD0EAB31B861C16EFBE6F759275041,30411,>1m <=5m,ATBI DATABASE,,1446840386000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277413,3933341,35.518723,-83.454612,Deep Creek,,4063.350098,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840386000,GRSM,UNR,,9,,,Noland Divide Trail,Clingmans Dome Road Parking #3,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1372032000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000274199F54BDE54C0644A9291BAC14140,31244,0101000020110F00004BD70FDB36B961C1F4B0A559A7265041,30396,>1m <=5m,ATBI DATABASE,,1446840377000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275696,3932804,35.513499,-83.473382,Noland Creek,Noland Creek,3148.677246,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840377000,GRSM,UNR,,4,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AEA800998FDD54C04A0295702FC44140,31251,0101000020110F0000CC624BE196B861C1D3C2C49637295041,30403,>1m <=5m,ATBI DATABASE,,1446840381000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276792,3934907,35.532691,-83.461885,Noland Creek,,4171.227051,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840381000,GRSM,UNR,,3,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B1DBCABF34DD54C06365AB009CC44140,31257,0101000020110F0000B546F0B849B861C153A465E4A8295041,30409,>1m <=5m,ATBI DATABASE,,1446840385000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277304,3935262,35.536004,-83.456341,Deep Creek,,4518.241211,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840385000,GRSM,UNR,,7,,,Noland Divide Trail,Clingmans Dome Road Parking #3,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FE515F8C44DD54C0AC09B6D22AC44140,31255,0101000020110F0000DA67002457B861C1F45A51C532295041,30407,>1m <=5m,ATBI DATABASE,,1446840384000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277207,3934881,35.53255,-83.457305,Noland Creek,Sassafras Branch,4091.230957,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840384000,GRSM,UNR,,6,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005E86A6BC7BDD54C012D0F64840C54140,31253,0101000020110F00002E14270386B861C1DA685B5B542A5041,30405,>1m <=5m,ATBI DATABASE,,1446840382000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276925,3935828,35.541017,-83.460673,Noland Creek,Pole Road Creek,4626.81543,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840382000,GRSM,UNR,,6,,,Noland Divide Trail,Clingmans Dome Access Road,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000086E57E7086DD54C089E6C780E8C54140,31252,0101000020110F00008DA21A1A8FB861C18D07BBF0032B5041,30404,>1m <=5m,ATBI DATABASE,,1446840382000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276880,3936399,35.546151,-83.461326,Noland Creek,Pole Road Creek,4763.782227,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446840382000,GRSM,UNR,,4,,,Noland Divide Trail,Noland Divide Trailhead Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002D07BA5678DB54C07C27F9206AC84140,31274,0101000020110F000073D5D548D0B661C17D3156C3A12D5041,30428,>1m <=5m,ATBI DATABASE,,1446840395000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279845,3938499,35.565732,-83.429216,Deep Creek,Left Fork Deep Creek,3778.637207,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840395000,GRSM,UNR,,3,,,Fork Ridge Trail,Newfound Gap Road South,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833846400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000537D00B5C5DB54C0A1100640CAC84140,31271,0101000020110F000095A24FFE11B761C180E4601F062E5041,30425,>1m <=5m,ATBI DATABASE,,1446840393000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279425,3938835,35.568665,-83.433938,Deep Creek,,4040.475098,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840393000,GRSM,UNR,,1,,,Fork Ridge Trail,Deep Creek Valley Overlook # 2,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833846400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000000728AFC308D854C0E420851813CA4140,31321,0101000020110F00000487FF42E5B361C19252E97E5D2F5041,30475,>1m <=5m,ATBI DATABASE,,1446840421000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284746,3939819,35.578701,-83.375531,Upper Oconaluftee River,,4051.78418,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446840421000,GRSM,UNR,,3,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833414400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000039F672F3DBDF54C03DB7621C6FD14140,31236,0101000020110F0000C9A296918ABA61C18EF349920D375041,30388,>1m <=5m,ATBI DATABASE,,1446840373000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273827,3946472,35.636196,-83.497796,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2937.839355,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840373000,GRSM,UNR,,6,,,Cove Hardwood Nature Trail,Newfound Gap Road North,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863654400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000099605777D2DE54C09A3658423BD24140,31241,0101000020110F0000357DA617A9B961C1A3B9D0E9E2375041,30393,>1m <=5m,ATBI DATABASE,,1446840375000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275312,3947126,35.642427,-83.481592,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3333.259033,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840375000,GRSM,UNR,,1,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1183248000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000CD706E6C66DE54C08F3EA8C33ED54140,31235,0101000020110F0000BAF1ED544DB961C13F0A0F50093B5041,30398,>1m <=5m,ATBI DATABASE,,1446840378000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275975,3949723,35.665971,-83.474997,Le Conte Creek,Le Conte Creek,3506.161621,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840378000,GRSM,UNR,,5,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833500800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000051F6DBD9A2DE54C0A476A7918FD54140,31243,0101000020110F0000898F1EA780B961C140242EC95D3B5041,30395,>1m <=5m,ATBI DATABASE,,1446840377000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275648,3950005,35.668437,-83.478686,Le Conte Creek,Le Conte Creek,3247.23291,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840377000,GRSM,UNR,,7,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874281600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000016ECEC4FD5DE54C0FB1174F8C7D54140,31242,0101000020110F000009E66F82ABB961C14C11E2BF983B5041,30394,>1m <=5m,ATBI DATABASE,,1446840376000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275374,3950203,35.670158,-83.481765,Le Conte Creek,Le Conte Creek,2965.772705,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840376000,GRSM,UNR,,7,,,Rainbow Falls Trail,"Rainbow Falls, Bull Head Parking A",Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833500800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000089BCB54415DE54C003C3B1EF49D74140,31249,0101000020110F000092481A6808B961C1AEF252482C3D5041,30401,>1m <=5m,ATBI DATABASE,,1446840380000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276468,3951483,35.681937,-83.470044,Baskins Creek,Baskins Creek,3186.712891,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840380000,GRSM,UNR,,6,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000318909B686DE54C07A3DACF8C5D64140,31245,0101000020110F0000613EE9C068B961C116F1F44DA23C5041,30397,>1m <=5m,ATBI DATABASE,,1446840378000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275830,3951052,35.67791,-83.476968,Le Conte Creek,,2795.443604,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446840378000,GRSM,UNR,,8,,,Baskins Creek Trail,Roaring Fork Motor Nature Trail,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B196F65E60DA54C0EA3442A7B6D64140,31291,0101000020110F000086ECFB81E2B561C130ECF949923C5041,30445,>1m <=5m,ATBI DATABASE,,1446840404000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281698,3950854,35.677442,-83.412128,Porters Creek,Cannon Creek,3342.111084,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446840404000,GRSM,UNR,,6,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000BE5FAE40B2DA54C06E0ED94573D64140,31283,0101000020110F00008F16C70C28B661C1FFBA60D74B3C5041,30437,>1m <=5m,ATBI DATABASE,,1446840400000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281240,3950637,35.675386,-83.417126,Porters Creek,Trillium Branch,3584.630859,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446840400000,GRSM,UNR,,4,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000003DF9A324FBDA54C05E94BEEF63D64140,31280,0101000020110F000064E2AFF465B661C1F8D69FCE3B3C5041,30434,>1m <=5m,ATBI DATABASE,,1446840398000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280836,3950595,35.674918,-83.421575,Porters Creek,Trillium Branch,3738.051758,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446840398000,GRSM,UNR,,6,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865728000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000BDB7E5606CDA54C0CDB3A0A47ED64140,31289,0101000020110F0000C961ADB4ECB561C14D769FBA573C5041,30443,>1m <=5m,ATBI DATABASE,,1446840403000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281627,3950666,35.675733,-83.412861,Porters Creek,Cannon Creek,3391.798584,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446840403000,GRSM,UNR,,4,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000007C85F1A560D954C06463E85C7AD74140,31308,0101000020110F00006AAE855209B561C1A32BDFEA5E3D5041,30462,>1m <=5m,ATBI DATABASE,,1446840414000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283127,3951482,35.683415,-83.39652,Porters Creek,Porters Creek,2299.751953,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446840414000,GRSM,UNR,,10,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927158400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F7471FC090D654C00D5979E313DA4140,31326,0101000020110F000066CDB8E9A5B261C1E51B25E316405041,30481,>1m <=5m,ATBI DATABASE,,1446840425000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,287158,3953639,35.703725,-83.352581,Little Pigeon River Upper,,2210.52832,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446840425000,GRSM,UNR,,4,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Sassafras_albidum,Sassafras  albidum,35604,Sassafras,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864432000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Laurales, , , , ,Lauraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
